query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
',['50143'],[],description,1,0,[],,['51388'],[0.5595174431800842],['description']
',['50143'],[],description,3,0,[],,"['51388', '85', '23']","[0.5595174431800842, 0.5588485598564148, 0.5389033555984497]","['description', 'description', 'description']"
7.5千克英语怎么念,['50143'],[],description,1,0,[],,['62172'],[0.5038943290710449],['description']
7.5千克英语怎么念,['50143'],[],description,3,1,['50143'],3.0,"['62172', '85', '50143']","[0.5038943290710449, 0.5019534826278687, 0.4891461133956909]","['description', 'description', 'description']"
7:50用英语怎么说,['50143'],[],description,1,0,[],,['85'],[0.5272445678710938],['description']
7:50用英语怎么说,['50143'],[],description,3,1,['50143'],3.0,"['85', '62172', '50143']","[0.5272445678710938, 0.5213366746902466, 0.5182219743728638]","['description', 'description', 'description']"
a tummy ache,['50143'],[],description,1,0,[],,['51377'],[0.4115406572818756],['description']
a tummy ache,['50143'],[],description,3,0,[],,"['51377', '51388', '85']","[0.4115406572818756, 0.40972983837127686, 0.3935471177101135]","['description', 'description', 'description']"
abult,['50143'],[],description,1,0,[],,['51323'],[0.5037081837654114],['description']
abult,['50143'],[],description,3,0,[],,"['51323', '51388', '60977']","[0.5037081837654114, 0.4988532066345215, 0.48459041118621826]","['description', 'description', 'description']"
albinisim,['50143'],[],description,1,0,[],,['51388'],[0.4399054944515228],['description']
albinisim,['50143'],[],description,3,0,[],,"['51388', '51323', '85']","[0.4399054944515228, 0.41635945439338684, 0.41359710693359375]","['description', 'description', 'description']"
auard,['50143'],[],description,1,0,[],,['51323'],[0.5039639472961426],['description']
auard,['50143'],[],description,3,0,[],,"['51323', '51377', '51388']","[0.5039639472961426, 0.502137303352356, 0.49458301067352295]","['description', 'description', 'description']"
balbr是什么意思,['50143'],[],description,1,0,[],,['51388'],[0.5696008205413818],['description']
balbr是什么意思,['50143'],[],description,3,0,[],,"['51388', '85', '62172']","[0.5696008205413818, 0.5564764142036438, 0.532899022102356]","['description', 'description', 'description']"
bare body oil massage,['50143'],[],description,1,0,[],,['60977'],[0.38602516055107117],['description']
bare body oil massage,['50143'],[],description,3,0,[],,"['60977', '5671', '51377']","[0.38602516055107117, 0.3770948648452759, 0.3679565191268921]","['description', 'description', 'description']"
big out,['50143'],[],description,1,0,[],,['51323'],[0.5462198257446289],['description']
big out,['50143'],[],description,3,0,[],,"['51323', '60977', '51388']","[0.5462198257446289, 0.4936144948005676, 0.4885152280330658]","['description', 'description', 'description']"
btb是什么意思,['50143'],[],description,1,0,[],,['51388'],[0.5368974804878235],['description']
btb是什么意思,['50143'],[],description,3,0,[],,"['51388', '36607', '85']","[0.5368974804878235, 0.4900805950164795, 0.4868939518928528]","['description', 'description', 'description']"
builder建筑工人英语怎么说,['50143'],[],description,1,0,[],,['62172'],[0.5079101920127869],['description']
builder建筑工人英语怎么说,['50143'],[],description,3,1,['50143'],2.0,"['62172', '50143', '85']","[0.5079101920127869, 0.5035292506217957, 0.5031986832618713]","['description', 'description', 'description']"
clourful,['50143'],[],description,1,0,[],,['51388'],[0.542265772819519],['description']
clourful,['50143'],[],description,3,0,[],,"['51388', '60977', '85']","[0.542265772819519, 0.5336275100708008, 0.5323154926300049]","['description', 'description', 'description']"
cosnova,['50143'],[],description,1,0,[],,['60977'],[0.5204528570175171],['description']
cosnova,['50143'],[],description,3,0,[],,"['60977', '51323', '51388']","[0.5204528570175171, 0.5181341171264648, 0.4962347447872162]","['description', 'description', 'description']"
crear,['50143'],[],description,1,0,[],,['60977'],[0.5288374423980713],['description']
crear,['50143'],[],description,3,0,[],,"['60977', '51388', '51323']","[0.5288374423980713, 0.5223278999328613, 0.5165891647338867]","['description', 'description', 'description']"
creo怎么读音,['50143'],[],description,1,0,[],,['51388'],[0.49133986234664917],['description']
creo怎么读音,['50143'],[],description,3,0,[],,"['51388', '52336', '85']","[0.49133986234664917, 0.46501463651657104, 0.4580234885215759]","['description', 'description', 'description']"
cries aloud,['50143'],[],description,1,0,[],,['23'],[0.4549562335014343],['description']
cries aloud,['50143'],[],description,3,0,[],,"['23', '51323', '51377']","[0.4549562335014343, 0.4297567903995514, 0.4261206388473511]","['description', 'description', 'description']"
dis count,['50143'],[],description,1,0,[],,['5671'],[0.5527557730674744],['description']
dis count,['50143'],[],description,3,0,[],,"['5671', '60977', '50192']","[0.5527557730674744, 0.5457305908203125, 0.5158364772796631]","['description', 'description', 'description']"
dogs and people,['50143'],[],description,1,0,[],,['47242'],[0.41992056369781494],['description']
dogs and people,['50143'],[],description,3,0,[],,"['47242', '5671', '60977']","[0.41992056369781494, 0.4100366234779358, 0.40290769934654236]","['description', 'description', 'description']"
eat for,['50143'],[],description,1,0,[],,['47272'],[0.5198639631271362],['description']
