query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
6画的字有哪些,['51382'],[],description,1,0,[],,['51381'],[0.5684266090393066],['description']
6画的字有哪些,['51382'],[],description,3,1,['51382'],2.0,"['51381', '51382', '51380']","[0.5684266090393066, 0.5666747093200684, 0.5380184650421143]","['description', 'description', 'description']"
an 怎么读,['51382'],[],description,1,0,[],,['51388'],[0.5566184520721436],['description']
an 怎么读,['51382'],[],description,3,0,[],,"['51388', '51381', '52524']","[0.5566184520721436, 0.5482001900672913, 0.5461791157722473]","['description', 'description', 'description']"
bian的拼音有哪些字,['51382'],[],description,1,0,[],,['51381'],[0.605099081993103],['description']
bian的拼音有哪些字,['51382'],[],description,3,1,['51382'],3.0,"['51381', '51388', '51382']","[0.605099081993103, 0.6047042012214661, 0.5841637849807739]","['description', 'description', 'description']"
chu的汉字,['51382'],[],description,1,0,[],,['51381'],[0.6350976228713989],['description']
chu的汉字,['51382'],[],description,3,1,['51382'],3.0,"['51381', '51388', '51382']","[0.6350976228713989, 0.5937376022338867, 0.5924288034439087]","['description', 'description', 'description']"
ge拼音的汉字,['51382'],[],description,1,0,[],,['51381'],[0.601152777671814],['description']
ge拼音的汉字,['51382'],[],description,3,1,['51382'],3.0,"['51381', '51388', '51382']","[0.601152777671814, 0.550472617149353, 0.5475651025772095]","['description', 'description', 'description']"
li tou拼音的汉字,['51382'],[],description,1,0,[],,['51381'],[0.6281721591949463],['description']
li tou拼音的汉字,['51382'],[],description,3,1,['51382'],2.0,"['51381', '51382', '51388']","[0.6281721591949463, 0.596060037612915, 0.5731840133666992]","['description', 'description', 'description']"
n的一二三四声调汉字,['51382'],[],description,1,0,[],,['51381'],[0.6245994567871094],['description']
n的一二三四声调汉字,['51382'],[],description,3,1,['51382'],2.0,"['51381', '51382', '51323']","[0.6245994567871094, 0.5965826511383057, 0.572262167930603]","['description', 'description', 'description']"
peng的汉字,['51382'],[],description,1,0,[],,['51388'],[0.6320657134056091],['description']
peng的汉字,['51382'],[],description,3,1,['51382'],3.0,"['51388', '51381', '51382']","[0.6320657134056091, 0.6316169500350952, 0.6062446236610413]","['description', 'description', 'description']"
yi的汉字,['51382'],[],description,1,0,[],,['51381'],[0.6385412216186523],['description']
yi的汉字,['51382'],[],description,3,1,['51382'],3.0,"['51381', '51388', '51382']","[0.6385412216186523, 0.6134874820709229, 0.595523476600647]","['description', 'description', 'description']"
yun的汉字有哪些,['51382'],[],description,1,0,[],,['51381'],[0.616989254951477],['description']
yun的汉字有哪些,['51382'],[],description,3,1,['51382'],2.0,"['51381', '51382', '51388']","[0.616989254951477, 0.5741791725158691, 0.5690517425537109]","['description', 'description', 'description']"
ài,['51382'],[],description,1,0,[],,['51388'],[0.6964805722236633],['description']
ài,['51382'],[],description,3,0,[],,"['51388', '51377', '51323']","[0.6964805722236633, 0.6856744885444641, 0.6558867692947388]","['description', 'description', 'description']"
一个今一个黑念什么,['51382'],[],description,1,0,[],,['51381'],[0.5372322797775269],['description']
一个今一个黑念什么,['51382'],[],description,3,1,['51382'],3.0,"['51381', '51388', '51382']","[0.5372322797775269, 0.5257104635238647, 0.5241994857788086]","['description', 'description', 'description']"
一个单人旁一个失念什么,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.5029895305633545],['description']
一个单人旁一个失念什么,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.5029895305633545, 0.49333739280700684, 0.48501890897750854]","['description', 'description', 'description']"
一个单人旁是什么字,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.5390442609786987],['description']
一个单人旁是什么字,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.5390442609786987, 0.5188102722167969, 0.5075311064720154]","['description', 'description', 'description']"
一个吉字一个页字念什么,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.5328332781791687],['description']
一个吉字一个页字念什么,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.5328332781791687, 0.5273643732070923, 0.513999879360199]","['description', 'description', 'description']"
一个大一个力读什么,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.5301698446273804],['description']
一个大一个力读什么,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51388', '51323']","[0.5301698446273804, 0.5117818713188171, 0.4993831217288971]","['description', 'description', 'description']"
一个宝盖头一个,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.505334734916687],['description']
一个宝盖头一个,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.505334734916687, 0.4923257529735565, 0.47542431950569153]","['description', 'description', 'description']"
一个尸一个九念什么,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.4826950132846832],['description']
一个尸一个九念什么,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.4826950132846832, 0.48076295852661133, 0.4759090542793274]","['description', 'description', 'description']"
一个山字一个乔字念什么,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.49101722240448],['description']
一个山字一个乔字念什么,['51382'],[],description,3,1,['51382'],1.0,"['51382', '51381', '51388']","[0.49101722240448, 0.4886246919631958, 0.45563116669654846]","['description', 'description', 'description']"
一个山已念什么,['51382'],[],description,1,0,[],,['51381'],[0.4908739924430847],['description']
一个山已念什么,['51382'],[],description,3,1,['51382'],2.0,"['51381', '51382', '51388']","[0.4908739924430847, 0.4854751527309418, 0.4582805037498474]","['description', 'description', 'description']"
一个巾一个隹,['51382'],[],description,1,1,['51382'],1.0,['51382'],[0.5427442193031311],['description']
