query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
三峡大学学费,['4551'],[],description,1,0,[],,['39537'],[0.5447204113006592],['description']
三峡大学学费,['4551'],[],description,3,1,['4551'],3.0,"['39537', '52364', '4551']","[0.5447204113006592, 0.480324387550354, 0.47842684388160706]","['description', 'description', 'description']"
上海交大在北京的录取分数线,['4551'],[],description,1,0,[],,['52364'],[0.5848339796066284],['description']
上海交大在北京的录取分数线,['4551'],[],description,3,1,['4551'],3.0,"['52364', '39537', '4551']","[0.5848339796066284, 0.5758228302001953, 0.5735549330711365]","['description', 'description', 'description']"
上海交大多少分能录取,['4551'],[],description,1,0,[],,['52364'],[0.4832536578178406],['description']
上海交大多少分能录取,['4551'],[],description,3,1,['4551'],3.0,"['52364', '39537', '4551']","[0.4832536578178406, 0.45898300409317017, 0.4572509825229645]","['description', 'description', 'description']"
上海交通大学,['4551'],[],description,1,0,[],,['39537'],[0.6328946948051453],['description']
上海交通大学,['4551'],[],description,3,1,['4551'],2.0,"['39537', '4551', '52364']","[0.6328946948051453, 0.6126487255096436, 0.5737103223800659]","['description', 'description', 'description']"
上海师范大学算名校吗,['4551'],[],description,1,0,[],,['39537'],[0.5672987699508667],['description']
上海师范大学算名校吗,['4551'],[],description,3,1,['4551'],2.0,"['39537', '4551', '51129']","[0.5672987699508667, 0.5392515063285828, 0.5224018096923828]","['description', 'description', 'description']"
上饶师范学院2025录取分数线是多少,['4551'],[],description,1,0,[],,['39537'],[0.4522966146469116],['description']
上饶师范学院2025录取分数线是多少,['4551'],[],description,3,1,['4551'],3.0,"['39537', '52364', '4551']","[0.4522966146469116, 0.44463884830474854, 0.4353048503398895]","['description', 'description', 'description']"
东莞理工学院2025年录取分数线,['4551'],[],description,1,0,[],,['39537'],[0.48405686020851135],['description']
东莞理工学院2025年录取分数线,['4551'],[],description,3,1,['4551'],3.0,"['39537', '52364', '4551']","[0.48405686020851135, 0.47925031185150146, 0.46303462982177734]","['description', 'description', 'description']"
中医药科大学,['4551'],[],description,1,0,[],,['39537'],[0.5906416773796082],['description']
中医药科大学,['4551'],[],description,3,1,['4551'],2.0,"['39537', '4551', '51129']","[0.5906416773796082, 0.5395358800888062, 0.5012421607971191]","['description', 'description', 'description']"
中国人民公安大学2025年录取分数线,['4551'],[],description,1,1,['4551'],1.0,['4551'],[0.5356285572052002],['description']
中国人民公安大学2025年录取分数线,['4551'],[],description,3,1,['4551'],1.0,"['4551', '52364', '39537']","[0.5356285572052002, 0.5096737146377563, 0.4981285035610199]","['description', 'description', 'description']"
