query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
101公交车末班车几点,['47272'],[],description,1,0,[],,['47266'],[0.5244876742362976],['description']
101公交车末班车几点,['47272'],[],description,3,0,[],,"['47266', '47198', '47190']","[0.5244876742362976, 0.4972916841506958, 0.4794279932975769]","['description', 'description', 'description']"
106公交车,['47272'],[],description,1,0,[],,['47266'],[0.5697561502456665],['description']
106公交车,['47272'],[],description,3,0,[],,"['47266', '47190', '60874']","[0.5697561502456665, 0.5062902569770813, 0.5031383037567139]","['description', 'description', 'description']"
11号地铁线,['47272'],[],description,1,0,[],,['47266'],[0.6832613945007324],['description']
11号地铁线,['47272'],[],description,3,0,[],,"['47266', '47190', '5012']","[0.6832613945007324, 0.5036692023277283, 0.5017056465148926]","['description', 'description', 'description']"
12号线的详细时间表,['47272'],[],description,1,0,[],,['47266'],[0.6465704441070557],['description']
12号线的详细时间表,['47272'],[],description,3,0,[],,"['47266', '5851', '47190']","[0.6465704441070557, 0.6216790676116943, 0.5600947141647339]","['description', 'description', 'description']"
136路公交车线路,['47272'],[],description,1,0,[],,['47266'],[0.5508226156234741],['description']
136路公交车线路,['47272'],[],description,3,0,[],,"['47266', '60874', '47190']","[0.5508226156234741, 0.4794684648513794, 0.46015045046806335]","['description', 'description', 'description']"
15路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5329814553260803],['description']
15路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5329814553260803, 0.4940643310546875, 0.4662673771381378]","['description', 'description', 'description']"
1号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.6280386447906494],['description']
1号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '46679']","[0.6280386447906494, 0.5106807947158813, 0.4817482829093933]","['description', 'description', 'description']"
21号线地铁全程站点图,['47272'],[],description,1,0,[],,['47266'],[0.5602918863296509],['description']
21号线地铁全程站点图,['47272'],[],description,3,0,[],,"['47266', '5851', '47190']","[0.5602918863296509, 0.44646501541137695, 0.43762892484664917]","['description', 'description', 'description']"
21路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5616117119789124],['description']
21路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5616117119789124, 0.5123096704483032, 0.47572028636932373]","['description', 'description', 'description']"
242路公交车路线图,['47272'],[],description,1,0,[],,['47190'],[0.5271430015563965],['description']
242路公交车路线图,['47272'],[],description,3,0,[],,"['47190', '47266', '47198']","[0.5271430015563965, 0.5174732208251953, 0.4844833016395569]","['description', 'description', 'description']"
250路公交车时间表,['47272'],[],description,1,0,[],,['47266'],[0.5242231488227844],['description']
250路公交车时间表,['47272'],[],description,3,0,[],,"['47266', '47190', '5851']","[0.5242231488227844, 0.5016292333602905, 0.48723989725112915]","['description', 'description', 'description']"
262路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5468237996101379],['description']
262路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5468237996101379, 0.5181456804275513, 0.4906873404979706]","['description', 'description', 'description']"
270公交车的发车时间,['47272'],[],description,1,0,[],,['47266'],[0.518842339515686],['description']
270公交车的发车时间,['47272'],[],description,3,0,[],,"['47266', '47198', '47190']","[0.518842339515686, 0.5096152424812317, 0.49655163288116455]","['description', 'description', 'description']"
279路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5336626768112183],['description']
279路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5336626768112183, 0.48026731610298157, 0.4546436667442322]","['description', 'description', 'description']"
2号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.5898438692092896],['description']
2号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '46679']","[0.5898438692092896, 0.4795028865337372, 0.44853416085243225]","['description', 'description', 'description']"
323路公交车路线图,['47272'],[],description,1,0,[],,['47190'],[0.5159405469894409],['description']
323路公交车路线图,['47272'],[],description,3,0,[],,"['47190', '47266', '47198']","[0.5159405469894409, 0.5060583353042603, 0.4689626097679138]","['description', 'description', 'description']"
33路车全程路线图,['47272'],[],description,1,0,[],,['47190'],[0.5036860704421997],['description']
33路车全程路线图,['47272'],[],description,3,0,[],,"['47190', '47266', '47198']","[0.5036860704421997, 0.4801976978778839, 0.42730849981307983]","['description', 'description', 'description']"
34路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5233466625213623],['description']
34路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5233466625213623, 0.5144582986831665, 0.48789989948272705]","['description', 'description', 'description']"
453路公交车,['47272'],[],description,1,0,[],,['47266'],[0.5660750269889832],['description']
453路公交车,['47272'],[],description,3,0,[],,"['47266', '47190', '60874']","[0.5660750269889832, 0.4971732199192047, 0.4716431200504303]","['description', 'description', 'description']"
48路公交车路线时间表,['47272'],[],description,1,0,[],,['47266'],[0.480324387550354],['description']
48路公交车路线时间表,['47272'],[],description,3,0,[],,"['47266', '47190', '5851']","[0.480324387550354, 0.4604641795158386, 0.4466201961040497]","['description', 'description', 'description']"
505路公交车路线图,['47272'],[],description,1,0,[],,['47190'],[0.5322717428207397],['description']
505路公交车路线图,['47272'],[],description,3,0,[],,"['47190', '47266', '47198']","[0.5322717428207397, 0.5266615748405457, 0.4811144769191742]","['description', 'description', 'description']"
51路公交车路线查询,['47272'],[],description,1,0,[],,['47266'],[0.5627454519271851],['description']
51路公交车路线查询,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5627454519271851, 0.5148870944976807, 0.49514737725257874]","['description', 'description', 'description']"
5号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.5786312818527222],['description']
5号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '46679']","[0.5786312818527222, 0.47392749786376953, 0.4350724220275879]","['description', 'description', 'description']"
5号线地铁线路站点,['47272'],[],description,1,0,[],,['47266'],[0.6425321102142334],['description']
5号线地铁线路站点,['47272'],[],description,3,0,[],,"['47266', '47198', '47190']","[0.6425321102142334, 0.5037555694580078, 0.4754676818847656]","['description', 'description', 'description']"
606路公交车路线图,['47272'],[],description,1,0,[],,['47190'],[0.5422110557556152],['description']
606路公交车路线图,['47272'],[],description,3,0,[],,"['47190', '47266', '47198']","[0.5422110557556152, 0.5362899303436279, 0.4867493212223053]","['description', 'description', 'description']"
616路公交车时间表,['47272'],[],description,1,0,[],,['5851'],[0.5227465629577637],['description']
616路公交车时间表,['47272'],[],description,3,0,[],,"['5851', '47266', '47190']","[0.5227465629577637, 0.5209555625915527, 0.5036704540252686]","['description', 'description', 'description']"
621路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5128726959228516],['description']
621路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5128726959228516, 0.489840030670166, 0.46401041746139526]","['description', 'description', 'description']"
636路公交车实时查询,['47272'],[],description,1,0,[],,['47266'],[0.5624591112136841],['description']
636路公交车实时查询,['47272'],[],description,3,0,[],,"['47266', '60874', '47190']","[0.5624591112136841, 0.5521642565727234, 0.5502396821975708]","['description', 'description', 'description']"
6号线地铁全程站点,['47272'],[],description,1,0,[],,['47266'],[0.5587402582168579],['description']
6号线地铁全程站点,['47272'],[],description,3,0,[],,"['47266', '5851', '47198']","[0.5587402582168579, 0.4881240725517273, 0.4495106041431427]","['description', 'description', 'description']"
6号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.5837452411651611],['description']
6号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '46679']","[0.5837452411651611, 0.48293405771255493, 0.4638393521308899]","['description', 'description', 'description']"
707路公交车时间表,['47272'],[],description,1,0,[],,['47266'],[0.5277256965637207],['description']
707路公交车时间表,['47272'],[],description,3,0,[],,"['47266', '47190', '5851']","[0.5277256965637207, 0.5085116624832153, 0.5017958879470825]","['description', 'description', 'description']"
729路最新时刻表,['47272'],[],description,1,0,[],,['47266'],[0.5195128321647644],['description']
729路最新时刻表,['47272'],[],description,3,0,[],,"['47266', '5851', '47190']","[0.5195128321647644, 0.518110454082489, 0.4761994779109955]","['description', 'description', 'description']"
7号线全程站点,['47272'],[],description,1,0,[],,['47266'],[0.5269923806190491],['description']
7号线全程站点,['47272'],[],description,3,0,[],,"['47266', '5851', '47198']","[0.5269923806190491, 0.49040719866752625, 0.454033225774765]","['description', 'description', 'description']"
7号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.5939235091209412],['description']
7号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '5851']","[0.5939235091209412, 0.4671584665775299, 0.443997859954834]","['description', 'description', 'description']"
7号线地铁首末车时间,['47272'],[],description,1,0,[],,['47266'],[0.6000144481658936],['description']
7号线地铁首末车时间,['47272'],[],description,3,0,[],,"['47266', '5851', '47190']","[0.6000144481658936, 0.5332422852516174, 0.5014516115188599]","['description', 'description', 'description']"
7路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5301190614700317],['description']
7路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5301190614700317, 0.4845609962940216, 0.4552755653858185]","['description', 'description', 'description']"
804路公交车时间表,['47272'],[],description,1,0,[],,['47190'],[0.5269159078598022],['description']
804路公交车时间表,['47272'],[],description,3,0,[],,"['47190', '47266', '5851']","[0.5269159078598022, 0.5160766839981079, 0.5066863894462585]","['description', 'description', 'description']"
808路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5413956642150879],['description']
808路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5413956642150879, 0.5298722386360168, 0.4981123208999634]","['description', 'description', 'description']"
909路公交车路线时间表,['47272'],[],description,1,0,[],,['47266'],[0.5201458930969238],['description']
909路公交车路线时间表,['47272'],[],description,3,0,[],,"['47266', '47190', '60874']","[0.5201458930969238, 0.5029193758964539, 0.4891349971294403]","['description', 'description', 'description']"
k1路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.5277242660522461],['description']
k1路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.5277242660522461, 0.5153741836547852, 0.5031388401985168]","['description', 'description', 'description']"
y43路公交车路线路线时间表,['47272'],[],description,1,0,[],,['47266'],[0.4644489586353302],['description']
y43路公交车路线路线时间表,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.4644489586353302, 0.458416223526001, 0.4043716788291931]","['description', 'description', 'description']"
三门峡23路公交车实时查询,['47272'],[],description,1,0,[],,['47266'],[0.44015946984291077],['description']
三门峡23路公交车实时查询,['47272'],[],description,3,0,[],,"['47266', '60874', '47198']","[0.44015946984291077, 0.4316025376319885, 0.42639049887657166]","['description', 'description', 'description']"
上海15号地铁线的线路图,['47272'],[],description,1,0,[],,['47266'],[0.5872949361801147],['description']
上海15号地铁线的线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '5851']","[0.5872949361801147, 0.46587181091308594, 0.45648157596588135]","['description', 'description', 'description']"
上海公交819路线路图,['47272'],[],description,1,0,[],,['47266'],[0.4284664988517761],['description']
上海公交819路线路图,['47272'],[],description,3,0,[],,"['47266', '5851', '47190']","[0.4284664988517761, 0.38100767135620117, 0.3795315623283386]","['description', 'description', 'description']"
东莞市74路公交车路线,['47272'],[],description,1,0,[],,['47266'],[0.3954441249370575],['description']
东莞市74路公交车路线,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.3954441249370575, 0.3824482262134552, 0.37991511821746826]","['description', 'description', 'description']"
佛山3号线地铁线路图,['47272'],[],description,1,0,[],,['47266'],[0.48215043544769287],['description']
佛山3号线地铁线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '50159']","[0.48215043544769287, 0.392069935798645, 0.38437145948410034]","['description', 'description', 'description']"
佛山地铁2号线,['47272'],[],description,1,0,[],,['47266'],[0.5633628368377686],['description']
佛山地铁2号线,['47272'],[],description,3,0,[],,"['47266', '47198', '47190']","[0.5633628368377686, 0.44728145003318787, 0.4471578896045685]","['description', 'description', 'description']"
公交车301路线路图,['47272'],[],description,1,0,[],,['47266'],[0.49184179306030273],['description']
公交车301路线路图,['47272'],[],description,3,0,[],,"['47266', '47190', '47198']","[0.49184179306030273, 0.4609047770500183, 0.4271714687347412]","['description', 'description', 'description']"
兰州168路公交车路线查询表,['47272'],[],description,1,0,[],,['47266'],[0.4841234087944031],['description']
