query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
三江大学,['5550'],[],description,1,0,[],,['39537'],[0.6751759648323059],['description']
三江大学,['5550'],[],description,3,0,[],,"['39537', '4551', '52364']","[0.6751759648323059, 0.6042715311050415, 0.572982668876648]","['description', 'description', 'description']"
上海师范大学算名校吗,['5550'],[],description,1,0,[],,['39537'],[0.5672987699508667],['description']
上海师范大学算名校吗,['5550'],[],description,3,0,[],,"['39537', '4551', '51129']","[0.5672987699508667, 0.5392515063285828, 0.5224018096923828]","['description', 'description', 'description']"
上海诲事大学,['5550'],[],description,1,0,[],,['39537'],[0.6279081702232361],['description']
上海诲事大学,['5550'],[],description,3,0,[],,"['39537', '4551', '52364']","[0.6279081702232361, 0.5965070724487305, 0.5513982772827148]","['description', 'description', 'description']"
中国人民大学全国排名第几,['5550'],[],description,1,0,[],,['51129'],[0.6431885957717896],['description']
中国人民大学全国排名第几,['5550'],[],description,3,0,[],,"['51129', '4551', '39537']","[0.6431885957717896, 0.5949487090110779, 0.5238155722618103]","['description', 'description', 'description']"
中国公安大学,['5550'],[],description,1,0,[],,['39537'],[0.5661770105361938],['description']
中国公安大学,['5550'],[],description,3,0,[],,"['39537', '4551', '51129']","[0.5661770105361938, 0.5537128448486328, 0.4977441132068634]","['description', 'description', 'description']"
中国戏曲排名一览表,['5550'],[],description,1,0,[],,['51129'],[0.41085904836654663],['description']
中国戏曲排名一览表,['5550'],[],description,3,0,[],,"['51129', '4551', '5179']","[0.41085904836654663, 0.4001772403717041, 0.35861408710479736]","['description', 'description', 'description']"
中国美术大学,['5550'],[],description,1,0,[],,['39537'],[0.5951770544052124],['description']
中国美术大学,['5550'],[],description,3,0,[],,"['39537', '4551', '51129']","[0.5951770544052124, 0.5675086975097656, 0.5216072201728821]","['description', 'description', 'description']"
中央民族大学排名,['5550'],[],description,1,0,[],,['51129'],[0.625571608543396],['description']
中央民族大学排名,['5550'],[],description,3,0,[],,"['51129', '4551', '39537']","[0.625571608543396, 0.6156845092773438, 0.5363785624504089]","['description', 'description', 'description']"
中科大在全国的排名,['5550'],[],description,1,0,[],,['51129'],[0.6572045683860779],['description']
中科大在全国的排名,['5550'],[],description,3,0,[],,"['51129', '4551', '39537']","[0.6572045683860779, 0.6437234878540039, 0.5865408778190613]","['description', 'description', 'description']"
云南昆明学院,['5550'],[],description,1,0,[],,['39537'],[0.6365876197814941],['description']
云南昆明学院,['5550'],[],description,3,0,[],,"['39537', '4551', '51129']","[0.6365876197814941, 0.5397310256958008, 0.5269293785095215]","['description', 'description', 'description']"
兰州大学排名,['5550'],[],description,1,0,[],,['51129'],[0.623106062412262],['description']
