query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
ai智能体培训,['5917'],[],description,1,0,[],,['60293'],[0.5534294843673706],['description']
ai智能体培训,['5917'],[],description,3,1,['5917'],2.0,"['60293', '5917', '60977']","[0.5534294843673706, 0.4945283532142639, 0.4889746308326721]","['description', 'description', 'description']"
python零基础入门教程,['5917'],[],description,1,0,[],,['51388'],[0.3963660001754761],['description']
python零基础入门教程,['5917'],[],description,3,0,[],,"['51388', '52524', '267']","[0.3963660001754761, 0.39053580164909363, 0.3891197741031647]","['description', 'description', 'description']"
一建,['5917'],[],description,1,0,[],,['60293'],[0.6046695709228516],['description']
一建,['5917'],[],description,3,0,[],,"['60293', '51388', '51323']","[0.6046695709228516, 0.5458054542541504, 0.5452725291252136]","['description', 'description', 'description']"
万通汽车学校,['5917'],[],description,1,0,[],,['39537'],[0.5162649154663086],['description']
万通汽车学校,['5917'],[],description,3,1,['5917'],3.0,"['39537', '5819', '5917']","[0.5162649154663086, 0.45442497730255127, 0.45149165391921997]","['description', 'description', 'description']"
上海学驾照,['5917'],[],description,1,1,['5917'],1.0,['5917'],[0.4695046544075012],['description']
上海学驾照,['5917'],[],description,3,1,['5917'],1.0,"['5917', '60293', '47190']","[0.4695046544075012, 0.4557781219482422, 0.43066972494125366]","['description', 'description', 'description']"
上海振顺律师事务所,['5917'],[],description,1,0,[],,['51474'],[0.5792114734649658],['description']
上海振顺律师事务所,['5917'],[],description,3,0,[],,"['51474', '47198', '28128']","[0.5792114734649658, 0.45204558968544006, 0.4344887137413025]","['description', 'description', 'description']"
上海有哪些培训护工的机构,['5917'],[],description,1,1,['5917'],1.0,['5917'],[0.4335366487503052],['description']
上海有哪些培训护工的机构,['5917'],[],description,3,1,['5917'],1.0,"['5917', '39537', '60293']","[0.4335366487503052, 0.4195069670677185, 0.41362231969833374]","['description', 'description', 'description']"
专升本培训费用一般多少钱,['5917'],[],description,1,0,[],,['60293'],[0.4491809010505676],['description']
专升本培训费用一般多少钱,['5917'],[],description,3,0,[],,"['60293', '39537', '60338']","[0.4491809010505676, 0.44291114807128906, 0.43390583992004395]","['description', 'description', 'description']"
专升本机构,['5917'],[],description,1,0,[],,['5273'],[0.5201941728591919],['description']
专升本机构,['5917'],[],description,3,1,['5917'],3.0,"['5273', '39537', '5917']","[0.5201941728591919, 0.5183927416801453, 0.4948526620864868]","['description', 'description', 'description']"
东方时尚驾校,['5917'],[],description,1,1,['5917'],1.0,['5917'],[0.42043018341064453],['description']
东方时尚驾校,['5917'],[],description,3,1,['5917'],1.0,"['5917', '60293', '39537']","[0.42043018341064453, 0.41815823316574097, 0.40086686611175537]","['description', 'description', 'description']"
中介留学,['5917'],[],description,1,1,['5917'],1.0,['5917'],[0.6061418056488037],['description']
中介留学,['5917'],[],description,3,1,['5917'],1.0,"['5917', '5273', '39537']","[0.6061418056488037, 0.5236005187034607, 0.5162757635116577]","['description', 'description', 'description']"
会计资格考试,['5917'],[],description,1,0,[],,['60293'],[0.6310091614723206],['description']
会计资格考试,['5917'],[],description,3,0,[],,"['60293', '51323', '51388']","[0.6310091614723206, 0.4689173698425293, 0.4562402069568634]","['description', 'description', 'description']"
兰州复读学校,['5917'],[],description,1,0,[],,['39537'],[0.4396297335624695],['description']
兰州复读学校,['5917'],[],description,3,1,['5917'],2.0,"['39537', '5917', '52364']","[0.4396297335624695, 0.4365103840827942, 0.3769005537033081]","['description', 'description', 'description']"
减肥训练营,['5917'],[],description,1,0,[],,['5671'],[0.388109028339386],['description']
减肥训练营,['5917'],[],description,3,0,[],,"['5671', '47272', '5550']","[0.388109028339386, 0.37887871265411377, 0.3695864677429199]","['description', 'description', 'description']"
剑桥英语成都班费用概览,['5917'],[],description,1,1,['5917'],1.0,['5917'],[0.5359636545181274],['description']
