query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
",谍战小说",['5144'],[],description,1,0,[],,['5143'],[0.526228666305542],['description']
",谍战小说",['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '267']","[0.526228666305542, 0.45673489570617676, 0.4190198481082916]","['description', 'description', 'description']"
1v1的小说,['5144'],[],description,1,0,[],,['5143'],[0.5153306722640991],['description']
1v1的小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '60977']","[0.5153306722640991, 0.4747213125228882, 0.4035544991493225]","['description', 'description', 'description']"
2026玄幻小说排行榜,['5144'],[],description,1,0,[],,['5143'],[0.5862249135971069],['description']
2026玄幻小说排行榜,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '51323']","[0.5862249135971069, 0.4630950093269348, 0.373836874961853]","['description', 'description', 'description']"
三国小说,['5144'],[],description,1,0,[],,['5143'],[0.4857032895088196],['description']
三国小说,['5144'],[],description,3,1,['5144'],3.0,"['5143', '52524', '5144']","[0.4857032895088196, 0.4323364496231079, 0.417538046836853]","['description', 'description', 'description']"
世界上的侦探类小说,['5144'],[],description,1,0,[],,['5143'],[0.49245697259902954],['description']
世界上的侦探类小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '51712']","[0.49245697259902954, 0.4276629686355591, 0.3641187250614166]","['description', 'description', 'description']"
丧尸小说,['5144'],[],description,1,0,[],,['5143'],[0.44767671823501587],['description']
丧尸小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.44767671823501587, 0.37786734104156494, 0.3267291188240051]","['description', 'description', 'description']"
乡村小说大全,['5144'],[],description,1,0,[],,['5143'],[0.47391778230667114],['description']
乡村小说大全,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.47391778230667114, 0.42683449387550354, 0.36595478653907776]","['description', 'description', 'description']"
伦理小说,['5144'],[],description,1,0,[],,['5143'],[0.4934500753879547],['description']
伦理小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.4934500753879547, 0.4296811819076538, 0.42770469188690186]","['description', 'description', 'description']"
体育小说,['5144'],[],description,1,0,[],,['5143'],[0.542084813117981],['description']
体育小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.542084813117981, 0.4669632613658905, 0.405996710062027]","['description', 'description', 'description']"
修仙小说推荐,['5144'],[],description,1,0,[],,['5143'],[0.5212109088897705],['description']
修仙小说推荐,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '51474']","[0.5212109088897705, 0.4566206932067871, 0.3884696364402771]","['description', 'description', 'description']"
免賛小说,['5144'],[],description,1,0,[],,['5143'],[0.5997474193572998],['description']
免賛小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.5997474193572998, 0.5153282284736633, 0.47967055439949036]","['description', 'description', 'description']"
免费小说小说,['5144'],[],description,1,0,[],,['5143'],[0.6136742830276489],['description']
免费小说小说,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '52524']","[0.6136742830276489, 0.49961453676223755, 0.46055418252944946]","['description', 'description', 'description']"
军事小说排行榜前十名完结篇有哪些,['5144'],[],description,1,0,[],,['5143'],[0.5782449245452881],['description']
军事小说排行榜前十名完结篇有哪些,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '4551']","[0.5782449245452881, 0.49057576060295105, 0.4135301411151886]","['description', 'description', 'description']"
军婚小说推荐,['5144'],[],description,1,0,[],,['5143'],[0.4430958032608032],['description']
军婚小说推荐,['5144'],[],description,3,1,['5144'],2.0,"['5143', '5144', '4551']","[0.4430958032608032, 0.40898045897483826, 0.34499794244766235]","['description', 'description', 'description']"
