query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
七夕节的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5651936531066895],['description']
七夕节的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5651936531066895, 0.5190023183822632, 0.4729567766189575]","['description', 'description', 'description']"
不的诗句,['51380'],[],description,1,0,[],,['51379'],[0.6179423332214355],['description']
不的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.6179423332214355, 0.5965380072593689, 0.5615488290786743]","['description', 'description', 'description']"
两的诗句,['51380'],[],description,1,0,[],,['51379'],[0.6737178564071655],['description']
两的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.6737178564071655, 0.6188266277313232, 0.5680749416351318]","['description', 'description', 'description']"
人生感悟的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5212544202804565],['description']
人生感悟的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5212544202804565, 0.5196787118911743, 0.4815508723258972]","['description', 'description', 'description']"
侧开头的诗句,['51380'],[],description,1,0,[],,['51379'],[0.7011356353759766],['description']
侧开头的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.7011356353759766, 0.4961690902709961, 0.4655601978302002]","['description', 'description', 'description']"
六个字的绝美诗句,['51380'],[],description,1,0,[],,['51379'],[0.5565130114555359],['description']
六个字的绝美诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5565130114555359, 0.4750852882862091, 0.4481539726257324]","['description', 'description', 'description']"
关于健康的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5577127933502197],['description']
关于健康的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5577127933502197, 0.5400593876838684, 0.4911350607872009]","['description', 'description', 'description']"
关于南京的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5467566251754761],['description']
关于南京的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51376']","[0.5467566251754761, 0.5236763954162598, 0.4757269322872162]","['description', 'description', 'description']"
关于垂钓的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5520777106285095],['description']
关于垂钓的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51376']","[0.5520777106285095, 0.5052043199539185, 0.4634299874305725]","['description', 'description', 'description']"
关于蝉的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5196696519851685],['description']
关于蝉的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5196696519851685, 0.5078539848327637, 0.498285174369812]","['description', 'description', 'description']"
关于雨的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5712077617645264],['description']
关于雨的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5712077617645264, 0.5475304126739502, 0.49608421325683594]","['description', 'description', 'description']"
关于雪的诗句,['51380'],[],description,1,0,[],,['51379'],[0.542587161064148],['description']
关于雪的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.542587161064148, 0.5311797857284546, 0.4774368405342102]","['description', 'description', 'description']"
写春天的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5567891001701355],['description']
写春天的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5567891001701355, 0.5117868185043335, 0.46630191802978516]","['description', 'description', 'description']"
写荷的古诗句有哪些,['51380'],[],description,1,0,[],,['51379'],[0.5505201816558838],['description']
写荷的古诗句有哪些,['51380'],[],description,3,0,[],,"['51379', '51378', '51376']","[0.5505201816558838, 0.5315479040145874, 0.4936191439628601]","['description', 'description', 'description']"
冬天的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5758331418037415],['description']
冬天的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5758331418037415, 0.5623128414154053, 0.52118319272995]","['description', 'description', 'description']"
别离的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5597460269927979],['description']
别离的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51376']","[0.5597460269927979, 0.5540091395378113, 0.5101524591445923]","['description', 'description', 'description']"
剑的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5963234305381775],['description']
剑的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5963234305381775, 0.5388823747634888, 0.4912373423576355]","['description', 'description', 'description']"
励志的诗句,['51380'],[],description,1,0,[],,['51379'],[0.5457607507705688],['description']
励志的诗句,['51380'],[],description,3,0,[],,"['51379', '51378', '51377']","[0.5457607507705688, 0.5318377614021301, 0.48149746656417847]","['description', 'description', 'description']"
友情的诗句有哪些,['51380'],[],description,1,0,[],,['51379'],[0.5524480938911438],['description']
