query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
3060显卡,['60338'],[],description,1,0,[],,['60977'],[0.4754938781261444],['description']
3060显卡,['60338'],[],description,3,0,[],,"['60977', '5550', '5778']","[0.4754938781261444, 0.46968239545822144, 0.44600024819374084]","['description', 'description', 'description']"
dyson官网,['60338'],[],description,1,0,[],,['5881'],[0.5151308178901672],['description']
dyson官网,['60338'],[],description,3,0,[],,"['5881', '60977', '5271']","[0.5151308178901672, 0.49027445912361145, 0.47521355748176575]","['description', 'description', 'description']"
gazpacho,['60338'],[],description,1,0,[],,['51323'],[0.4702330231666565],['description']
gazpacho,['60338'],[],description,3,0,[],,"['51323', '47272', '51377']","[0.4702330231666565, 0.46393054723739624, 0.45236068964004517]","['description', 'description', 'description']"
i5-13400f,['60338'],[],description,1,0,[],,['60977'],[0.52815842628479],['description']
i5-13400f,['60338'],[],description,3,0,[],,"['60977', '51044', '51388']","[0.52815842628479, 0.46701279282569885, 0.44952529668807983]","['description', 'description', 'description']"
ipad pro,['60338'],[],description,1,0,[],,['60977'],[0.5520567893981934],['description']
ipad pro,['60338'],[],description,3,0,[],,"['60977', '51388', '85']","[0.5520567893981934, 0.4732707738876343, 0.4617103934288025]","['description', 'description', 'description']"
kita,['60338'],[],description,1,0,[],,['51323'],[0.5923899412155151],['description']
kita,['60338'],[],description,3,0,[],,"['51323', '51388', '23']","[0.5923899412155151, 0.586797833442688, 0.5817172527313232]","['description', 'description', 'description']"
oppo,['60338'],[],description,1,0,[],,['60977'],[0.5952122211456299],['description']
oppo,['60338'],[],description,3,0,[],,"['60977', '51388', '60540']","[0.5952122211456299, 0.49527251720428467, 0.48968440294265747]","['description', 'description', 'description']"
reno8pro,['60338'],[],description,1,0,[],,['60977'],[0.5423152446746826],['description']
reno8pro,['60338'],[],description,3,0,[],,"['60977', '60540', '5271']","[0.5423152446746826, 0.45585277676582336, 0.4457027316093445]","['description', 'description', 'description']"
sansui音响多少钱,['60338'],[],description,1,0,[],,['5881'],[0.46615341305732727],['description']
sansui音响多少钱,['60338'],[],description,3,1,['60338'],2.0,"['5881', '60338', '60540']","[0.46615341305732727, 0.43574368953704834, 0.42732590436935425]","['description', 'description', 'description']"
vivo y500 pro,['60338'],[],description,1,0,[],,['60977'],[0.541721761226654],['description']
vivo y500 pro,['60338'],[],description,3,0,[],,"['60977', '5271', '51388']","[0.541721761226654, 0.506591260433197, 0.4767404794692993]","['description', 'description', 'description']"
x7手机,['60338'],[],description,1,0,[],,['60540'],[0.5077835917472839],['description']
x7手机,['60338'],[],description,3,1,['60338'],2.0,"['60540', '60338', '60977']","[0.5077835917472839, 0.47482672333717346, 0.4731138348579407]","['description', 'description', 'description']"
xbox xsx,['60338'],[],description,1,0,[],,['60977'],[0.5048508644104004],['description']
xbox xsx,['60338'],[],description,3,0,[],,"['60977', '4526', '51323']","[0.5048508644104004, 0.43933674693107605, 0.43606042861938477]","['description', 'description', 'description']"
三星s26,['60338'],[],description,1,0,[],,['60540'],[0.4608604907989502],['description']
三星s26,['60338'],[],description,3,0,[],,"['60540', '60977', '51323']","[0.4608604907989502, 0.454279363155365, 0.40964511036872864]","['description', 'description', 'description']"
三鹿,['60338'],[],description,1,0,[],,['5881'],[0.47429540753364563],['description']
三鹿,['60338'],[],description,3,0,[],,"['5881', '47272', '60977']","[0.47429540753364563, 0.46792617440223694, 0.4640907645225525]","['description', 'description', 'description']"
不锈钢价格,['60338'],[],description,1,0,[],,['51590'],[0.5696694254875183],['description']
不锈钢价格,['60338'],[],description,3,0,[],,"['51590', '51088', '51255']","[0.5696694254875183, 0.5224525332450867, 0.5119723081588745]","['description', 'description', 'description']"
东方树叶多少钱一瓶,['60338'],[],description,1,0,[],,['61800'],[0.42314761877059937],['description']
东方树叶多少钱一瓶,['60338'],[],description,3,1,['60338'],3.0,"['61800', '5544', '60338']","[0.42314761877059937, 0.4117143750190735, 0.39549294114112854]","['description', 'description', 'description']"
丝袜,['60338'],[],description,1,0,[],,['51377'],[0.4454892575740814],['description']
丝袜,['60338'],[],description,3,0,[],,"['51377', '60977', '51388']","[0.4454892575740814, 0.43098193407058716, 0.4268697202205658]","['description', 'description', 'description']"
九阳豆浆机价格,['60338'],[],description,1,0,[],,['5881'],[0.37845200300216675],['description']
九阳豆浆机价格,['60338'],[],description,3,1,['60338'],3.0,"['5881', '5544', '60338']","[0.37845200300216675, 0.3716451823711395, 0.369878888130188]","['description', 'description', 'description']"
书桌,['60338'],[],description,1,0,[],,['267'],[0.4859326481819153],['description']
书桌,['60338'],[],description,3,0,[],,"['267', '51388', '51712']","[0.4859326481819153, 0.46985483169555664, 0.4682110548019409]","['description', 'description', 'description']"
人参多少钱一斤,['60338'],[],description,1,0,[],,['51590'],[0.4971335530281067],['description']
人参多少钱一斤,['60338'],[],description,3,1,['60338'],2.0,"['51590', '60338', '61800']","[0.4971335530281067, 0.48657017946243286, 0.46557724475860596]","['description', 'description', 'description']"
佳能相机,['60338'],[],description,1,0,[],,['5881'],[0.4772390127182007],['description']
佳能相机,['60338'],[],description,3,0,[],,"['5881', '60977', '5544']","[0.4772390127182007, 0.4545825123786926, 0.4312276244163513]","['description', 'description', 'description']"
克罗心,['60338'],[],description,1,0,[],,['5881'],[0.48403459787368774],['description']
克罗心,['60338'],[],description,3,0,[],,"['5881', '60977', '5882']","[0.48403459787368774, 0.44585007429122925, 0.43192893266677856]","['description', 'description', 'description']"
内衣内衣,['60338'],[],description,1,0,[],,['60977'],[0.45387160778045654],['description']
内衣内衣,['60338'],[],description,3,0,[],,"['60977', '51388', '51377']","[0.45387160778045654, 0.4155786633491516, 0.40782424807548523]","['description', 'description', 'description']"
冰格,['60338'],[],description,1,0,[],,['51323'],[0.49027788639068604],['description']
冰格,['60338'],[],description,3,0,[],,"['51323', '5601', '47272']","[0.49027788639068604, 0.4565630257129669, 0.45557326078414917]","['description', 'description', 'description']"
凉席垫子,['60338'],[],description,1,1,['60338'],1.0,['60338'],[0.2706413269042969],['description']
凉席垫子,['60338'],[],description,3,1,['60338'],1.0,"['60338', '47272', '51387']","[0.2706413269042969, 0.2498427927494049, 0.23866231739521027]","['description', 'description', 'description']"
劳力士官网,['60338'],[],description,1,0,[],,['51590'],[0.445884644985199],['description']
劳力士官网,['60338'],[],description,3,0,[],,"['51590', '5012', '60977']","[0.445884644985199, 0.42667776346206665, 0.4216255843639374]","['description', 'description', 'description']"
包包多少钱,['60338'],[],description,1,1,['60338'],1.0,['60338'],[0.6251239776611328],['description']
包包多少钱,['60338'],[],description,3,1,['60338'],1.0,"['60338', '60540', '60977']","[0.6251239776611328, 0.5725091695785522, 0.5436633825302124]","['description', 'description', 'description']"
华为mate60pro,['60338'],[],description,1,0,[],,['60540'],[0.49393969774246216],['description']
华为mate60pro,['60338'],[],description,3,0,[],,"['60540', '60977', '47198']","[0.49393969774246216, 0.46403855085372925, 0.43506157398223877]","['description', 'description', 'description']"
华为平板,['60338'],[],description,1,0,[],,['60540'],[0.42499226331710815],['description']
华为平板,['60338'],[],description,3,0,[],,"['60540', '60977', '47272']","[0.42499226331710815, 0.42136478424072266, 0.3994585871696472]","['description', 'description', 'description']"
卫浴品牌,['60338'],[],description,1,0,[],,['5881'],[0.5524630546569824],['description']
卫浴品牌,['60338'],[],description,3,0,[],,"['5881', '5882', '60977']","[0.5524630546569824, 0.4515942931175232, 0.43728774785995483]","['description', 'description', 'description']"
名表价格,['60338'],[],description,1,0,[],,['51590'],[0.5887798070907593],['description']
名表价格,['60338'],[],description,3,1,['60338'],2.0,"['51590', '60338', '60540']","[0.5887798070907593, 0.56727135181427, 0.5333700776100159]","['description', 'description', 'description']"
咖啡,['60338'],[],description,1,0,[],,['47272'],[0.4796539843082428],['description']
咖啡,['60338'],[],description,3,0,[],,"['47272', '5544', '60977']","[0.4796539843082428, 0.4542023539543152, 0.4495423436164856]","['description', 'description', 'description']"
大米价格,['60338'],[],description,1,0,[],,['51590'],[0.5387852191925049],['description']
