query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
"my story, your song",['51323'],[],description,1,0,[],,['62206'],[0.5954527258872986],['description']
"my story, your song",['51323'],[],description,3,0,[],,"['62206', '8470', '62248']","[0.5954527258872986, 0.5954527258872986, 0.5952968001365662]","['description', 'description', 'description']"
《人说山西好风光》原唱,['51323'],[],description,1,0,[],,['50393'],[0.344218373298645],['description']
《人说山西好风光》原唱,['51323'],[],description,3,0,[],,"['50393', '51376', '62248']","[0.344218373298645, 0.3414006233215332, 0.3409571349620819]","['description', 'description', 'description']"
《你如何爱我》原唱,['51323'],[],description,1,0,[],,['50393'],[0.3787205219268799],['description']
《你如何爱我》原唱,['51323'],[],description,3,0,[],,"['50393', '5179', '62248']","[0.3787205219268799, 0.37628602981567383, 0.37546372413635254]","['description', 'description', 'description']"
《原来你也在这里》,['51323'],[],description,1,0,[],,['51376'],[0.39384979009628296],['description']
《原来你也在这里》,['51323'],[],description,3,0,[],,"['51376', '5179', '51378']","[0.39384979009628296, 0.3890131711959839, 0.3769139051437378]","['description', 'description', 'description']"
《我在梦中遇见你》原唱,['51323'],[],description,1,0,[],,['5179'],[0.3572704792022705],['description']
《我在梦中遇见你》原唱,['51323'],[],description,3,0,[],,"['5179', '62248', '51376']","[0.3572704792022705, 0.3564940094947815, 0.33703380823135376]","['description', 'description', 'description']"
《我放不下对你的思念》原唱,['51323'],[],description,1,0,[],,['62248'],[0.34674733877182007],['description']
《我放不下对你的思念》原唱,['51323'],[],description,3,0,[],,"['62248', '5179', '50393']","[0.34674733877182007, 0.34505900740623474, 0.33425796031951904]","['description', 'description', 'description']"
《格斗之王是雷欧》歌曲,['51323'],[],description,1,0,[],,['52523'],[0.37501025199890137],['description']
《格斗之王是雷欧》歌曲,['51323'],[],description,3,0,[],,"['52523', '62248', '5179']","[0.37501025199890137, 0.35196080803871155, 0.3405398428440094]","['description', 'description', 'description']"
《虞美人》李煜歌曲,['51323'],[],description,1,0,[],,['50393'],[0.4328767657279968],['description']
《虞美人》李煜歌曲,['51323'],[],description,3,0,[],,"['50393', '5179', '62248']","[0.4328767657279968, 0.43211477994918823, 0.4315788447856903]","['description', 'description', 'description']"
一个人眺望碧海和蓝天主题曲,['51323'],[],description,1,0,[],,['51378'],[0.2906638979911804],['description']
一个人眺望碧海和蓝天主题曲,['51323'],[],description,3,0,[],,"['51378', '51275', '62248']","[0.2906638979911804, 0.2886856496334076, 0.286803662776947]","['description', 'description', 'description']"
一只快乐的小跳蛙,['51323'],[],description,1,0,[],,['62248'],[0.3697880506515503],['description']
