query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
100万左右的商务车,['5271'],[],description,1,0,[],,['50760'],[0.5929864048957825],['description']
100万左右的商务车,['5271'],[],description,3,1,['5271'],3.0,"['50760', '50574', '5271']","[0.5929864048957825, 0.5273220539093018, 0.5257236957550049]","['description', 'description', 'description']"
10万以内的燃油自动挡车型,['5271'],[],description,1,0,[],,['50760'],[0.6079824566841125],['description']
10万以内的燃油自动挡车型,['5271'],[],description,3,1,['5271'],3.0,"['50760', '50574', '5271']","[0.6079824566841125, 0.517650842666626, 0.49918240308761597]","['description', 'description', 'description']"
10万左右的suv,['5271'],[],description,1,0,[],,['50760'],[0.5817028880119324],['description']
10万左右的suv,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.5817028880119324, 0.5049458146095276, 0.46050864458084106]","['description', 'description', 'description']"
10万左右的油电混合车有哪些,['5271'],[],description,1,0,[],,['50760'],[0.586022138595581],['description']
10万左右的油电混合车有哪些,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.586022138595581, 0.540199875831604, 0.5200667977333069]","['description', 'description', 'description']"
10万左右的电车,['5271'],[],description,1,0,[],,['50760'],[0.5960454940795898],['description']
10万左右的电车,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.5960454940795898, 0.5531729459762573, 0.5256778001785278]","['description', 'description', 'description']"
15到20万左右的suv车推荐,['5271'],[],description,1,0,[],,['50760'],[0.6493144035339355],['description']
15到20万左右的suv车推荐,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.6493144035339355, 0.506248414516449, 0.48919302225112915]","['description', 'description', 'description']"
2026年新款车,['5271'],[],description,1,0,[],,['50760'],[0.5309771299362183],['description']
2026年新款车,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '5819']","[0.5309771299362183, 0.4909518361091614, 0.4877951443195343]","['description', 'description', 'description']"
20万左右买什么车,['5271'],[],description,1,0,[],,['50760'],[0.726604700088501],['description']
20万左右买什么车,['5271'],[],description,3,1,['5271'],3.0,"['50760', '50574', '5271']","[0.726604700088501, 0.5427116751670837, 0.5230076909065247]","['description', 'description', 'description']"
30万左右的suv哪款好,['5271'],[],description,1,0,[],,['50760'],[0.5816546678543091],['description']
30万左右的suv哪款好,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.5816546678543091, 0.49608296155929565, 0.4924977719783783]","['description', 'description', 'description']"
5万左右的新能源汽车,['5271'],[],description,1,0,[],,['50760'],[0.5778321623802185],['description']
5万左右的新能源汽车,['5271'],[],description,3,1,['5271'],3.0,"['50760', '50574', '5271']","[0.5778321623802185, 0.5201107263565063, 0.5150116086006165]","['description', 'description', 'description']"
5万左右的车,['5271'],[],description,1,0,[],,['50760'],[0.6744008660316467],['description']
5万左右的车,['5271'],[],description,3,1,['5271'],2.0,"['50760', '5271', '50574']","[0.6744008660316467, 0.549909234046936, 0.5451390743255615]","['description', 'description', 'description']"
