query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
2026年第一天,['62206'],[],description,1,0,[],,['5601'],[0.5433214902877808],['description']
2026年第一天,['62206'],[],description,3,0,[],,"['5601', '51323', '61111']","[0.5433214902877808, 0.5284616947174072, 0.49962693452835083]","['description', 'description', 'description']"
always 歌曲,['62206'],[],description,1,0,[],,['62248'],[0.6022233963012695],['description']
always 歌曲,['62206'],[],description,3,0,[],,"['62248', '5179', '50393']","[0.6022233963012695, 0.5933871269226074, 0.5730530023574829]","['description', 'description', 'description']"
cake歌曲,['62206'],[],description,1,0,[],,['5179'],[0.5157885551452637],['description']
cake歌曲,['62206'],[],description,3,0,[],,"['5179', '62248', '50393']","[0.5157885551452637, 0.5121897459030151, 0.4939231276512146]","['description', 'description', 'description']"
dress up,['62206'],[],description,1,0,[],,['60977'],[0.49617403745651245],['description']
dress up,['62206'],[],description,3,0,[],,"['60977', '51388', '51323']","[0.49617403745651245, 0.47467711567878723, 0.4631335437297821]","['description', 'description', 'description']"
gogirl歌曲,['62206'],[],description,1,0,[],,['62248'],[0.46628251671791077],['description']
gogirl歌曲,['62206'],[],description,3,0,[],,"['62248', '50393', '5179']","[0.46628251671791077, 0.43928080797195435, 0.43522003293037415]","['description', 'description', 'description']"
holiday.,['62206'],[],description,1,0,[],,['5601'],[0.6498068571090698],['description']
holiday.,['62206'],[],description,3,0,[],,"['5601', '5671', '62497']","[0.6498068571090698, 0.587334156036377, 0.5601130723953247]","['description', 'description', 'description']"
in the dark,['62206'],[],description,1,0,[],,['51377'],[0.442727267742157],['description']
in the dark,['62206'],[],description,3,0,[],,"['51377', '5671', '5601']","[0.442727267742157, 0.4410322606563568, 0.43978482484817505]","['description', 'description', 'description']"
plague,['62206'],[],description,1,0,[],,['51388'],[0.42987388372421265],['description']
plague,['62206'],[],description,3,0,[],,"['51388', '51323', '5601']","[0.42987388372421265, 0.4235111176967621, 0.42337748408317566]","['description', 'description', 'description']"
q2002,['62206'],[],description,1,0,[],,['51323'],[0.5204898715019226],['description']
q2002,['62206'],[],description,3,0,[],,"['51323', '60977', '60293']","[0.5204898715019226, 0.5014519691467285, 0.4937916100025177]","['description', 'description', 'description']"
sexy,['62206'],[],description,1,0,[],,['51388'],[0.452837198972702],['description']
sexy,['62206'],[],description,3,0,[],,"['51388', '85', '62172']","[0.452837198972702, 0.4450424909591675, 0.4438386559486389]","['description', 'description', 'description']"
take care,['62206'],[],description,1,0,[],,['51377'],[0.4898693561553955],['description']
take care,['62206'],[],description,3,0,[],,"['51377', '85', '23']","[0.4898693561553955, 0.4867169260978699, 0.4794926047325134]","['description', 'description', 'description']"
the forest of love,['62206'],[],description,1,0,[],,['51377'],[0.5143653154373169],['description']
the forest of love,['62206'],[],description,3,0,[],,"['51377', '5671', '51323']","[0.5143653154373169, 0.49909645318984985, 0.4908263683319092]","['description', 'description', 'description']"
trust,['62206'],[],description,1,0,[],,['23'],[0.5014668107032776],['description']
trust,['62206'],[],description,3,0,[],,"['23', '85', '51044']","[0.5014668107032776, 0.4912683665752411, 0.48336464166641235]","['description', 'description', 'description']"
она,['62206'],[],description,1,0,[],,['51377'],[0.5717578530311584],['description']
