query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
1～6年级单词表打印版,['267'],[],description,1,0,[],,['85'],[0.47353219985961914],['description']
1～6年级单词表打印版,['267'],[],description,3,0,[],,"['85', '51382', '51386']","[0.47353219985961914, 0.47047847509384155, 0.4497256577014923]","['description', 'description', 'description']"
26个字母表,['267'],[],description,1,0,[],,['51323'],[0.5826660394668579],['description']
26个字母表,['267'],[],description,3,0,[],,"['51323', '51381', '51388']","[0.5826660394668579, 0.5386776328086853, 0.5042569041252136]","['description', 'description', 'description']"
the 用法,['267'],[],description,1,0,[],,['51388'],[0.6007715463638306],['description']
the 用法,['267'],[],description,3,0,[],,"['51388', '51381', '51323']","[0.6007715463638306, 0.5618830323219299, 0.5604798197746277]","['description', 'description', 'description']"
《三峡》原文,['267'],[],description,1,0,[],,['52524'],[0.5541509389877319],['description']
《三峡》原文,['267'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.5541509389877319, 0.535527229309082, 0.462172269821167]","['description', 'description', 'description']"
《公职人员政务处分法》,['267'],[],description,1,0,[],,['51474'],[0.3675667643547058],['description']
《公职人员政务处分法》,['267'],[],description,3,1,['267'],2.0,"['51474', '267', '52524']","[0.3675667643547058, 0.3478409945964813, 0.3460530638694763]","['description', 'description', 'description']"
《夏日绝句》,['267'],[],description,1,0,[],,['51376'],[0.507490873336792],['description']
《夏日绝句》,['267'],[],description,3,0,[],,"['51376', '51378', '51379']","[0.507490873336792, 0.4865288734436035, 0.4708855152130127]","['description', 'description', 'description']"
《少年》的歌词,['267'],[],description,1,0,[],,['62248'],[0.4786476492881775],['description']
《少年》的歌词,['267'],[],description,3,0,[],,"['62248', '50393', '51376']","[0.4786476492881775, 0.4634042978286743, 0.4490607678890228]","['description', 'description', 'description']"
《我的班主任妈妈》,['267'],[],description,1,0,[],,['5144'],[0.3903309106826782],['description']
《我的班主任妈妈》,['267'],[],description,3,0,[],,"['5144', '52524', '51378']","[0.3903309106826782, 0.38825881481170654, 0.3860906958580017]","['description', 'description', 'description']"
《观沧海》原文,['267'],[],description,1,0,[],,['51376'],[0.5657958984375],['description']
《观沧海》原文,['267'],[],description,3,0,[],,"['51376', '52524', '51378']","[0.5657958984375, 0.5300914645195007, 0.5024105310440063]","['description', 'description', 'description']"
《论语》全文,['267'],[],description,1,0,[],,['52524'],[0.5871836543083191],['description']
《论语》全文,['267'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.5871836543083191, 0.4951614737510681, 0.4316059350967407]","['description', 'description', 'description']"
一年级上册语文,['267'],[],description,1,0,[],,['51381'],[0.5318267941474915],['description']
一年级上册语文,['267'],[],description,3,0,[],,"['51381', '51382', '52524']","[0.5318267941474915, 0.5198341608047485, 0.4931850731372833]","['description', 'description', 'description']"
七年级上册的英语书电子版,['267'],[],description,1,0,[],,['50143'],[0.38930660486221313],['description']
七年级上册的英语书电子版,['267'],[],description,3,0,[],,"['50143', '85', '62172']","[0.38930660486221313, 0.3844059407711029, 0.3756293058395386]","['description', 'description', 'description']"
三年级上册语文,['267'],[],description,1,0,[],,['52524'],[0.5022783875465393],['description']
三年级上册语文,['267'],[],description,3,0,[],,"['52524', '51381', '51382']","[0.5022783875465393, 0.4855937361717224, 0.4685049057006836]","['description', 'description', 'description']"
个人自述简短,['267'],[],description,1,0,[],,['51457'],[0.5213148593902588],['description']
个人自述简短,['267'],[],description,3,1,['267'],2.0,"['51457', '267', '51377']","[0.5213148593902588, 0.47411632537841797, 0.44678786396980286]","['description', 'description', 'description']"
中华人民共和国民法典,['267'],[],description,1,0,[],,['51474'],[0.44753390550613403],['description']
中华人民共和国民法典,['267'],[],description,3,1,['267'],3.0,"['51474', '51323', '267']","[0.44753390550613403, 0.4287619888782501, 0.38734719157218933]","['description', 'description', 'description']"
中秋节的诗句,['267'],[],description,1,0,[],,['51379'],[0.5759789943695068],['description']
中秋节的诗句,['267'],[],description,3,0,[],,"['51379', '51378', '51376']","[0.5759789943695068, 0.5582481622695923, 0.5118379592895508]","['description', 'description', 'description']"
中考作文题,['267'],[],description,1,1,['267'],1.0,['267'],[0.4759521782398224],['description']
中考作文题,['267'],[],description,3,1,['267'],1.0,"['267', '52524', '60293']","[0.4759521782398224, 0.46683448553085327, 0.4489138424396515]","['description', 'description', 'description']"
乔迁新居的祝福语,['267'],[],description,1,0,[],,['61111'],[0.41005265712738037],['description']
乔迁新居的祝福语,['267'],[],description,3,0,[],,"['61111', '51388', '51381']","[0.41005265712738037, 0.39715445041656494, 0.3916339874267578]","['description', 'description', 'description']"
九年级上册物理书电子版,['267'],[],description,1,1,['267'],1.0,['267'],[0.3388146460056305],['description']
九年级上册物理书电子版,['267'],[],description,3,1,['267'],1.0,"['267', '52524', '51712']","[0.3388146460056305, 0.3374025821685791, 0.3289027810096741]","['description', 'description', 'description']"
九年级上册语文人教版电子课本,['267'],[],description,1,0,[],,['52524'],[0.4443507194519043],['description']
九年级上册语文人教版电子课本,['267'],[],description,3,0,[],,"['52524', '51376', '51381']","[0.4443507194519043, 0.3729724884033203, 0.33732494711875916]","['description', 'description', 'description']"
九年级上册课本,['267'],[],description,1,0,[],,['52524'],[0.46866798400878906],['description']
九年级上册课本,['267'],[],description,3,1,['267'],3.0,"['52524', '51381', '267']","[0.46866798400878906, 0.43746256828308105, 0.4174608886241913]","['description', 'description', 'description']"
五年级上册有哪些古诗,['267'],[],description,1,0,[],,['51378'],[0.5538233518600464],['description']
五年级上册有哪些古诗,['267'],[],description,3,0,[],,"['51378', '51376', '51377']","[0.5538233518600464, 0.5335376262664795, 0.48978838324546814]","['description', 'description', 'description']"
五年级下册数学,['267'],[],description,1,0,[],,['51044'],[0.5010026693344116],['description']
五年级下册数学,['267'],[],description,3,0,[],,"['51044', '51388', '51381']","[0.5010026693344116, 0.47149670124053955, 0.4643387198448181]","['description', 'description', 'description']"
五年级小数加减法计算题,['267'],[],description,1,0,[],,['51044'],[0.47715267539024353],['description']
五年级小数加减法计算题,['267'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.47715267539024353, 0.3881857991218567, 0.37734073400497437]","['description', 'description', 'description']"
人教版三年级上册语文电子课本,['267'],[],description,1,0,[],,['52524'],[0.43603450059890747],['description']
人教版三年级上册语文电子课本,['267'],[],description,3,0,[],,"['52524', '51381', '51382']","[0.43603450059890747, 0.3884665369987488, 0.3884351849555969]","['description', 'description', 'description']"
优美的词语,['267'],[],description,1,0,[],,['51387'],[0.5854413509368896],['description']
优美的词语,['267'],[],description,3,0,[],,"['51387', '51386', '51388']","[0.5854413509368896, 0.5744929313659668, 0.5209375619888306]","['description', 'description', 'description']"
作文500字,['267'],[],description,1,1,['267'],1.0,['267'],[0.5245655179023743],['description']
作文500字,['267'],[],description,3,1,['267'],1.0,"['267', '52524', '51388']","[0.5245655179023743, 0.5179250240325928, 0.5126127600669861]","['description', 'description', 'description']"
健康知识,['267'],[],description,1,1,['267'],1.0,['267'],[0.4642734229564667],['description']
健康知识,['267'],[],description,3,1,['267'],1.0,"['267', '5601', '60293']","[0.4642734229564667, 0.4372330904006958, 0.4286780059337616]","['description', 'description', 'description']"
党员的义务,['267'],[],description,1,0,[],,['60293'],[0.4373379945755005],['description']
党员的义务,['267'],[],description,3,1,['267'],3.0,"['60293', '51388', '267']","[0.4373379945755005, 0.43167203664779663, 0.41851288080215454]","['description', 'description', 'description']"
入宅最佳四句吉言,['267'],[],description,1,0,[],,['51379'],[0.44685566425323486],['description']
入宅最佳四句吉言,['267'],[],description,3,0,[],,"['51379', '61111', '51377']","[0.44685566425323486, 0.4195692241191864, 0.38996174931526184]","['description', 'description', 'description']"
八年级上册物理课本,['267'],[],description,1,0,[],,['52524'],[0.3725702166557312],['description']
八年级上册物理课本,['267'],[],description,3,1,['267'],3.0,"['52524', '51381', '267']","[0.3725702166557312, 0.3656759560108185, 0.36530226469039917]","['description', 'description', 'description']"
八年级上册英语电子版课本(人教版),['267'],[],description,1,0,[],,['50143'],[0.358212947845459],['description']
八年级上册英语电子版课本(人教版),['267'],[],description,3,0,[],,"['50143', '85', '62172']","[0.358212947845459, 0.3541101813316345, 0.3537907302379608]","['description', 'description', 'description']"
八年级上册语文必背古诗文有哪些,['267'],[],description,1,0,[],,['52524'],[0.48857367038726807],['description']
八年级上册语文必背古诗文有哪些,['267'],[],description,3,0,[],,"['52524', '51376', '51378']","[0.48857367038726807, 0.4815908670425415, 0.4777089059352875]","['description', 'description', 'description']"
公务员录用体检标准,['267'],[],description,1,0,[],,['60293'],[0.43350309133529663],['description']
公务员录用体检标准,['267'],[],description,3,0,[],,"['60293', '39537', '51388']","[0.43350309133529663, 0.4010816216468811, 0.3939431309700012]","['description', 'description', 'description']"
六年级上册英语书电子版,['267'],[],description,1,0,[],,['50143'],[0.3868008553981781],['description']
六年级上册英语书电子版,['267'],[],description,3,0,[],,"['50143', '85', '62172']","[0.3868008553981781, 0.3759675920009613, 0.3704691529273987]","['description', 'description', 'description']"
六年级上册英语单词表第一单元怎么读,['267'],[],description,1,0,[],,['85'],[0.5233514308929443],['description']
六年级上册英语单词表第一单元怎么读,['267'],[],description,3,0,[],,"['85', '50143', '62172']","[0.5233514308929443, 0.5134094953536987, 0.4970414638519287]","['description', 'description', 'description']"
关于节气的古诗有哪些,['267'],[],description,1,0,[],,['51378'],[0.5432558655738831],['description']
关于节气的古诗有哪些,['267'],[],description,3,0,[],,"['51378', '51379', '51323']","[0.5432558655738831, 0.5277645587921143, 0.49519601464271545]","['description', 'description', 'description']"
关联词分别是哪些,['267'],[],description,1,0,[],,['51386'],[0.635108470916748],['description']
关联词分别是哪些,['267'],[],description,3,0,[],,"['51386', '51388', '51387']","[0.635108470916748, 0.632665753364563, 0.6301414370536804]","['description', 'description', 'description']"
初中必读书目,['267'],[],description,1,0,[],,['52524'],[0.4680604338645935],['description']
初中必读书目,['267'],[],description,3,1,['267'],3.0,"['52524', '5143', '267']","[0.4680604338645935, 0.4385407567024231, 0.42032843828201294]","['description', 'description', 'description']"
初中英语单词表,['267'],[],description,1,0,[],,['85'],[0.5188341736793518],['description']
初中英语单词表,['267'],[],description,3,0,[],,"['85', '62172', '50143']","[0.5188341736793518, 0.48249685764312744, 0.4760233163833618]","['description', 'description', 'description']"
半命题的作文,['267'],[],description,1,1,['267'],1.0,['267'],[0.48608121275901794],['description']
半命题的作文,['267'],[],description,3,1,['267'],1.0,"['267', '51379', '51382']","[0.48608121275901794, 0.4496152997016907, 0.44548413157463074]","['description', 'description', 'description']"
历史八年级下册,['267'],[],description,1,0,[],,['52524'],[0.4467816948890686],['description']
历史八年级下册,['267'],[],description,3,0,[],,"['52524', '51323', '51381']","[0.4467816948890686, 0.4149191975593567, 0.4102705121040344]","['description', 'description', 'description']"
反比例函数的几何意义,['267'],[],description,1,0,[],,['51044'],[0.5060622692108154],['description']
