query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
priest的小说,['39529'],[],description,1,0,[],,['5144'],[0.45489126443862915],['description']
priest的小说,['39529'],[],description,3,0,[],,"['5144', '5143', '51377']","[0.45489126443862915, 0.4125836491584778, 0.37930312752723694]","['description', 'description', 'description']"
不吃香菜的小说,['39529'],[],description,1,0,[],,['5143'],[0.3951289653778076],['description']
不吃香菜的小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.3951289653778076, 0.37445664405822754, 0.33653920888900757]","['description', 'description', 'description']"
乌柳作品集云盘,['39529'],[],description,1,0,[],,['5179'],[0.43465763330459595],['description']
乌柳作品集云盘,['39529'],[],description,3,0,[],,"['5179', '50393', '5144']","[0.43465763330459595, 0.411885142326355, 0.4020724892616272]","['description', 'description', 'description']"
乔燕的全部作品,['39529'],[],description,1,0,[],,['5144'],[0.43344223499298096],['description']
乔燕的全部作品,['39529'],[],description,3,0,[],,"['5144', '50393', '51378']","[0.43344223499298096, 0.4243916869163513, 0.4104151725769043]","['description', 'description', 'description']"
了了了作品集,['39529'],[],description,1,0,[],,['5179'],[0.5715432167053223],['description']
了了了作品集,['39529'],[],description,3,0,[],,"['5179', '5144', '267']","[0.5715432167053223, 0.5626235008239746, 0.5511593222618103]","['description', 'description', 'description']"
了了了小说,['39529'],[],description,1,0,[],,['5143'],[0.6136132478713989],['description']
了了了小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.6136132478713989, 0.5684009790420532, 0.5184881091117859]","['description', 'description', 'description']"
于珊的小说,['39529'],[],description,1,0,[],,['5144'],[0.4694788455963135],['description']
于珊的小说,['39529'],[],description,3,0,[],,"['5144', '5143', '51377']","[0.4694788455963135, 0.4218878149986267, 0.41926854848861694]","['description', 'description', 'description']"
云上小说作品集,['39529'],[],description,1,0,[],,['5144'],[0.5803928375244141],['description']
云上小说作品集,['39529'],[],description,3,0,[],,"['5144', '5143', '267']","[0.5803928375244141, 0.5625183582305908, 0.46731331944465637]","['description', 'description', 'description']"
云中子武侠小说全部作品,['39529'],[],description,1,0,[],,['5144'],[0.4361664056777954],['description']
云中子武侠小说全部作品,['39529'],[],description,3,0,[],,"['5144', '5143', '52524']","[0.4361664056777954, 0.3974332809448242, 0.35446757078170776]","['description', 'description', 'description']"
伪戒的作品顺序,['39529'],[],description,1,0,[],,['5144'],[0.4929531514644623],['description']
伪戒的作品顺序,['39529'],[],description,3,0,[],,"['5144', '5143', '51377']","[0.4929531514644623, 0.4742933213710785, 0.3994874060153961]","['description', 'description', 'description']"
似伊全部小说百度云,['39529'],[],description,1,0,[],,['5144'],[0.4632139205932617],['description']
似伊全部小说百度云,['39529'],[],description,3,0,[],,"['5144', '5143', '50393']","[0.4632139205932617, 0.45715683698654175, 0.40940994024276733]","['description', 'description', 'description']"
何厌小说全部作品,['39529'],[],description,1,0,[],,['5144'],[0.4954793155193329],['description']
何厌小说全部作品,['39529'],[],description,3,0,[],,"['5144', '5143', '52524']","[0.4954793155193329, 0.4414486289024353, 0.42156341671943665]","['description', 'description', 'description']"
余华的代表作品,['39529'],[],description,1,0,[],,['5144'],[0.5202600955963135],['description']
余华的代表作品,['39529'],[],description,3,0,[],,"['5144', '51378', '51377']","[0.5202600955963135, 0.4281172454357147, 0.4095402956008911]","['description', 'description', 'description']"
佚名全部作品,['39529'],[],description,1,0,[],,['5144'],[0.5669806599617004],['description']
佚名全部作品,['39529'],[],description,3,0,[],,"['5144', '51378', '50393']","[0.5669806599617004, 0.5274014472961426, 0.4793977737426758]","['description', 'description', 'description']"
作家王雨宁,['39529'],[],description,1,0,[],,['5144'],[0.5449087619781494],['description']
作家王雨宁,['39529'],[],description,3,0,[],,"['5144', '51378', '51377']","[0.5449087619781494, 0.48266470432281494, 0.4755168855190277]","['description', 'description', 'description']"
作者书书的作品,['39529'],[],description,1,0,[],,['5144'],[0.6078099012374878],['description']
作者书书的作品,['39529'],[],description,3,0,[],,"['5144', '51378', '51377']","[0.6078099012374878, 0.5186625123023987, 0.4937158226966858]","['description', 'description', 'description']"
作者大猫的小说全部作品,['39529'],[],description,1,0,[],,['5144'],[0.565802812576294],['description']
作者大猫的小说全部作品,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.565802812576294, 0.5129016637802124, 0.39829933643341064]","['description', 'description', 'description']"
作者言归正传的小说,['39529'],[],description,1,0,[],,['5144'],[0.5366722345352173],['description']
作者言归正传的小说,['39529'],[],description,3,0,[],,"['5144', '52524', '5143']","[0.5366722345352173, 0.46843421459198, 0.4674832224845886]","['description', 'description', 'description']"
公子歌作品集小说,['39529'],[],description,1,0,[],,['50393'],[0.4459434747695923],['description']
公子歌作品集小说,['39529'],[],description,3,0,[],,"['50393', '5144', '5179']","[0.4459434747695923, 0.44309091567993164, 0.4318835735321045]","['description', 'description', 'description']"
六道,['39529'],[],description,1,0,[],,['51377'],[0.4866181015968323],['description']
六道,['39529'],[],description,3,0,[],,"['51377', '51323', '51388']","[0.4866181015968323, 0.484463632106781, 0.47940921783447266]","['description', 'description', 'description']"
冰糖先生的小说作品,['39529'],[],description,1,0,[],,['5144'],[0.4488986134529114],['description']
冰糖先生的小说作品,['39529'],[],description,3,0,[],,"['5144', '5143', '50393']","[0.4488986134529114, 0.43458229303359985, 0.35558634996414185]","['description', 'description', 'description']"
凤轻最好看的5本书,['39529'],[],description,1,0,[],,['5143'],[0.5025507211685181],['description']
凤轻最好看的5本书,['39529'],[],description,3,0,[],,"['5143', '5144', '267']","[0.5025507211685181, 0.47554707527160645, 0.36405426263809204]","['description', 'description', 'description']"
刘震云,['39529'],[],description,1,0,[],,['51377'],[0.4930739402770996],['description']
刘震云,['39529'],[],description,3,0,[],,"['51377', '5144', '51378']","[0.4930739402770996, 0.4800082743167877, 0.4719681143760681]","['description', 'description', 'description']"
北风吹小说作品集,['39529'],[],description,1,0,[],,['5144'],[0.41881829500198364],['description']
北风吹小说作品集,['39529'],[],description,3,0,[],,"['5144', '5143', '267']","[0.41881829500198364, 0.39185830950737, 0.31280839443206787]","['description', 'description', 'description']"
千闲小说,['39529'],[],description,1,0,[],,['5143'],[0.46827882528305054],['description']
千闲小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.46827882528305054, 0.41147923469543457, 0.3900530934333801]","['description', 'description', 'description']"
半弯弯,['39529'],[],description,1,0,[],,['51377'],[0.4802786111831665],['description']
半弯弯,['39529'],[],description,3,0,[],,"['51377', '62248', '50393']","[0.4802786111831665, 0.45848238468170166, 0.453464537858963]","['description', 'description', 'description']"
南派三叔新书2026,['39529'],[],description,1,0,[],,['5143'],[0.37262383103370667],['description']
南派三叔新书2026,['39529'],[],description,3,0,[],,"['5143', '5144', '50159']","[0.37262383103370667, 0.35563594102859497, 0.3023008704185486]","['description', 'description', 'description']"
南派三叔的全部小说有哪些,['39529'],[],description,1,0,[],,['5144'],[0.5282264947891235],['description']
南派三叔的全部小说有哪些,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.5282264947891235, 0.4666605293750763, 0.4357348680496216]","['description', 'description', 'description']"
古龙的全部作品顺序,['39529'],[],description,1,0,[],,['5144'],[0.5001552104949951],['description']
古龙的全部作品顺序,['39529'],[],description,3,0,[],,"['5144', '5143', '52524']","[0.5001552104949951, 0.4587063193321228, 0.42945194244384766]","['description', 'description', 'description']"
叶子小说,['39529'],[],description,1,0,[],,['5143'],[0.5468448400497437],['description']
叶子小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.5468448400497437, 0.5320995450019836, 0.46013641357421875]","['description', 'description', 'description']"
叼烟斗的蛤蟆,['39529'],[],description,1,0,[],,['52523'],[0.380171537399292],['description']
叼烟斗的蛤蟆,['39529'],[],description,3,0,[],,"['52523', '61800', '52524']","[0.380171537399292, 0.36538276076316833, 0.3650343418121338]","['description', 'description', 'description']"
周梅森小说,['39529'],[],description,1,0,[],,['5143'],[0.385270893573761],['description']
周梅森小说,['39529'],[],description,3,0,[],,"['5143', '5144', '51323']","[0.385270893573761, 0.36733564734458923, 0.30510804057121277]","['description', 'description', 'description']"
周玉的小说,['39529'],[],description,1,0,[],,['5143'],[0.44762420654296875],['description']
周玉的小说,['39529'],[],description,3,0,[],,"['5143', '5144', '51377']","[0.44762420654296875, 0.4440101385116577, 0.36542847752571106]","['description', 'description', 'description']"
哲晗的小说作品,['39529'],[],description,1,0,[],,['5144'],[0.5031459331512451],['description']
哲晗的小说作品,['39529'],[],description,3,0,[],,"['5144', '5143', '51377']","[0.5031459331512451, 0.4528886079788208, 0.39656537771224976]","['description', 'description', 'description']"
唯雾的全部作品,['39529'],[],description,1,0,[],,['5144'],[0.46301403641700745],['description']
唯雾的全部作品,['39529'],[],description,3,0,[],,"['5144', '50393', '5143']","[0.46301403641700745, 0.41917407512664795, 0.4032241702079773]","['description', 'description', 'description']"
墨月的小说,['39529'],[],description,1,0,[],,['5143'],[0.4822596311569214],['description']
墨月的小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.4822596311569214, 0.4711015224456787, 0.3939778506755829]","['description', 'description', 'description']"
墨柒,['39529'],[],description,1,0,[],,['51377'],[0.5598758459091187],['description']
墨柒,['39529'],[],description,3,0,[],,"['51377', '51378', '5144']","[0.5598758459091187, 0.5291357040405273, 0.5254676342010498]","['description', 'description', 'description']"
墨泠,['39529'],[],description,1,0,[],,['51377'],[0.5026639699935913],['description']
墨泠,['39529'],[],description,3,0,[],,"['51377', '5144', '51378']","[0.5026639699935913, 0.4939206838607788, 0.47952768206596375]","['description', 'description', 'description']"
壶鱼辣椒的所有作品,['39529'],[],description,1,0,[],,['47272'],[0.40827926993370056],['description']
壶鱼辣椒的所有作品,['39529'],[],description,3,0,[],,"['47272', '5144', '50393']","[0.40827926993370056, 0.3878156542778015, 0.3745694160461426]","['description', 'description', 'description']"
大香蕉作者写的小说叫什么名字,['39529'],[],description,1,0,[],,['5144'],[0.5062738656997681],['description']
大香蕉作者写的小说叫什么名字,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.5062738656997681, 0.45136508345603943, 0.38551947474479675]","['description', 'description', 'description']"
天蚕土豆的最新小说,['39529'],[],description,1,0,[],,['5143'],[0.5057520270347595],['description']
天蚕土豆的最新小说,['39529'],[],description,3,0,[],,"['5143', '5144', '51377']","[0.5057520270347595, 0.5039639472961426, 0.3836389482021332]","['description', 'description', 'description']"
姜黎作者,['39529'],[],description,1,0,[],,['5144'],[0.4668383002281189],['description']
姜黎作者,['39529'],[],description,3,0,[],,"['5144', '51377', '51378']","[0.4668383002281189, 0.4227903485298157, 0.42127087712287903]","['description', 'description', 'description']"
寄秋的作品大全,['39529'],[],description,1,0,[],,['5144'],[0.5120314955711365],['description']
寄秋的作品大全,['39529'],[],description,3,0,[],,"['5144', '51378', '5143']","[0.5120314955711365, 0.4519208073616028, 0.4343082308769226]","['description', 'description', 'description']"
小周123小说作品大全,['39529'],[],description,1,0,[],,['5144'],[0.5203505158424377],['description']
小周123小说作品大全,['39529'],[],description,3,0,[],,"['5144', '5143', '267']","[0.5203505158424377, 0.5042573809623718, 0.40651968121528625]","['description', 'description', 'description']"
帕拉尼克,['39529'],[],description,1,0,[],,['51377'],[0.5254239439964294],['description']
帕拉尼克,['39529'],[],description,3,0,[],,"['51377', '51388', '51323']","[0.5254239439964294, 0.5198841094970703, 0.4956236481666565]","['description', 'description', 'description']"
应祁的全部作品晋江,['39529'],[],description,1,0,[],,['5144'],[0.4953320026397705],['description']
应祁的全部作品晋江,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.4953320026397705, 0.4411815106868744, 0.4251883625984192]","['description', 'description', 'description']"
彩虹之门哪本小说好看,['39529'],[],description,1,0,[],,['5143'],[0.5367310047149658],['description']
彩虹之门哪本小说好看,['39529'],[],description,3,0,[],,"['5143', '5144', '52523']","[0.5367310047149658, 0.4555809795856476, 0.3935019075870514]","['description', 'description', 'description']"
扶桑知我小说,['39529'],[],description,1,0,[],,['5143'],[0.34890037775039673],['description']
扶桑知我小说,['39529'],[],description,3,0,[],,"['5143', '51377', '5144']","[0.34890037775039673, 0.34553301334381104, 0.3299281597137451]","['description', 'description', 'description']"
是今哪部小说最好看,['39529'],[],description,1,0,[],,['5143'],[0.6112094521522522],['description']
是今哪部小说最好看,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.6112094521522522, 0.5513628721237183, 0.45868241786956787]","['description', 'description', 'description']"
朱自清的散文集,['39529'],[],description,1,0,[],,['51378'],[0.4752271771430969],['description']
朱自清的散文集,['39529'],[],description,3,0,[],,"['51378', '52524', '51376']","[0.4752271771430969, 0.46836140751838684, 0.4530062973499298]","['description', 'description', 'description']"
李凉全部小说作品,['39529'],[],description,1,0,[],,['5144'],[0.47865504026412964],['description']
李凉全部小说作品,['39529'],[],description,3,0,[],,"['5144', '5143', '50393']","[0.47865504026412964, 0.429219514131546, 0.38609516620635986]","['description', 'description', 'description']"
李非凡作家,['39529'],[],description,1,0,[],,['5144'],[0.4356478154659271],['description']
李非凡作家,['39529'],[],description,3,0,[],,"['5144', '50393', '51377']","[0.4356478154659271, 0.3662697672843933, 0.35320448875427246]","['description', 'description', 'description']"
林天的小说,['39529'],[],description,1,0,[],,['5143'],[0.46085500717163086],['description']
林天的小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.46085500717163086, 0.42427247762680054, 0.3612881600856781]","['description', 'description', 'description']"
桐芜,['39529'],[],description,1,0,[],,['51377'],[0.5699487924575806],['description']
桐芜,['39529'],[],description,3,0,[],,"['51377', '51378', '51323']","[0.5699487924575806, 0.5314737558364868, 0.521193265914917]","['description', 'description', 'description']"
梅子黄时雨的全部小说,['39529'],[],description,1,0,[],,['5144'],[0.44016531109809875],['description']
梅子黄时雨的全部小说,['39529'],[],description,3,0,[],,"['5144', '51378', '51377']","[0.44016531109809875, 0.42265763878822327, 0.4004807472229004]","['description', 'description', 'description']"
水千丞的所有小说,['39529'],[],description,1,0,[],,['5144'],[0.4821747839450836],['description']
水千丞的所有小说,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.4821747839450836, 0.42982757091522217, 0.3934978246688843]","['description', 'description', 'description']"
江南作者的全部作品,['39529'],[],description,1,0,[],,['5144'],[0.593076229095459],['description']
江南作者的全部作品,['39529'],[],description,3,0,[],,"['5144', '51378', '51377']","[0.593076229095459, 0.5179075002670288, 0.4866647720336914]","['description', 'description', 'description']"
海岩小说全部作品,['39529'],[],description,1,0,[],,['5144'],[0.4646329879760742],['description']
海岩小说全部作品,['39529'],[],description,3,0,[],,"['5144', '5143', '50393']","[0.4646329879760742, 0.43633416295051575, 0.3793337345123291]","['description', 'description', 'description']"
涌西小说有哪些,['39529'],[],description,1,0,[],,['5143'],[0.5642361640930176],['description']
涌西小说有哪些,['39529'],[],description,3,0,[],,"['5143', '5144', '51378']","[0.5642361640930176, 0.5565782785415649, 0.4353959560394287]","['description', 'description', 'description']"
溪夕汐的小说有哪些,['39529'],[],description,1,0,[],,['5144'],[0.5000123381614685],['description']
溪夕汐的小说有哪些,['39529'],[],description,3,0,[],,"['5144', '5143', '51378']","[0.5000123381614685, 0.46794766187667847, 0.4237101674079895]","['description', 'description', 'description']"
烽火戏诸侯的全部小说,['39529'],[],description,1,0,[],,['5143'],[0.4619653522968292],['description']
烽火戏诸侯的全部小说,['39529'],[],description,3,0,[],,"['5143', '5144', '52524']","[0.4619653522968292, 0.4586549997329712, 0.4158296585083008]","['description', 'description', 'description']"
爱吃冰棒的小说作品有哪些,['39529'],[],description,1,0,[],,['5143'],[0.508000373840332],['description']
爱吃冰棒的小说作品有哪些,['39529'],[],description,3,0,[],,"['5143', '5144', '50393']","[0.508000373840332, 0.49249744415283203, 0.40476295351982117]","['description', 'description', 'description']"
画笔敲敲的全部小说,['39529'],[],description,1,0,[],,['5144'],[0.4378525912761688],['description']
画笔敲敲的全部小说,['39529'],[],description,3,0,[],,"['5144', '5143', '52523']","[0.4378525912761688, 0.42709362506866455, 0.40376001596450806]","['description', 'description', 'description']"
相吾最火的三本书,['39529'],[],description,1,0,[],,['5143'],[0.5087509155273438],['description']
相吾最火的三本书,['39529'],[],description,3,0,[],,"['5143', '5144', '267']","[0.5087509155273438, 0.4978613257408142, 0.41709575057029724]","['description', 'description', 'description']"
