query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
串怎么读,['51386'],[],description,1,0,[],,['51381'],[0.5164533853530884],['description']
串怎么读,['51386'],[],description,3,0,[],,"['51381', '51382', '51388']","[0.5164533853530884, 0.5101633071899414, 0.5053298473358154]","['description', 'description', 'description']"
习怎么写,['51386'],[],description,1,0,[],,['51382'],[0.5400676727294922],['description']
习怎么写,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5400676727294922, 0.5369601249694824, 0.5241787433624268]","['description', 'description', 'description']"
了字怎么写,['51386'],[],description,1,0,[],,['51382'],[0.6329631805419922],['description']
了字怎么写,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.6329631805419922, 0.6323716640472412, 0.5945528745651245]","['description', 'description', 'description']"
了有几个读音,['51386'],[],description,1,0,[],,['51388'],[0.6000410914421082],['description']
了有几个读音,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.6000410914421082, 0.5875095725059509, 0.5816200971603394]","['description', 'description', 'description']"
仓字五笔怎么打,['51386'],[],description,1,0,[],,['51388'],[0.5571472644805908],['description']
仓字五笔怎么打,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.5571472644805908, 0.5539585947990417, 0.5500612258911133]","['description', 'description', 'description']"
任的笔画顺序,['51386'],[],description,1,0,[],,['51382'],[0.5927516222000122],['description']
任的笔画顺序,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5927516222000122, 0.5674620866775513, 0.544873833656311]","['description', 'description', 'description']"
俐的拼音,['51386'],[],description,1,0,[],,['51388'],[0.6166189312934875],['description']
俐的拼音,['51386'],[],description,3,0,[],,"['51388', '51381', '51377']","[0.6166189312934875, 0.6149821281433105, 0.5899820923805237]","['description', 'description', 'description']"
儒拼音,['51386'],[],description,1,0,[],,['51388'],[0.6358200907707214],['description']
儒拼音,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.6358200907707214, 0.635432243347168, 0.5869912505149841]","['description', 'description', 'description']"
儿的组词,['51386'],[],description,1,0,[],,['51382'],[0.5838432312011719],['description']
儿的组词,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5838432312011719, 0.5558550357818604, 0.5402038097381592]","['description', 'description', 'description']"
函的意思,['51386'],[],description,1,0,[],,['51388'],[0.5796431303024292],['description']
函的意思,['51386'],[],description,3,0,[],,"['51388', '51381', '51377']","[0.5796431303024292, 0.5386624336242676, 0.5333420038223267]","['description', 'description', 'description']"
则的拼音,['51386'],[],description,1,0,[],,['51388'],[0.6186683177947998],['description']
则的拼音,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.6186683177947998, 0.5916444063186646, 0.5749015808105469]","['description', 'description', 'description']"
力笔画,['51386'],[],description,1,0,[],,['51382'],[0.5339766144752502],['description']
力笔画,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5339766144752502, 0.5279373526573181, 0.5279276967048645]","['description', 'description', 'description']"
劼怎么读,['51386'],[],description,1,0,[],,['51388'],[0.519588053226471],['description']
劼怎么读,['51386'],[],description,3,0,[],,"['51388', '52336', '51381']","[0.519588053226471, 0.5006809234619141, 0.5001569390296936]","['description', 'description', 'description']"
呈五行属什么,['51386'],[],description,1,0,[],,['51381'],[0.6171860694885254],['description']
呈五行属什么,['51386'],[],description,3,0,[],,"['51381', '51388', '51380']","[0.6171860694885254, 0.6102207899093628, 0.5763788819313049]","['description', 'description', 'description']"
咏字五行属什么,['51386'],[],description,1,0,[],,['51381'],[0.6131460666656494],['description']
咏字五行属什么,['51386'],[],description,3,0,[],,"['51381', '51382', '51388']","[0.6131460666656494, 0.5805706977844238, 0.5799548029899597]","['description', 'description', 'description']"
喝的笔画,['51386'],[],description,1,0,[],,['51382'],[0.5417172312736511],['description']
喝的笔画,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5417172312736511, 0.533170223236084, 0.5178107023239136]","['description', 'description', 'description']"
喾读什么,['51386'],[],description,1,0,[],,['51381'],[0.5280182361602783],['description']
喾读什么,['51386'],[],description,3,0,[],,"['51381', '52523', '51388']","[0.5280182361602783, 0.5191007852554321, 0.5179768800735474]","['description', 'description', 'description']"
嗯的读音,['51386'],[],description,1,0,[],,['51381'],[0.5740985870361328],['description']
嗯的读音,['51386'],[],description,3,0,[],,"['51381', '51388', '51377']","[0.5740985870361328, 0.5485470294952393, 0.5258798003196716]","['description', 'description', 'description']"
土的笔顺组词,['51386'],[],description,1,0,[],,['51382'],[0.6247096061706543],['description']
土的笔顺组词,['51386'],[],description,3,0,[],,"['51382', '51381', '51380']","[0.6247096061706543, 0.5702459216117859, 0.5537580847740173]","['description', 'description', 'description']"
在字五行属什么,['51386'],[],description,1,0,[],,['51381'],[0.6438273191452026],['description']
在字五行属什么,['51386'],[],description,3,0,[],,"['51381', '51380', '51388']","[0.6438273191452026, 0.6317276954650879, 0.6094194650650024]","['description', 'description', 'description']"
坏的笔画顺序,['51386'],[],description,1,0,[],,['51382'],[0.5574507117271423],['description']
坏的笔画顺序,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5574507117271423, 0.5215501189231873, 0.5188283920288086]","['description', 'description', 'description']"
垚这个字念什么,['51386'],[],description,1,0,[],,['51381'],[0.5420665144920349],['description']
垚这个字念什么,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.5420665144920349, 0.5235545635223389, 0.518276572227478]","['description', 'description', 'description']"
垟怎么读,['51386'],[],description,1,0,[],,['51388'],[0.5278964042663574],['description']
垟怎么读,['51386'],[],description,3,0,[],,"['51388', '51382', '51381']","[0.5278964042663574, 0.5253647565841675, 0.5187345147132874]","['description', 'description', 'description']"
埭读音,['51386'],[],description,1,0,[],,['51388'],[0.5483644604682922],['description']
埭读音,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.5483644604682922, 0.5236586332321167, 0.5192726850509644]","['description', 'description', 'description']"
埵的读音,['51386'],[],description,1,0,[],,['51381'],[0.5159648656845093],['description']
埵的读音,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.5159648656845093, 0.5149339437484741, 0.5077896118164062]","['description', 'description', 'description']"
夙组词,['51386'],[],description,1,0,[],,['51382'],[0.5403109192848206],['description']
夙组词,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5403109192848206, 0.5177141427993774, 0.5138517618179321]","['description', 'description', 'description']"
妤读什么,['51386'],[],description,1,0,[],,['51381'],[0.5641354322433472],['description']
妤读什么,['51386'],[],description,3,0,[],,"['51381', '51388', '52524']","[0.5641354322433472, 0.5627127885818481, 0.5502707958221436]","['description', 'description', 'description']"
妥怎么读音,['51386'],[],description,1,0,[],,['51381'],[0.5280333757400513],['description']
妥怎么读音,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.5280333757400513, 0.5249598622322083, 0.5241480469703674]","['description', 'description', 'description']"
字的繁体,['51386'],[],description,1,0,[],,['51382'],[0.6902257204055786],['description']
字的繁体,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.6902257204055786, 0.6739525198936462, 0.6720485687255859]","['description', 'description', 'description']"
孜字五行属什么,['51386'],[],description,1,0,[],,['51381'],[0.5885300636291504],['description']
孜字五行属什么,['51386'],[],description,3,0,[],,"['51381', '51380', '51388']","[0.5885300636291504, 0.5711661577224731, 0.5629579424858093]","['description', 'description', 'description']"
守组词,['51386'],[],description,1,0,[],,['51382'],[0.5093522667884827],['description']
守组词,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5093522667884827, 0.5019233822822571, 0.49018192291259766]","['description', 'description', 'description']"
寒笔顺,['51386'],[],description,1,0,[],,['51382'],[0.5348074436187744],['description']
寒笔顺,['51386'],[],description,3,0,[],,"['51382', '51381', '51323']","[0.5348074436187744, 0.5115230679512024, 0.49965232610702515]","['description', 'description', 'description']"
尕读音怎么读,['51386'],[],description,1,0,[],,['51381'],[0.5059946775436401],['description']
尕读音怎么读,['51386'],[],description,3,0,[],,"['51381', '51388', '52524']","[0.5059946775436401, 0.49621671438217163, 0.4894404113292694]","['description', 'description', 'description']"
屵字怎么读,['51386'],[],description,1,0,[],,['51382'],[0.5263136625289917],['description']
屵字怎么读,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5263136625289917, 0.5248675346374512, 0.5204350352287292]","['description', 'description', 'description']"
已怎么读音,['51386'],[],description,1,0,[],,['51381'],[0.5889948606491089],['description']
已怎么读音,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.5889948606491089, 0.587012529373169, 0.565467357635498]","['description', 'description', 'description']"
已能组什么词,['51386'],[],description,1,0,[],,['51382'],[0.6192270517349243],['description']
已能组什么词,['51386'],[],description,3,0,[],,"['51382', '51388', '51387']","[0.6192270517349243, 0.5915865898132324, 0.5867031812667847]","['description', 'description', 'description']"
弢字的意思,['51386'],[],description,1,0,[],,['51388'],[0.5743350982666016],['description']
弢字的意思,['51386'],[],description,3,0,[],,"['51388', '51382', '51381']","[0.5743350982666016, 0.5674836039543152, 0.5671094059944153]","['description', 'description', 'description']"
径组词,['51386'],[],description,1,0,[],,['51382'],[0.5469073057174683],['description']
径组词,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5469073057174683, 0.5323849320411682, 0.5070179104804993]","['description', 'description', 'description']"
忘的组词,['51386'],[],description,1,0,[],,['51382'],[0.5516824722290039],['description']
忘的组词,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5516824722290039, 0.5372635722160339, 0.520831823348999]","['description', 'description', 'description']"
急的笔顺,['51386'],[],description,1,0,[],,['51382'],[0.550685703754425],['description']
急的笔顺,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.550685703754425, 0.5150253772735596, 0.5076523423194885]","['description', 'description', 'description']"
恩的读音,['51386'],[],description,1,0,[],,['51381'],[0.580521285533905],['description']
恩的读音,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.580521285533905, 0.5665381550788879, 0.5476336479187012]","['description', 'description', 'description']"
悟的组词,['51386'],[],description,1,0,[],,['51382'],[0.5695304870605469],['description']
悟的组词,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5695304870605469, 0.5628291368484497, 0.5484486818313599]","['description', 'description', 'description']"
慌的组词,['51386'],[],description,1,0,[],,['51382'],[0.5407573580741882],['description']
慌的组词,['51386'],[],description,3,0,[],,"['51382', '51388', '51381']","[0.5407573580741882, 0.5099396705627441, 0.4988139271736145]","['description', 'description', 'description']"
憇怎么读,['51386'],[],description,1,0,[],,['51388'],[0.5176098346710205],['description']
憇怎么读,['51386'],[],description,3,0,[],,"['51388', '52336', '51381']","[0.5176098346710205, 0.5161349177360535, 0.5110235214233398]","['description', 'description', 'description']"
扶的读音,['51386'],[],description,1,0,[],,['51388'],[0.581424355506897],['description']
扶的读音,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.581424355506897, 0.5734582543373108, 0.5535237193107605]","['description', 'description', 'description']"
承的笔顺,['51386'],[],description,1,0,[],,['51382'],[0.5692064762115479],['description']
承的笔顺,['51386'],[],description,3,0,[],,"['51382', '51381', '51388']","[0.5692064762115479, 0.5502325296401978, 0.5259661674499512]","['description', 'description', 'description']"
披的意思,['51386'],[],description,1,0,[],,['51388'],[0.616470992565155],['description']
披的意思,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.616470992565155, 0.5546178221702576, 0.5518592000007629]","['description', 'description', 'description']"
拨的意思,['51386'],[],description,1,0,[],,['51388'],[0.6869945526123047],['description']
拨的意思,['51386'],[],description,3,0,[],,"['51388', '51381', '51382']","[0.6869945526123047, 0.6255691051483154, 0.6183286905288696]","['description', 'description', 'description']"
拾字五行属什么,['51386'],[],description,1,0,[],,['51381'],[0.6117058396339417],['description']
拾字五行属什么,['51386'],[],description,3,0,[],,"['51381', '51388', '51382']","[0.6117058396339417, 0.5967105627059937, 0.5863796472549438]","['description', 'description', 'description']"
揭怎么组词,['51386'],[],description,1,0,[],,['51382'],[0.5226799249649048],['description']
揭怎么组词,['51386'],[],description,3,1,['51386'],3.0,"['51382', '51388', '51386']","[0.5226799249649048, 0.5012720823287964, 0.5005435943603516]","['description', 'description', 'description']"
