query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
a steal中文翻译,['85'],[],description,1,1,['85'],1.0,['85'],[0.5105863809585571],['description']
a steal中文翻译,['85'],[],description,3,1,['85'],1.0,"['85', '62172', '51388']","[0.5105863809585571, 0.5078074336051941, 0.4795619249343872]","['description', 'description', 'description']"
act out翻译成中文,['85'],[],description,1,1,['85'],1.0,['85'],[0.5606335401535034],['description']
act out翻译成中文,['85'],[],description,3,1,['85'],1.0,"['85', '62172', '23']","[0.5606335401535034, 0.550838828086853, 0.5142356157302856]","['description', 'description', 'description']"
after all什么意思,['85'],[],description,1,1,['85'],1.0,['85'],[0.5377141237258911],['description']
after all什么意思,['85'],[],description,3,1,['85'],1.0,"['85', '50143', '62172']","[0.5377141237258911, 0.5233213901519775, 0.5150449275970459]","['description', 'description', 'description']"
all good things come to an end,['85'],[],description,1,0,[],,['5601'],[0.4961869716644287],['description']
all good things come to an end,['85'],[],description,3,0,[],,"['5601', '51323', '5671']","[0.4961869716644287, 0.494384229183197, 0.4772375822067261]","['description', 'description', 'description']"
all in,['85'],[],description,1,0,[],,['51323'],[0.5574237108230591],['description']
all in,['85'],[],description,3,1,['85'],3.0,"['51323', '5601', '85']","[0.5574237108230591, 0.5263363122940063, 0.5166264772415161]","['description', 'description', 'description']"
all in的意思,['85'],[],description,1,0,[],,['51388'],[0.5728942155838013],['description']
all in的意思,['85'],[],description,3,1,['85'],2.0,"['51388', '85', '51386']","[0.5728942155838013, 0.5584492683410645, 0.5584129095077515]","['description', 'description', 'description']"
as the saying goes,['85'],[],description,1,0,[],,['62172'],[0.5353753566741943],['description']
as the saying goes,['85'],[],description,3,1,['85'],3.0,"['62172', '52336', '85']","[0.5353753566741943, 0.5058627128601074, 0.5056393146514893]","['description', 'description', 'description']"
auld lang syne,['85'],[],description,1,0,[],,['51377'],[0.5322393774986267],['description']
auld lang syne,['85'],[],description,3,0,[],,"['51377', '5601', '51323']","[0.5322393774986267, 0.5312464237213135, 0.5144897103309631]","['description', 'description', 'description']"
ball buster,['85'],[],description,1,0,[],,['51388'],[0.508109986782074],['description']
ball buster,['85'],[],description,3,0,[],,"['51388', '51377', '60977']","[0.508109986782074, 0.4945506453514099, 0.4828425943851471]","['description', 'description', 'description']"
bbw的意思是什么意思,['85'],[],description,1,0,[],,['51388'],[0.537675678730011],['description']
