query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
2026年7月11日上午10时已值飞的贵阳龙洞堡机场飞上海的航班查询,['60872'],[],description,1,0,[],,['60868'],[0.610432505607605],['description']
2026年7月11日上午10时已值飞的贵阳龙洞堡机场飞上海的航班查询,['60872'],[],description,3,1,['60872'],3.0,"['60868', '5851', '60872']","[0.610432505607605, 0.499629944562912, 0.4455487132072449]","['description', 'description', 'description']"
7月12日泰国飞往杭州航班能准时起飞吗,['60872'],[],description,1,0,[],,['60868'],[0.5582919120788574],['description']
7月12日泰国飞往杭州航班能准时起飞吗,['60872'],[],description,3,0,[],,"['60868', '5851', '5671']","[0.5582919120788574, 0.45931410789489746, 0.45851367712020874]","['description', 'description', 'description']"
上海到呼伦贝尔机票,['60872'],[],description,1,0,[],,['60868'],[0.5796753764152527],['description']
上海到呼伦贝尔机票,['60872'],[],description,3,1,['60872'],2.0,"['60868', '60872', '5851']","[0.5796753764152527, 0.4482901096343994, 0.42852282524108887]","['description', 'description', 'description']"
上海到杭州机票,['60872'],[],description,1,0,[],,['60868'],[0.66315758228302],['description']
上海到杭州机票,['60872'],[],description,3,1,['60872'],2.0,"['60868', '60872', '5851']","[0.66315758228302, 0.5024200677871704, 0.49496832489967346]","['description', 'description', 'description']"
上海到泰国坐飞机要几个小时,['60872'],[],description,1,0,[],,['60868'],[0.45424413681030273],['description']
上海到泰国坐飞机要几个小时,['60872'],[],description,3,0,[],,"['60868', '5851', '47190']","[0.45424413681030273, 0.4360376298427582, 0.40991920232772827]","['description', 'description', 'description']"
上海到泰国的航班9c7281 7月11日,['60872'],[],description,1,0,[],,['60868'],[0.44075602293014526],['description']
上海到泰国的航班9c7281 7月11日,['60872'],[],description,3,1,['60872'],3.0,"['60868', '5851', '60872']","[0.44075602293014526, 0.3766881227493286, 0.3611178398132324]","['description', 'description', 'description']"
上海到珠海的飞机票,['60872'],[],description,1,0,[],,['60868'],[0.6528840065002441],['description']
上海到珠海的飞机票,['60872'],[],description,3,1,['60872'],2.0,"['60868', '60872', '5671']","[0.6528840065002441, 0.501081109046936, 0.48603132367134094]","['description', 'description', 'description']"
上海到鞍山的机票,['60872'],[],description,1,0,[],,['60868'],[0.6159147024154663],['description']
上海到鞍山的机票,['60872'],[],description,3,1,['60872'],2.0,"['60868', '60872', '5851']","[0.6159147024154663, 0.47357162833213806, 0.45846572518348694]","['description', 'description', 'description']"
上海至贵阳航班,['60872'],[],description,1,0,[],,['60868'],[0.6068042516708374],['description']
上海至贵阳航班,['60872'],[],description,3,1,['60872'],3.0,"['60868', '5851', '60872']","[0.6068042516708374, 0.5245190858840942, 0.4550502300262451]","['description', 'description', 'description']"
上海飞乌鲁木齐要几个小时,['60872'],[],description,1,0,[],,['60868'],[0.4974938631057739],['description']
上海飞乌鲁木齐要几个小时,['60872'],[],description,3,0,[],,"['60868', '5851', '47190']","[0.4974938631057739, 0.4420646131038666, 0.42966917157173157]","['description', 'description', 'description']"
上海飞北京要几个小时,['60872'],[],description,1,0,[],,['60868'],[0.5785160064697266],['description']
