query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
joytoy(王府井apm店),['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.5108035802841187],['description']
joytoy(王府井apm店),['5012'],[],description,3,1,['5012'],1.0,"['5012', '60977', '5544']","[0.5108035802841187, 0.4724653363227844, 0.4455913305282593]","['description', 'description', 'description']"
万象城电影院,['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.5306601524353027],['description']
万象城电影院,['5012'],[],description,3,1,['5012'],1.0,"['5012', '47272', '47198']","[0.5306601524353027, 0.44586682319641113, 0.44223475456237793]","['description', 'description', 'description']"
万达影城今日电影查询,['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.4767529368400574],['description']
万达影城今日电影查询,['5012'],[],description,3,1,['5012'],1.0,"['5012', '5671', '47198']","[0.4767529368400574, 0.45505839586257935, 0.45127636194229126]","['description', 'description', 'description']"
东新路155号,['5012'],[],description,1,0,[],,['47198'],[0.5319135189056396],['description']
东新路155号,['5012'],[],description,3,1,['5012'],2.0,"['47198', '5012', '47242']","[0.5319135189056396, 0.5105875134468079, 0.4816318452358246]","['description', 'description', 'description']"
东郊殡仪馆,['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.4251721203327179],['description']
东郊殡仪馆,['5012'],[],description,3,1,['5012'],1.0,"['5012', '47198', '47242']","[0.4251721203327179, 0.40474429726600647, 0.3836993873119354]","['description', 'description', 'description']"
义桥孙琴饭店,['5012'],[],description,1,0,[],,['47272'],[0.4255494773387909],['description']
义桥孙琴饭店,['5012'],[],description,3,0,[],,"['47272', '47198', '50192']","[0.4255494773387909, 0.4090443551540375, 0.3680834174156189]","['description', 'description', 'description']"
九号公馆会所,['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.4175073206424713],['description']
九号公馆会所,['5012'],[],description,3,1,['5012'],1.0,"['5012', '47242', '47198']","[0.4175073206424713, 0.38619887828826904, 0.3861636519432068]","['description', 'description', 'description']"
云龙山庄,['5012'],[],description,1,0,[],,['5671'],[0.5004704594612122],['description']
云龙山庄,['5012'],[],description,3,0,[],,"['5671', '47242', '47198']","[0.5004704594612122, 0.47040411829948425, 0.4595465362071991]","['description', 'description', 'description']"
何氏眼科,['5012'],[],description,1,0,[],,['47198'],[0.4553764760494232],['description']
何氏眼科,['5012'],[],description,3,0,[],,"['47198', '47272', '5432']","[0.4553764760494232, 0.44819968938827515, 0.4451509714126587]","['description', 'description', 'description']"
六安红鸾小院在哪里,['5012'],[],description,1,0,[],,['47198'],[0.4025811553001404],['description']
六安红鸾小院在哪里,['5012'],[],description,3,0,[],,"['47198', '39537', '5917']","[0.4025811553001404, 0.38000619411468506, 0.3647697865962982]","['description', 'description', 'description']"
凯悦舞厅,['5012'],[],description,1,1,['5012'],1.0,['5012'],[0.4050958752632141],['description']
凯悦舞厅,['5012'],[],description,3,1,['5012'],1.0,"['5012', '5179', '62248']","[0.4050958752632141, 0.35970351099967957, 0.34913256764411926]","['description', 'description', 'description']"
凯旋摩托,['5012'],[],description,1,0,[],,['5881'],[0.4291541278362274],['description']
凯旋摩托,['5012'],[],description,3,0,[],,"['5881', '5271', '5819']","[0.4291541278362274, 0.40488409996032715, 0.3864403963088989]","['description', 'description', 'description']"
利香花店,['5012'],[],description,1,0,[],,['47198'],[0.49111032485961914],['description']
利香花店,['5012'],[],description,3,1,['5012'],3.0,"['47198', '47272', '5012']","[0.49111032485961914, 0.4895201325416565, 0.47584497928619385]","['description', 'description', 'description']"
北京瀛台律师事务所电话,['5012'],[],description,1,0,[],,['51474'],[0.6343071460723877],['description']
北京瀛台律师事务所电话,['5012'],[],description,3,1,['5012'],3.0,"['51474', '47198', '5012']","[0.6343071460723877, 0.47765180468559265, 0.47466883063316345]","['description', 'description', 'description']"
北区拉面总部在哪里,['5012'],[],description,1,0,[],,['47272'],[0.4669340252876282],['description']
北区拉面总部在哪里,['5012'],[],description,3,0,[],,"['47272', '47198', '47242']","[0.4669340252876282, 0.4445589780807495, 0.4208351671695709]","['description', 'description', 'description']"
北宫菜馆,['5012'],[],description,1,0,[],,['47272'],[0.5569541454315186],['description']
北宫菜馆,['5012'],[],description,3,1,['5012'],2.0,"['47272', '5012', '47198']","[0.5569541454315186, 0.4842461943626404, 0.47395527362823486]","['description', 'description', 'description']"
千指印象(玉兰街店),['5012'],[],description,1,0,[],,['47272'],[0.4872570037841797],['description']
千指印象(玉兰街店),['5012'],[],description,3,1,['5012'],3.0,"['47272', '47198', '5012']","[0.4872570037841797, 0.451652467250824, 0.40753301978111267]","['description', 'description', 'description']"
华鑫盛有限公司,['5012'],[],description,1,0,[],,['51457'],[0.5371387004852295],['description']
华鑫盛有限公司,['5012'],[],description,3,0,[],,"['51457', '28128', '28126']","[0.5371387004852295, 0.5121299028396606, 0.5121299028396606]","['description', 'description', 'description']"
