query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
。春江花月夜,['28126'],[],description,1,0,[],,['51376'],[0.5325474739074707],['description']
。春江花月夜,['28126'],[],description,3,0,[],,"['51376', '51378', '51377']","[0.5325474739074707, 0.5247724056243896, 0.4951263666152954]","['description', 'description', 'description']"
。赤壁赋,['28126'],[],description,1,0,[],,['52524'],[0.5240797996520996],['description']
。赤壁赋,['28126'],[],description,3,0,[],,"['52524', '51376', '51378']","[0.5240797996520996, 0.523369312286377, 0.4876800775527954]","['description', 'description', 'description']"
《三字经》全文,['28126'],[],description,1,0,[],,['52524'],[0.5580043792724609],['description']
《三字经》全文,['28126'],[],description,3,0,[],,"['52524', '51376', '51382']","[0.5580043792724609, 0.5120019912719727, 0.46493273973464966]","['description', 'description', 'description']"
《山居秋暝》的拼音,['28126'],[],description,1,0,[],,['51377'],[0.5878469944000244],['description']
《山居秋暝》的拼音,['28126'],[],description,3,0,[],,"['51377', '51376', '51378']","[0.5878469944000244, 0.5811824798583984, 0.5577078461647034]","['description', 'description', 'description']"
《己亥杂诗》的拼音,['28126'],[],description,1,0,[],,['51377'],[0.5831859111785889],['description']
《己亥杂诗》的拼音,['28126'],[],description,3,0,[],,"['51377', '51378', '51376']","[0.5831859111785889, 0.577646017074585, 0.5710543394088745]","['description', 'description', 'description']"
《曲池荷》全诗,['28126'],[],description,1,0,[],,['51376'],[0.5739303827285767],['description']
《曲池荷》全诗,['28126'],[],description,3,0,[],,"['51376', '51378', '51377']","[0.5739303827285767, 0.552961528301239, 0.5331741571426392]","['description', 'description', 'description']"
《望月怀远》古诗,['28126'],[],description,1,0,[],,['51378'],[0.5241724252700806],['description']
《望月怀远》古诗,['28126'],[],description,3,0,[],,"['51378', '51376', '51379']","[0.5241724252700806, 0.4947627782821655, 0.4523128271102905]","['description', 'description', 'description']"
《枫桥夜泊》全诗,['28126'],[],description,1,0,[],,['51376'],[0.5744051933288574],['description']
《枫桥夜泊》全诗,['28126'],[],description,3,0,[],,"['51376', '51378', '51377']","[0.5744051933288574, 0.5705797672271729, 0.5324035882949829]","['description', 'description', 'description']"
《永遇乐 ·京口北固亭怀古》,['28126'],[],description,1,0,[],,['51376'],[0.4832788109779358],['description']
《永遇乐 ·京口北固亭怀古》,['28126'],[],description,3,0,[],,"['51376', '51378', '51379']","[0.4832788109779358, 0.44457176327705383, 0.4266927242279053]","['description', 'description', 'description']"
《洛神赋》原文,['28126'],[],description,1,0,[],,['51376'],[0.5533078908920288],['description']
《洛神赋》原文,['28126'],[],description,3,0,[],,"['51376', '52524', '51378']","[0.5533078908920288, 0.5360320806503296, 0.47726815938949585]","['description', 'description', 'description']"
《洛神赋》拼音版,['28126'],[],description,1,0,[],,['51376'],[0.5572950839996338],['description']
《洛神赋》拼音版,['28126'],[],description,3,0,[],,"['51376', '52524', '51377']","[0.5572950839996338, 0.5413521528244019, 0.533178448677063]","['description', 'description', 'description']"
《游山西村》原文及翻译,['28126'],[],description,1,0,[],,['51376'],[0.5463289022445679],['description']
《游山西村》原文及翻译,['28126'],[],description,3,0,[],,"['51376', '52524', '51377']","[0.5463289022445679, 0.45979803800582886, 0.4509640336036682]","['description', 'description', 'description']"
《绝句》(两个黄鹂鸣翠柳),['28126'],[],description,1,0,[],,['51376'],[0.5006128549575806],['description']
《绝句》(两个黄鹂鸣翠柳),['28126'],[],description,3,0,[],,"['51376', '51379', '51378']","[0.5006128549575806, 0.49450695514678955, 0.4674834907054901]","['description', 'description', 'description']"
《过故人庄》的拼音,['28126'],[],description,1,0,[],,['51376'],[0.5757777690887451],['description']
《过故人庄》的拼音,['28126'],[],description,3,0,[],,"['51376', '51377', '51378']","[0.5757777690887451, 0.5734919905662537, 0.557108998298645]","['description', 'description', 'description']"
《饮湖上初晴后雨》的意思,['28126'],[],description,1,0,[],,['51376'],[0.5869287848472595],['description']
