query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
七里河万寿宫酒店地址,['50192'],[],description,1,0,[],,['50133'],[0.43909549713134766],['description']
七里河万寿宫酒店地址,['50192'],[],description,3,1,['50192'],3.0,"['50133', '47198', '50192']","[0.43909549713134766, 0.43795356154441833, 0.43354180455207825]","['description', 'description', 'description']"
三亚湾酒店,['50192'],[],description,1,0,[],,['50133'],[0.478081077337265],['description']
三亚湾酒店,['50192'],[],description,3,1,['50192'],2.0,"['50133', '50192', '5671']","[0.478081077337265, 0.4627383053302765, 0.4207167625427246]","['description', 'description', 'description']"
上海亚朵酒店电话号码,['50192'],[],description,1,0,[],,['50133'],[0.5104331970214844],['description']
上海亚朵酒店电话号码,['50192'],[],description,3,1,['50192'],3.0,"['50133', '5012', '50192']","[0.5104331970214844, 0.5018050670623779, 0.49066615104675293]","['description', 'description', 'description']"
上海大酒店,['50192'],[],description,1,0,[],,['5012'],[0.5013238787651062],['description']
上海大酒店,['50192'],[],description,3,1,['50192'],2.0,"['5012', '50192', '50133']","[0.5013238787651062, 0.48620158433914185, 0.4845746159553528]","['description', 'description', 'description']"
上海如家酒店火车站店,['50192'],[],description,1,0,[],,['50133'],[0.4826143980026245],['description']
上海如家酒店火车站店,['50192'],[],description,3,1,['50192'],2.0,"['50133', '50192', '60872']","[0.4826143980026245, 0.4566953182220459, 0.41625699400901794]","['description', 'description', 'description']"
上海宾馆地址查询,['50192'],[],description,1,0,[],,['47198'],[0.5596675276756287],['description']
上海宾馆地址查询,['50192'],[],description,3,1,['50192'],3.0,"['47198', '50133', '50192']","[0.5596675276756287, 0.5272250175476074, 0.5212299823760986]","['description', 'description', 'description']"
上海徐家汇中心酒店,['50192'],[],description,1,0,[],,['50133'],[0.49723827838897705],['description']
上海徐家汇中心酒店,['50192'],[],description,3,1,['50192'],2.0,"['50133', '50192', '5012']","[0.49723827838897705, 0.47444581985473633, 0.43092864751815796]","['description', 'description', 'description']"
上海深坑酒店,['50192'],[],description,1,0,[],,['50133'],[0.44094377756118774],['description']
