query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
80的歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.5190973877906799],['description']
80的歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '62248', '50393']","[0.5190973877906799, 0.5142333507537842, 0.4958803057670593]","['description', 'description', 'description']"
dj 舞曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.46275031566619873],['description']
dj 舞曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '62248', '50393']","[0.46275031566619873, 0.4432919919490814, 0.4000561237335205]","['description', 'description', 'description']"
mc喊麦歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.46315479278564453],['description']
mc喊麦歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '62248', '50393']","[0.46315479278564453, 0.44601333141326904, 0.429642915725708]","['description', 'description', 'description']"
she歌曲,['5179'],[],description,1,0,[],,['62248'],[0.5699343681335449],['description']
she歌曲,['5179'],[],description,3,0,[],,"['62248', '50393', '62206']","[0.5699343681335449, 0.5567314624786377, 0.5497293472290039]","['description', 'description', 'description']"
ty,['5179'],[],description,1,0,[],,['51377'],[0.5544257760047913],['description']
ty,['5179'],[],description,3,0,[],,"['51377', '51388', '23']","[0.5544257760047913, 0.5483664274215698, 0.5441312193870544]","['description', 'description', 'description']"
丁晓雯作词的歌曲,['5179'],[],description,1,0,[],,['50393'],[0.4531700611114502],['description']
丁晓雯作词的歌曲,['5179'],[],description,3,0,[],,"['50393', '62248', '62206']","[0.4531700611114502, 0.43094581365585327, 0.41637223958969116]","['description', 'description', 'description']"
九哥的歌曲,['5179'],[],description,1,0,[],,['50393'],[0.5227053165435791],['description']
九哥的歌曲,['5179'],[],description,3,1,['5179'],2.0,"['50393', '5179', '62248']","[0.5227053165435791, 0.5082618594169617, 0.5073716640472412]","['description', 'description', 'description']"
于和伟的歌曲,['5179'],[],description,1,0,[],,['50393'],[0.531226396560669],['description']
于和伟的歌曲,['5179'],[],description,3,1,['5179'],3.0,"['50393', '62248', '5179']","[0.531226396560669, 0.5074473023414612, 0.49282169342041016]","['description', 'description', 'description']"
云飞的全部歌曲大全,['5179'],[],description,1,0,[],,['50393'],[0.568219780921936],['description']
云飞的全部歌曲大全,['5179'],[],description,3,1,['5179'],2.0,"['50393', '5179', '62248']","[0.568219780921936, 0.5544792413711548, 0.5260644555091858]","['description', 'description', 'description']"
五月天歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.5010607838630676],['description']
五月天歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '50393', '62248']","[0.5010607838630676, 0.47503969073295593, 0.47433391213417053]","['description', 'description', 'description']"
任贤齐歌曲,['5179'],[],description,1,0,[],,['62248'],[0.47124892473220825],['description']
任贤齐歌曲,['5179'],[],description,3,1,['5179'],3.0,"['62248', '50393', '5179']","[0.47124892473220825, 0.46542030572891235, 0.45036882162094116]","['description', 'description', 'description']"
伊能静的歌曲,['5179'],[],description,1,0,[],,['50393'],[0.5279811024665833],['description']
伊能静的歌曲,['5179'],[],description,3,1,['5179'],3.0,"['50393', '62248', '5179']","[0.5279811024665833, 0.48943352699279785, 0.4811951518058777]","['description', 'description', 'description']"
伍佰的经典歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.48381543159484863],['description']
伍佰的经典歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '50393', '62248']","[0.48381543159484863, 0.48148396611213684, 0.46240749955177307]","['description', 'description', 'description']"
冷漠的全部歌曲,['5179'],[],description,1,0,[],,['50393'],[0.5677716135978699],['description']
冷漠的全部歌曲,['5179'],[],description,3,1,['5179'],2.0,"['50393', '5179', '62248']","[0.5677716135978699, 0.5637743473052979, 0.5354417562484741]","['description', 'description', 'description']"
凤飞飞最经典十首歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.3861829340457916],['description']
凤飞飞最经典十首歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '62248', '50393']","[0.3861829340457916, 0.382756769657135, 0.37763476371765137]","['description', 'description', 'description']"
刀郎歌曲,['5179'],[],description,1,0,[],,['50393'],[0.5444821119308472],['description']
刀郎歌曲,['5179'],[],description,3,1,['5179'],3.0,"['50393', '62248', '5179']","[0.5444821119308472, 0.519312858581543, 0.5012341737747192]","['description', 'description', 'description']"
刘三姐山歌,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.35111141204833984],['description']
刘三姐山歌,['5179'],[],description,3,1,['5179'],1.0,"['5179', '62248', '51377']","[0.35111141204833984, 0.345117449760437, 0.3173891305923462]","['description', 'description', 'description']"
刘德华歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.4995821714401245],['description']
刘德华歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '50393', '62248']","[0.4995821714401245, 0.4939490258693695, 0.4906403720378876]","['description', 'description', 'description']"
吴建豪最红的5首歌,['5179'],[],description,1,0,[],,['50393'],[0.3903101086616516],['description']
吴建豪最红的5首歌,['5179'],[],description,3,1,['5179'],3.0,"['50393', '62248', '5179']","[0.3903101086616516, 0.3677287697792053, 0.3639611005783081]","['description', 'description', 'description']"
周传雄十大经典歌曲,['5179'],[],description,1,1,['5179'],1.0,['5179'],[0.4081003963947296],['description']
周传雄十大经典歌曲,['5179'],[],description,3,1,['5179'],1.0,"['5179', '50393', '62248']","[0.4081003963947296, 0.40229666233062744, 0.3843328356742859]","['description', 'description', 'description']"
周慧敏的歌,['5179'],[],description,1,0,[],,['50393'],[0.4792754650115967],['description']
