query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
14年瑞虎5自动挡怎么样啊,['50393'],[],description,1,0,[],,['5819'],[0.4495174288749695],['description']
14年瑞虎5自动挡怎么样啊,['50393'],[],description,3,0,[],,"['5819', '50574', '50760']","[0.4495174288749695, 0.4120941162109375, 0.38974660634994507]","['description', 'description', 'description']"
15年本田凌派1.8质量怎么样,['50393'],[],description,1,0,[],,['5819'],[0.4339069128036499],['description']
15年本田凌派1.8质量怎么样,['50393'],[],description,3,0,[],,"['5819', '50760', '50574']","[0.4339069128036499, 0.4123605489730835, 0.398015558719635]","['description', 'description', 'description']"
2012款三菱翼神怎么样,['50393'],[],description,1,0,[],,['50760'],[0.47375908493995667],['description']
2012款三菱翼神怎么样,['50393'],[],description,3,0,[],,"['50760', '5819', '5271']","[0.47375908493995667, 0.4409160614013672, 0.40712207555770874]","['description', 'description', 'description']"
2021款奔驰glc质量怎么样,['50393'],[],description,1,0,[],,['5819'],[0.45550617575645447],['description']
2021款奔驰glc质量怎么样,['50393'],[],description,3,0,[],,"['5819', '50760', '5271']","[0.45550617575645447, 0.45108258724212646, 0.429033100605011]","['description', 'description', 'description']"
2026款奔驰e300l豪华版的特点,['50393'],[],description,1,0,[],,['4526'],[0.4339050352573395],['description']
2026款奔驰e300l豪华版的特点,['50393'],[],description,3,0,[],,"['4526', '5819', '60977']","[0.4339050352573395, 0.42211347818374634, 0.4189440608024597]","['description', 'description', 'description']"
212吉普,['50393'],[],description,1,0,[],,['50760'],[0.47687095403671265],['description']
212吉普,['50393'],[],description,3,0,[],,"['50760', '5819', '5271']","[0.47687095403671265, 0.43510568141937256, 0.42194247245788574]","['description', 'description', 'description']"
22年的大众速腾,['50393'],[],description,1,0,[],,['50760'],[0.5695909261703491],['description']
22年的大众速腾,['50393'],[],description,3,0,[],,"['50760', '5819', '50574']","[0.5695909261703491, 0.50131756067276, 0.48057252168655396]","['description', 'description', 'description']"
408这款车怎么样,['50393'],[],description,1,0,[],,['5819'],[0.5913046598434448],['description']
