query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
《六国论》全文,['51377'],[],description,1,0,[],,['52524'],[0.5381820201873779],['description']
《六国论》全文,['51377'],[],description,3,0,[],,"['52524', '51376', '267']","[0.5381820201873779, 0.44641631841659546, 0.4108126759529114]","['description', 'description', 'description']"
《周亚夫军细柳》原文及翻译,['51377'],[],description,1,0,[],,['52524'],[0.5055919885635376],['description']
《周亚夫军细柳》原文及翻译,['51377'],[],description,3,1,['51377'],3.0,"['52524', '51376', '51377']","[0.5055919885635376, 0.47070762515068054, 0.4080343246459961]","['description', 'description', 'description']"
《小儿垂钓》古诗,['51377'],[],description,1,0,[],,['51378'],[0.5406157374382019],['description']
《小儿垂钓》古诗,['51377'],[],description,3,0,[],,"['51378', '51376', '51379']","[0.5406157374382019, 0.519919216632843, 0.4756736755371094]","['description', 'description', 'description']"
《师说》注拼音版,['51377'],[],description,1,0,[],,['52524'],[0.6154063940048218],['description']
《师说》注拼音版,['51377'],[],description,3,1,['51377'],3.0,"['52524', '51376', '51377']","[0.6154063940048218, 0.5809246301651001, 0.5514564514160156]","['description', 'description', 'description']"
《愚公移山》原文,['51377'],[],description,1,0,[],,['52524'],[0.5448861718177795],['description']
《愚公移山》原文,['51377'],[],description,3,1,['51377'],3.0,"['52524', '51376', '51377']","[0.5448861718177795, 0.5007079839706421, 0.4261655807495117]","['description', 'description', 'description']"
《春江花月夜》拼音版,['51377'],[],description,1,0,[],,['51376'],[0.5601888298988342],['description']
《春江花月夜》拼音版,['51377'],[],description,3,1,['51377'],2.0,"['51376', '51377', '52524']","[0.5601888298988342, 0.5385668277740479, 0.5084713697433472]","['description', 'description', 'description']"
《暮江吟》的译文,['51377'],[],description,1,0,[],,['51376'],[0.6330607533454895],['description']
《暮江吟》的译文,['51377'],[],description,3,1,['51377'],2.0,"['51376', '51377', '51378']","[0.6330607533454895, 0.5787423849105835, 0.5756971836090088]","['description', 'description', 'description']"
《枫桥夜泊》全诗,['51377'],[],description,1,0,[],,['51376'],[0.5744051933288574],['description']
《枫桥夜泊》全诗,['51377'],[],description,3,1,['51377'],3.0,"['51376', '51378', '51377']","[0.5744051933288574, 0.5705797672271729, 0.5324035882949829]","['description', 'description', 'description']"
《氓》的原文和翻译,['51377'],[],description,1,0,[],,['51376'],[0.5593308210372925],['description']
《氓》的原文和翻译,['51377'],[],description,3,1,['51377'],3.0,"['51376', '52524', '51377']","[0.5593308210372925, 0.536385178565979, 0.46062585711479187]","['description', 'description', 'description']"
《游子吟》古诗,['51377'],[],description,1,0,[],,['51378'],[0.5573147535324097],['description']
《游子吟》古诗,['51377'],[],description,3,1,['51377'],3.0,"['51378', '51376', '51377']","[0.5573147535324097, 0.548542320728302, 0.4897395372390747]","['description', 'description', 'description']"
《游山西村》拼音版,['51377'],[],description,1,0,[],,['51376'],[0.5364062786102295],['description']
《游山西村》拼音版,['51377'],[],description,3,1,['51377'],2.0,"['51376', '51377', '51378']","[0.5364062786102295, 0.5124621391296387, 0.48876649141311646]","['description', 'description', 'description']"
《满江红*和郭沫若同志》,['51377'],[],description,1,0,[],,['51376'],[0.47491031885147095],['description']
《满江红*和郭沫若同志》,['51377'],[],description,3,1,['51377'],3.0,"['51376', '51378', '51377']","[0.47491031885147095, 0.4545779228210449, 0.4192504286766052]","['description', 'description', 'description']"
《登幽州台歌》原文,['51377'],[],description,1,0,[],,['51376'],[0.5918744802474976],['description']
《登幽州台歌》原文,['51377'],[],description,3,0,[],,"['51376', '51378', '52524']","[0.5918744802474976, 0.554049015045166, 0.5291445255279541]","['description', 'description', 'description']"
《短歌行》全诗,['51377'],[],description,1,0,[],,['51376'],[0.5686935186386108],['description']
《短歌行》全诗,['51377'],[],description,3,1,['51377'],3.0,"['51376', '51378', '51377']","[0.5686935186386108, 0.5517722368240356, 0.5218060612678528]","['description', 'description', 'description']"
《短歌行》拼音版,['51377'],[],description,1,0,[],,['51376'],[0.5663754940032959],['description']
