query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
2025全国大学排行榜,['52364'],[],description,1,0,[],,['4551'],[0.7032997608184814],['description']
2025全国大学排行榜,['52364'],[],description,3,1,['52364'],3.0,"['4551', '51129', '52364']","[0.7032997608184814, 0.6024279594421387, 0.5803647041320801]","['description', 'description', 'description']"
2026年大学录取分数线,['52364'],[],description,1,1,['52364'],1.0,['52364'],[0.5737535357475281],['description']
2026年大学录取分数线,['52364'],[],description,3,1,['52364'],1.0,"['52364', '4551', '39537']","[0.5737535357475281, 0.5531665682792664, 0.5318309664726257]","['description', 'description', 'description']"
2026年大学排行榜,['52364'],[],description,1,0,[],,['4551'],[0.6627731323242188],['description']
2026年大学排行榜,['52364'],[],description,3,1,['52364'],3.0,"['4551', '51129', '52364']","[0.6627731323242188, 0.594874382019043, 0.5737103223800659]","['description', 'description', 'description']"
2026年高考学校录取分数线,['52364'],[],description,1,1,['52364'],1.0,['52364'],[0.5667825937271118],['description']
2026年高考学校录取分数线,['52364'],[],description,3,1,['52364'],1.0,"['52364', '39537', '4551']","[0.5667825937271118, 0.5534693002700806, 0.5482156276702881]","['description', 'description', 'description']"
2026河北专科学校录取分数线,['52364'],[],description,1,1,['52364'],1.0,['52364'],[0.5123568773269653],['description']
2026河北专科学校录取分数线,['52364'],[],description,3,1,['52364'],1.0,"['52364', '39537', '4551']","[0.5123568773269653, 0.5026490092277527, 0.48152387142181396]","['description', 'description', 'description']"
211大学全部名单,['52364'],[],description,1,0,[],,['4551'],[0.7583327293395996],['description']
211大学全部名单,['52364'],[],description,3,1,['52364'],3.0,"['4551', '39537', '52364']","[0.7583327293395996, 0.5912396907806396, 0.5670040845870972]","['description', 'description', 'description']"
211大学录取分数线排名,['52364'],[],description,1,0,[],,['4551'],[0.7196614742279053],['description']
211大学录取分数线排名,['52364'],[],description,3,1,['52364'],2.0,"['4551', '52364', '39537']","[0.7196614742279053, 0.6177171468734741, 0.5474356412887573]","['description', 'description', 'description']"
985211黑龙江有几所,['52364'],[],description,1,0,[],,['4551'],[0.5533224940299988],['description']
