query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
0.0185美金是多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.7154844403266907],['description']
0.0185美金是多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.7154844403266907, 0.6251188516616821, 0.538446307182312]","['description', 'description', 'description']"
10000卢布等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.7019140720367432],['description']
10000卢布等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.7019140720367432, 0.579216718673706, 0.5111610293388367]","['description', 'description', 'description']"
1000人民币等于多少美元,['5351'],[],description,1,0,[],,['5293'],[0.7239411473274231],['description']
1000人民币等于多少美元,['5351'],[],description,3,0,[],,"['5293', '46671', '36607']","[0.7239411473274231, 0.711057722568512, 0.4958801865577698]","['description', 'description', 'description']"
1000台币,['5351'],[],description,1,0,[],,['60338'],[0.49729108810424805],['description']
1000台币,['5351'],[],description,3,0,[],,"['60338', '5293', '50162']","[0.49729108810424805, 0.48750531673431396, 0.4761579632759094]","['description', 'description', 'description']"
1000台币等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6606895923614502],['description']
1000台币等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.6606895923614502, 0.5341986417770386, 0.5112895965576172]","['description', 'description', 'description']"
1000日元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.676215410232544],['description']
1000日元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.676215410232544, 0.5962259769439697, 0.49495992064476013]","['description', 'description', 'description']"
100万港币等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.670785665512085],['description']
100万港币等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '50162', '46671']","[0.670785665512085, 0.5730857849121094, 0.561629056930542]","['description', 'description', 'description']"
100万越南盾折合人民币多少钱,['5351'],[],description,1,0,[],,['5293'],[0.5941299200057983],['description']
100万越南盾折合人民币多少钱,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.5941299200057983, 0.5159997940063477, 0.4776976704597473]","['description', 'description', 'description']"
100万韩元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6629437208175659],['description']
100万韩元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.6629437208175659, 0.5464674234390259, 0.4906102418899536]","['description', 'description', 'description']"
100元人民币等于多少卢布,['5351'],[],description,1,0,[],,['5293'],[0.6261805295944214],['description']
100元人民币等于多少卢布,['5351'],[],description,3,0,[],,"['5293', '46671', '51044']","[0.6261805295944214, 0.5236634016036987, 0.4462982416152954]","['description', 'description', 'description']"
100卢布,['5351'],[],description,1,0,[],,['5293'],[0.5306867361068726],['description']
100卢布,['5351'],[],description,3,0,[],,"['5293', '51323', '46671']","[0.5306867361068726, 0.47445833683013916, 0.47253793478012085]","['description', 'description', 'description']"
1300万印尼盾等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6465765237808228],['description']
1300万印尼盾等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.6465765237808228, 0.5362981557846069, 0.492478609085083]","['description', 'description', 'description']"
1300克朗等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6679377555847168],['description']
1300克朗等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.6679377555847168, 0.5392153263092041, 0.4956732988357544]","['description', 'description', 'description']"
13600港币等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6840912699699402],['description']
13600港币等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.6840912699699402, 0.5721086859703064, 0.560593843460083]","['description', 'description', 'description']"
140万日元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6618121862411499],['description']
140万日元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6618121862411499, 0.5634496212005615, 0.5121006965637207]","['description', 'description', 'description']"
140万马币等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6569045782089233],['description']
140万马币等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6569045782089233, 0.5385886430740356, 0.4821029007434845]","['description', 'description', 'description']"
15000韩元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.672103762626648],['description']
15000韩元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '50162']","[0.672103762626648, 0.5483454465866089, 0.4871770739555359]","['description', 'description', 'description']"
1500欧元等于多少美元,['5351'],[],description,1,0,[],,['5293'],[0.679619550704956],['description']
1500欧元等于多少美元,['5351'],[],description,3,0,[],,"['5293', '46671', '36607']","[0.679619550704956, 0.6466896533966064, 0.4660889208316803]","['description', 'description', 'description']"
1500港币折合人民币,['5351'],[],description,1,0,[],,['5293'],[0.5867639780044556],['description']
1500港币折合人民币,['5351'],[],description,3,0,[],,"['5293', '50162', '5428']","[0.5867639780044556, 0.5553240776062012, 0.5153986811637878]","['description', 'description', 'description']"
150欧元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6927189230918884],['description']
150欧元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6927189230918884, 0.5623614192008972, 0.4921988844871521]","['description', 'description', 'description']"
150港元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6786978840827942],['description']
150港元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '50162', '46671']","[0.6786978840827942, 0.5797278881072998, 0.5647574663162231]","['description', 'description', 'description']"
1800日元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6387543678283691],['description']
1800日元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6387543678283691, 0.5548885464668274, 0.48397570848464966]","['description', 'description', 'description']"
1万5千美元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6788398623466492],['description']
1万5千美元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6788398623466492, 0.6069750785827637, 0.5120837092399597]","['description', 'description', 'description']"
1万卢比=人民币,['5351'],[],description,1,0,[],,['5293'],[0.5865131616592407],['description']
1万卢比=人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.5865131616592407, 0.48744070529937744, 0.4292527735233307]","['description', 'description', 'description']"
1块美金换多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.7262887358665466],['description']
1块美金换多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '36607']","[0.7262887358665466, 0.6696664094924927, 0.544433057308197]","['description', 'description', 'description']"
1欧元相当于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.7000732421875],['description']
1欧元相当于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '36607']","[0.7000732421875, 0.5782052278518677, 0.4877356290817261]","['description', 'description', 'description']"
1美元兑换人民币最新汇率,['5351'],[],description,1,0,[],,['46671'],[0.7757183313369751],['description']
1美元兑换人民币最新汇率,['5351'],[],description,3,0,[],,"['46671', '5293', '50162']","[0.7757183313369751, 0.7605698108673096, 0.5736116766929626]","['description', 'description', 'description']"
2000人民币等于多少韩元,['5351'],[],description,1,0,[],,['5293'],[0.6298439502716064],['description']
2000人民币等于多少韩元,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6298439502716064, 0.5112361907958984, 0.45657145977020264]","['description', 'description', 'description']"
200万欧元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6783261299133301],['description']
200万欧元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6783261299133301, 0.5401529669761658, 0.513434648513794]","['description', 'description', 'description']"
200万韩元等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6684377193450928],['description']
200万韩元等于多少人民币,['5351'],[],description,3,0,[],,"['5293', '46671', '51323']","[0.6684377193450928, 0.5439887046813965, 0.499832421541214]","['description', 'description', 'description']"
200马币,['5351'],[],description,1,0,[],,['5293'],[0.4997365176677704],['description']
200马币,['5351'],[],description,3,0,[],,"['5293', '60338', '50760']","[0.4997365176677704, 0.4909749925136566, 0.47283121943473816]","['description', 'description', 'description']"
20万越南盾等于多少人民币,['5351'],[],description,1,0,[],,['5293'],[0.6420726180076599],['description']
