query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
中医专业有哪些学校,['39537'],[],description,1,1,['39537'],1.0,['39537'],[0.5720106363296509],['description']
中医专业有哪些学校,['39537'],[],description,3,1,['39537'],1.0,"['39537', '52364', '4551']","[0.5720106363296509, 0.5388741493225098, 0.51228928565979]","['description', 'description', 'description']"
中医学,['39537'],[],description,1,0,[],,['51323'],[0.49982643127441406],['description']
中医学,['39537'],[],description,3,0,[],,"['51323', '51388', '51377']","[0.49982643127441406, 0.48452556133270264, 0.4659907817840576]","['description', 'description', 'description']"
交通管理工程,['39537'],[],description,1,0,[],,['47190'],[0.4983596205711365],['description']
交通管理工程,['39537'],[],description,3,0,[],,"['47190', '47266', '47242']","[0.4983596205711365, 0.4766816198825836, 0.43984073400497437]","['description', 'description', 'description']"
人工智能专业学什么,['39537'],[],description,1,0,[],,['39529'],[0.6027141809463501],['description']
人工智能专业学什么,['39537'],[],description,3,0,[],,"['39529', '60293', '52364']","[0.6027141809463501, 0.5133246779441833, 0.4926403760910034]","['description', 'description', 'description']"
休闲服务与管理专业,['39537'],[],description,1,0,[],,['60293'],[0.4636489450931549],['description']
休闲服务与管理专业,['39537'],[],description,3,1,['39537'],2.0,"['60293', '39537', '5671']","[0.4636489450931549, 0.44269007444381714, 0.4422558546066284]","['description', 'description', 'description']"
传播学专业学什么,['39537'],[],description,1,0,[],,['39529'],[0.5752105712890625],['description']
传播学专业学什么,['39537'],[],description,3,1,['39537'],2.0,"['39529', '39537', '60293']","[0.5752105712890625, 0.5025413036346436, 0.5003088712692261]","['description', 'description', 'description']"
侦查学专业,['39537'],[],description,1,0,[],,['60293'],[0.4649175703525543],['description']
侦查学专业,['39537'],[],description,3,1,['39537'],3.0,"['60293', '39529', '39537']","[0.4649175703525543, 0.4568820595741272, 0.4442279040813446]","['description', 'description', 'description']"
健康服务与管理,['39537'],[],description,1,0,[],,['60293'],[0.44508644938468933],['description']
健康服务与管理,['39537'],[],description,3,0,[],,"['60293', '267', '51457']","[0.44508644938468933, 0.42940613627433777, 0.41506296396255493]","['description', 'description', 'description']"
冷链物流技术与管理专业,['39537'],[],description,1,0,[],,['39529'],[0.4652678668498993],['description']
冷链物流技术与管理专业,['39537'],[],description,3,1,['39537'],2.0,"['39529', '39537', '60293']","[0.4652678668498993, 0.42837899923324585, 0.41668713092803955]","['description', 'description', 'description']"
动物医学专业,['39537'],[],description,1,0,[],,['60293'],[0.40240758657455444],['description']
动物医学专业,['39537'],[],description,3,1,['39537'],2.0,"['60293', '39537', '52364']","[0.40240758657455444, 0.38063228130340576, 0.36844712495803833]","['description', 'description', 'description']"
口腔医学专业,['39537'],[],description,1,1,['39537'],1.0,['39537'],[0.3848612308502197],['description']
口腔医学专业,['39537'],[],description,3,1,['39537'],1.0,"['39537', '60293', '4551']","[0.3848612308502197, 0.378598153591156, 0.3658662438392639]","['description', 'description', 'description']"
国际经济与贸易专业,['39537'],[],description,1,0,[],,['39529'],[0.5318260788917542],['description']
国际经济与贸易专业,['39537'],[],description,3,0,[],,"['39529', '60293', '5917']","[0.5318260788917542, 0.4277350902557373, 0.41835159063339233]","['description', 'description', 'description']"
城市轨道交通运营管理是学什么的,['39537'],[],description,1,0,[],,['60293'],[0.47071200609207153],['description']
城市轨道交通运营管理是学什么的,['39537'],[],description,3,1,['39537'],3.0,"['60293', '47266', '39537']","[0.47071200609207153, 0.4642108082771301, 0.45815926790237427]","['description', 'description', 'description']"
大数据技术专业学什么,['39537'],[],description,1,0,[],,['39529'],[0.593530535697937],['description']
大数据技术专业学什么,['39537'],[],description,3,1,['39537'],2.0,"['39529', '39537', '60293']","[0.593530535697937, 0.46724557876586914, 0.4657689929008484]","['description', 'description', 'description']"
大数据管理与应用是干什么的,['39537'],[],description,1,0,[],,['60293'],[0.46433573961257935],['description']
大数据管理与应用是干什么的,['39537'],[],description,3,1,['39537'],2.0,"['60293', '39537', '267']","[0.46433573961257935, 0.4498913586139679, 0.44319093227386475]","['description', 'description', 'description']"
学云计算技术应用就业前景,['39537'],[],description,1,0,[],,['60293'],[0.46244800090789795],['description']
学云计算技术应用就业前景,['39537'],[],description,3,1,['39537'],3.0,"['60293', '39529', '39537']","[0.46244800090789795, 0.41855087876319885, 0.4165133535861969]","['description', 'description', 'description']"
实验动物学,['39537'],[],description,1,0,[],,['51388'],[0.42508625984191895],['description']
实验动物学,['39537'],[],description,3,0,[],,"['51388', '5671', '60293']","[0.42508625984191895, 0.41480040550231934, 0.4106627404689789]","['description', 'description', 'description']"
家政学,['39537'],[],description,1,0,[],,['51323'],[0.5484838485717773],['description']
家政学,['39537'],[],description,3,0,[],,"['51323', '51388', '51377']","[0.5484838485717773, 0.5388068556785583, 0.5270099639892578]","['description', 'description', 'description']"
导航工程专业就业前景,['39537'],[],description,1,0,[],,['60293'],[0.46613073348999023],['description']
导航工程专业就业前景,['39537'],[],description,3,1,['39537'],2.0,"['60293', '39537', '47242']","[0.46613073348999023, 0.4613844156265259, 0.4417431950569153]","['description', 'description', 'description']"
工业机器人技术是什么专业,['39537'],[],description,1,0,[],,['39529'],[0.4547751545906067],['description']
工业机器人技术是什么专业,['39537'],[],description,3,1,['39537'],2.0,"['39529', '39537', '60293']","[0.4547751545906067, 0.41485530138015747, 0.40926438570022583]","['description', 'description', 'description']"
工商管理是什么,['39537'],[],description,1,0,[],,['28128'],[0.4966528117656708],['description']
工商管理是什么,['39537'],[],description,3,0,[],,"['28128', '50731', '28126']","[0.4966528117656708, 0.4966528117656708, 0.4966528117656708]","['description', 'description', 'description']"
工程管理,['39537'],[],description,1,0,[],,['60293'],[0.43879079818725586],['description']
工程管理,['39537'],[],description,3,0,[],,"['60293', '47242', '267']","[0.43879079818725586, 0.4343659281730652, 0.42994093894958496]","['description', 'description', 'description']"
工艺美术品设计专业学什么,['39537'],[],description,1,0,[],,['39529'],[0.45592743158340454],['description']
工艺美术品设计专业学什么,['39537'],[],description,3,1,['39537'],3.0,"['39529', '60293', '39537']","[0.45592743158340454, 0.4499574303627014, 0.43094488978385925]","['description', 'description', 'description']"
应用化工技术专业学什么,['39537'],[],description,1,0,[],,['39529'],[0.5165225267410278],['description']
应用化工技术专业学什么,['39537'],[],description,3,1,['39537'],2.0,"['39529', '39537', '60293']","[0.5165225267410278, 0.47273051738739014, 0.47014090418815613]","['description', 'description', 'description']"
应用数学专业就业方向,['39537'],[],description,1,0,[],,['39529'],[0.4871143698692322],['description']
应用数学专业就业方向,['39537'],[],description,3,0,[],,"['39529', '52364', '60293']","[0.4871143698692322, 0.4322923719882965, 0.42554062604904175]","['description', 'description', 'description']"
康复治疗技术专业学的是什么,['39537'],[],description,1,0,[],,['60293'],[0.4949951767921448],['description']
康复治疗技术专业学的是什么,['39537'],[],description,3,1,['39537'],3.0,"['60293', '39529', '39537']","[0.4949951767921448, 0.46985238790512085, 0.4655836224555969]","['description', 'description', 'description']"
建筑学专业,['39537'],[],description,1,1,['39537'],1.0,['39537'],[0.4567354917526245],['description']
