query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
"“天行健,君子以自强不息”什么意思",['51378'],[],description,1,0,[],,['51388'],[0.45020100474357605],['description']
"“天行健,君子以自强不息”什么意思",['51378'],[],description,3,0,[],,"['51388', '52336', '51376']","[0.45020100474357605, 0.44724351167678833, 0.4408264756202698]","['description', 'description', 'description']"
“意映卿卿如晤”什么意思,['51378'],[],description,1,0,[],,['51388'],[0.503602921962738],['description']
“意映卿卿如晤”什么意思,['51378'],[],description,3,0,[],,"['51388', '51376', '52336']","[0.503602921962738, 0.4912984073162079, 0.4902644455432892]","['description', 'description', 'description']"
“每逢佳节倍思亲”什么意思,['51378'],[],description,1,0,[],,['51376'],[0.520284116268158],['description']
“每逢佳节倍思亲”什么意思,['51378'],[],description,3,1,['51378'],3.0,"['51376', '51377', '51378']","[0.520284116268158, 0.4890440106391907, 0.4787368178367615]","['description', 'description', 'description']"
一蓑烟雨任平生的意思,['51378'],[],description,1,0,[],,['51376'],[0.4915250837802887],['description']
一蓑烟雨任平生的意思,['51378'],[],description,3,1,['51378'],3.0,"['51376', '51377', '51378']","[0.4915250837802887, 0.48131173849105835, 0.45415082573890686]","['description', 'description', 'description']"
三军可夺帅也匹夫不可夺志也什么意思,['51378'],[],description,1,0,[],,['52524'],[0.41070282459259033],['description']
三军可夺帅也匹夫不可夺志也什么意思,['51378'],[],description,3,0,[],,"['52524', '51376', '51388']","[0.41070282459259033, 0.40510061383247375, 0.3868374228477478]","['description', 'description', 'description']"
上善若水的意思,['51378'],[],description,1,0,[],,['52336'],[0.4920126795768738],['description']
上善若水的意思,['51378'],[],description,3,0,[],,"['52336', '51388', '51386']","[0.4920126795768738, 0.4841536581516266, 0.46840372681617737]","['description', 'description', 'description']"
不患寡患不均什么意思,['51378'],[],description,1,0,[],,['51388'],[0.4722568690776825],['description']
不患寡患不均什么意思,['51378'],[],description,3,0,[],,"['51388', '51386', '52336']","[0.4722568690776825, 0.45079219341278076, 0.4498589336872101]","['description', 'description', 'description']"
不求闻达于诸侯闻的意思,['51378'],[],description,1,0,[],,['52524'],[0.4828988313674927],['description']
不求闻达于诸侯闻的意思,['51378'],[],description,3,0,[],,"['52524', '51388', '52336']","[0.4828988313674927, 0.481554239988327, 0.46834874153137207]","['description', 'description', 'description']"
东皋薄暮望翻译,['51378'],[],description,1,0,[],,['51376'],[0.5201020240783691],['description']
东皋薄暮望翻译,['51378'],[],description,3,1,['51378'],2.0,"['51376', '51378', '51377']","[0.5201020240783691, 0.46203649044036865, 0.4615366458892822]","['description', 'description', 'description']"
两个黄鹂鸣翠柳下一句是什么,['51378'],[],description,1,0,[],,['51379'],[0.45587727427482605],['description']
两个黄鹂鸣翠柳下一句是什么,['51378'],[],description,3,0,[],,"['51379', '51377', '51376']","[0.45587727427482605, 0.45003974437713623, 0.44609934091567993]","['description', 'description', 'description']"
两心之外無人知指的是什么意思,['51378'],[],description,1,0,[],,['51376'],[0.4592195153236389],['description']
两心之外無人知指的是什么意思,['51378'],[],description,3,0,[],,"['51376', '51377', '52336']","[0.4592195153236389, 0.4550653398036957, 0.45443636178970337]","['description', 'description', 'description']"
"临别赠言幸承思于伟饯,登高作赋是所望于群公什么意思",['51378'],[],description,1,0,[],,['51376'],[0.4680177569389343],['description']
"临别赠言幸承思于伟饯,登高作赋是所望于群公什么意思",['51378'],[],description,3,0,[],,"['51376', '51377', '52524']","[0.4680177569389343, 0.42918860912323, 0.4252743124961853]","['description', 'description', 'description']"
"乘风破浪会有时,直挂云帆济沧海什么意思",['51378'],[],description,1,0,[],,['51376'],[0.4951930046081543],['description']
"乘风破浪会有时,直挂云帆济沧海什么意思",['51378'],[],description,3,0,[],,"['51376', '51388', '51377']","[0.4951930046081543, 0.4503817558288574, 0.4493340253829956]","['description', 'description', 'description']"
予尝求古仁人之心尝的意思,['51378'],[],description,1,0,[],,['51376'],[0.4793705344200134],['description']
予尝求古仁人之心尝的意思,['51378'],[],description,3,0,[],,"['51376', '52524', '51377']","[0.4793705344200134, 0.47231781482696533, 0.4329169988632202]","['description', 'description', 'description']"
二人同心其利断金出自哪里,['51378'],[],description,1,0,[],,['51376'],[0.40727925300598145],['description']
二人同心其利断金出自哪里,['51378'],[],description,3,0,[],,"['51376', '52524', '51388']","[0.40727925300598145, 0.3963843882083893, 0.3956145942211151]","['description', 'description', 'description']"
二十三丝动紫皇的意思,['51378'],[],description,1,0,[],,['51376'],[0.5149596929550171],['description']
二十三丝动紫皇的意思,['51378'],[],description,3,0,[],,"['51376', '51377', '52524']","[0.5149596929550171, 0.4962145984172821, 0.4633355736732483]","['description', 'description', 'description']"
于嗟洵兮读音,['51378'],[],description,1,0,[],,['52524'],[0.5261437892913818],['description']
于嗟洵兮读音,['51378'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.5261437892913818, 0.5000209212303162, 0.4876306653022766]","['description', 'description', 'description']"
云想衣裳花想容春风拂槛露华浓是什么意思,['51378'],[],description,1,0,[],,['51376'],[0.5020654201507568],['description']
云想衣裳花想容春风拂槛露华浓是什么意思,['51378'],[],description,3,0,[],,"['51376', '51377', '52336']","[0.5020654201507568, 0.4684169590473175, 0.4657447934150696]","['description', 'description', 'description']"
"五月榴花照眼明,枝间时见子初成翻译",['51378'],[],description,1,0,[],,['51376'],[0.4811245799064636],['description']
"五月榴花照眼明,枝间时见子初成翻译",['51378'],[],description,3,0,[],,"['51376', '51377', '52524']","[0.4811245799064636, 0.45491644740104675, 0.4157058894634247]","['description', 'description', 'description']"
人生如梦下一句是什么,['51378'],[],description,1,0,[],,['51377'],[0.4379364550113678],['description']
人生如梦下一句是什么,['51378'],[],description,3,0,[],,"['51377', '51379', '51376']","[0.4379364550113678, 0.4260954260826111, 0.40332409739494324]","['description', 'description', 'description']"
便是人间好时节的上一句是什么,['51378'],[],description,1,0,[],,['51379'],[0.47937145829200745],['description']
便是人间好时节的上一句是什么,['51378'],[],description,3,0,[],,"['51379', '51323', '51377']","[0.47937145829200745, 0.4336412250995636, 0.4308938980102539]","['description', 'description', 'description']"
停车坐爱枫林晚霜叶红于二月花的意思是什么,['51378'],[],description,1,0,[],,['51376'],[0.49211031198501587],['description']
停车坐爱枫林晚霜叶红于二月花的意思是什么,['51378'],[],description,3,0,[],,"['51376', '51377', '51388']","[0.49211031198501587, 0.45466935634613037, 0.4202026128768921]","['description', 'description', 'description']"
六龙俨其齐首 载云车之容裔意思,['51378'],[],description,1,0,[],,['51376'],[0.43179023265838623],['description']
六龙俨其齐首 载云车之容裔意思,['51378'],[],description,3,0,[],,"['51376', '52524', '51379']","[0.43179023265838623, 0.42293497920036316, 0.4104864001274109]","['description', 'description', 'description']"
关关雎鸠的读音,['51378'],[],description,1,0,[],,['51377'],[0.5316953063011169],['description']
关关雎鸠的读音,['51378'],[],description,3,0,[],,"['51377', '52524', '51376']","[0.5316953063011169, 0.5196791291236877, 0.5152015686035156]","['description', 'description', 'description']"
则素湍绿潭回清倒影的翻译,['51378'],[],description,1,0,[],,['51376'],[0.46681830286979675],['description']
则素湍绿潭回清倒影的翻译,['51378'],[],description,3,0,[],,"['51376', '52524', '51377']","[0.46681830286979675, 0.4573282301425934, 0.4508536458015442]","['description', 'description', 'description']"
初闻涕泪满衣裳是什么意思,['51378'],[],description,1,0,[],,['51376'],[0.5333954691886902],['description']
初闻涕泪满衣裳是什么意思,['51378'],[],description,3,0,[],,"['51376', '51377', '52336']","[0.5333954691886902, 0.48871031403541565, 0.4645410180091858]","['description', 'description', 'description']"
勿以恶小而为之勿以善小而不为是什么意思,['51378'],[],description,1,0,[],,['52336'],[0.45055729150772095],['description']
勿以恶小而为之勿以善小而不为是什么意思,['51378'],[],description,3,0,[],,"['52336', '51388', '52524']","[0.45055729150772095, 0.4357898533344269, 0.42715340852737427]","['description', 'description', 'description']"
北邀当国者相见翻译,['51378'],[],description,1,0,[],,['52524'],[0.48595404624938965],['description']
北邀当国者相见翻译,['51378'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.48595404624938965, 0.46998700499534607, 0.4493352174758911]","['description', 'description', 'description']"
匹夫不可夺其志也上一句,['51378'],[],description,1,0,[],,['52524'],[0.3689589500427246],['description']
匹夫不可夺其志也上一句,['51378'],[],description,3,0,[],,"['52524', '51376', '51379']","[0.3689589500427246, 0.3625074028968811, 0.36033299565315247]","['description', 'description', 'description']"
千里莺啼绿映红的作者是谁,['51378'],[],description,1,1,['51378'],1.0,['51378'],[0.49366122484207153],['description']
千里莺啼绿映红的作者是谁,['51378'],[],description,3,1,['51378'],1.0,"['51378', '51377', '51376']","[0.49366122484207153, 0.48269951343536377, 0.46232932806015015]","['description', 'description', 'description']"
半亩方塘一鉴开的下一句,['51378'],[],description,1,0,[],,['51379'],[0.4941155016422272],['description']
半亩方塘一鉴开的下一句,['51378'],[],description,3,0,[],,"['51379', '51376', '51377']","[0.4941155016422272, 0.4611133933067322, 0.4517838954925537]","['description', 'description', 'description']"
卖油翁翻译。,['51378'],[],description,1,0,[],,['52524'],[0.5490742921829224],['description']
卖油翁翻译。,['51378'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.5490742921829224, 0.5087042450904846, 0.4919610023498535]","['description', 'description', 'description']"
南帘曝日省冬烘拼音,['51378'],[],description,1,0,[],,['51377'],[0.4399065375328064],['description']
南帘曝日省冬烘拼音,['51378'],[],description,3,0,[],,"['51377', '51376', '51388']","[0.4399065375328064, 0.43667614459991455, 0.43538424372673035]","['description', 'description', 'description']"
却话巴山夜雨时的上一句,['51378'],[],description,1,0,[],,['51379'],[0.4690132141113281],['description']
却话巴山夜雨时的上一句,['51378'],[],description,3,0,[],,"['51379', '51377', '51376']","[0.4690132141113281, 0.43560945987701416, 0.4296586513519287]","['description', 'description', 'description']"
卷起千堆雪前一句是什么,['51378'],[],description,1,0,[],,['51379'],[0.5205976963043213],['description']
卷起千堆雪前一句是什么,['51378'],[],description,3,0,[],,"['51379', '51376', '51377']","[0.5205976963043213, 0.4761708378791809, 0.4749983847141266]","['description', 'description', 'description']"
又不学下一句是什么,['51378'],[],description,1,0,[],,['51377'],[0.5097208023071289],['description']
又不学下一句是什么,['51378'],[],description,3,0,[],,"['51377', '51379', '51376']","[0.5097208023071289, 0.49597305059432983, 0.46755310893058777]","['description', 'description', 'description']"
古之为军也不以阻隘也翻译,['51378'],[],description,1,0,[],,['52524'],[0.46415090560913086],['description']
古之为军也不以阻隘也翻译,['51378'],[],description,3,0,[],,"['52524', '51376', '51377']","[0.46415090560913086, 0.4177713990211487, 0.3857737183570862]","['description', 'description', 'description']"
古诗 敬亭山的意思,['51378'],[],description,1,0,[],,['51376'],[0.5676183700561523],['description']
古诗 敬亭山的意思,['51378'],[],description,3,1,['51378'],2.0,"['51376', '51378', '51377']","[0.5676183700561523, 0.5404452085494995, 0.5158888697624207]","['description', 'description', 'description']"
同舍生皆被绮绣读音,['51378'],[],description,1,0,[],,['52524'],[0.5431772470474243],['description']
同舍生皆被绮绣读音,['51378'],[],description,3,0,[],,"['52524', '51381', '51376']","[0.5431772470474243, 0.5029411911964417, 0.49990713596343994]","['description', 'description', 'description']"
"君子不由也,由什么意思",['51378'],[],description,1,0,[],,['51388'],[0.5120094418525696],['description']
"君子不由也,由什么意思",['51378'],[],description,3,0,[],,"['51388', '52524', '52336']","[0.5120094418525696, 0.4994657039642334, 0.49749070405960083]","['description', 'description', 'description']"
君子之交淡如水的下一句,['51378'],[],description,1,0,[],,['51377'],[0.411196231842041],['description']
君子之交淡如水的下一句,['51378'],[],description,3,0,[],,"['51377', '51379', '52524']","[0.411196231842041, 0.4049035906791687, 0.39469897747039795]","['description', 'description', 'description']"
听蛙声一片的上一句是什么,['51378'],[],description,1,0,[],,['51377'],[0.46761786937713623],['description']
听蛙声一片的上一句是什么,['51378'],[],description,3,0,[],,"['51377', '51379', '51376']","[0.46761786937713623, 0.4502464234828949, 0.42499974370002747]","['description', 'description', 'description']"
呼尔而与之是什么句,['51378'],[],description,1,0,[],,['52524'],[0.4617861211299896],['description']
呼尔而与之是什么句,['51378'],[],description,3,0,[],,"['52524', '51377', '52523']","[0.4617861211299896, 0.45720458030700684, 0.44232696294784546]","['description', 'description', 'description']"
噫微斯人吾谁与归什么意思,['51378'],[],description,1,0,[],,['51376'],[0.45322808623313904],['description']
噫微斯人吾谁与归什么意思,['51378'],[],description,3,0,[],,"['51376', '52524', '51388']","[0.45322808623313904, 0.4487851858139038, 0.4412028193473816]","['description', 'description', 'description']"
四月清和雨乍晴什么意思,['51378'],[],description,1,0,[],,['51376'],[0.477771520614624],['description']
四月清和雨乍晴什么意思,['51378'],[],description,3,0,[],,"['51376', '51377', '51388']","[0.477771520614624, 0.4689432680606842, 0.434558629989624]","['description', 'description', 'description']"
"回眸一笑百媚生,六宫粉黛无颜色是什么意思",['51378'],[],description,1,0,[],,['51376'],[0.5046197175979614],['description']
