query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
万荣易家南街店地址,['5778'],[],description,1,0,[],,['5012'],[0.5079896450042725],['description']
万荣易家南街店地址,['5778'],[],description,3,0,[],,"['5012', '47198', '47272']","[0.5079896450042725, 0.4977339804172516, 0.4247749149799347]","['description', 'description', 'description']"
万象城营业时间,['5778'],[],description,1,0,[],,['5012'],[0.6109781265258789],['description']
万象城营业时间,['5778'],[],description,3,0,[],,"['5012', '47198', '5671']","[0.6109781265258789, 0.5199103355407715, 0.4965607523918152]","['description', 'description', 'description']"
三亚住房公积金管理局电话,['5778'],[],description,1,0,[],,['47198'],[0.4160269498825073],['description']
三亚住房公积金管理局电话,['5778'],[],description,3,0,[],,"['47198', '5012', '39537']","[0.4160269498825073, 0.39108940958976746, 0.3823491334915161]","['description', 'description', 'description']"
不锈钢厂家联系方式,['5778'],[],description,1,0,[],,['5359'],[0.5200605988502502],['description']
不锈钢厂家联系方式,['5778'],[],description,3,0,[],,"['5359', '47198', '28128']","[0.5200605988502502, 0.4487120509147644, 0.44648629426956177]","['description', 'description', 'description']"
东海酒楼电话号码是多少,['5778'],[],description,1,0,[],,['5012'],[0.48634135723114014],['description']
东海酒楼电话号码是多少,['5778'],[],description,3,0,[],,"['5012', '47272', '47198']","[0.48634135723114014, 0.45205992460250854, 0.4449610412120819]","['description', 'description', 'description']"
东莞站在东莞哪个镇,['5778'],[],description,1,0,[],,['47198'],[0.48041167855262756],['description']
东莞站在东莞哪个镇,['5778'],[],description,3,0,[],,"['47198', '5012', '47242']","[0.48041167855262756, 0.44130462408065796, 0.4243285059928894]","['description', 'description', 'description']"
中升奔驰4s店电话,['5778'],[],description,1,0,[],,['5012'],[0.4717591404914856],['description']
中升奔驰4s店电话,['5778'],[],description,3,0,[],,"['5012', '47198', '60338']","[0.4717591404914856, 0.4373566508293152, 0.3765573501586914]","['description', 'description', 'description']"
中泽机械设备有限公司地址,['5778'],[],description,1,0,[],,['47198'],[0.440457820892334],['description']
中泽机械设备有限公司地址,['5778'],[],description,3,0,[],,"['47198', '39537', '5881']","[0.440457820892334, 0.4341312646865845, 0.43018099665641785]","['description', 'description', 'description']"
中诺口腔医院地址和电话,['5778'],[],description,1,0,[],,['47198'],[0.5207913517951965],['description']
中诺口腔医院地址和电话,['5778'],[],description,3,0,[],,"['47198', '5012', '39537']","[0.5207913517951965, 0.48812925815582275, 0.45880526304244995]","['description', 'description', 'description']"
二新华电话,['5778'],[],description,1,0,[],,['47198'],[0.5119396448135376],['description']
二新华电话,['5778'],[],description,3,1,['5778'],3.0,"['47198', '5012', '5778']","[0.5119396448135376, 0.47899454832077026, 0.46282392740249634]","['description', 'description', 'description']"
于洪区深蓝浴舍位置,['5778'],[],description,1,0,[],,['47198'],[0.4598563313484192],['description']
于洪区深蓝浴舍位置,['5778'],[],description,3,0,[],,"['47198', '47272', '5012']","[0.4598563313484192, 0.44803759455680847, 0.43866807222366333]","['description', 'description', 'description']"
云南普者黑是哪个城市,['5778'],[],description,1,0,[],,['47198'],[0.4282717704772949],['description']
云南普者黑是哪个城市,['5778'],[],description,3,0,[],,"['47198', '39537', '46679']","[0.4282717704772949, 0.4086412489414215, 0.3874322772026062]","['description', 'description', 'description']"
仙桃沙嘴社区服务中心地址,['5778'],[],description,1,0,[],,['47198'],[0.5539121627807617],['description']
仙桃沙嘴社区服务中心地址,['5778'],[],description,3,1,['5778'],2.0,"['47198', '5778', '5917']","[0.5539121627807617, 0.45886504650115967, 0.45550793409347534]","['description', 'description', 'description']"
佳木斯爱尔眼科医院地址,['5778'],[],description,1,0,[],,['47198'],[0.4489271640777588],['description']
