query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
68度闷倒驴酒价格,['60977'],[],description,1,0,[],,['60338'],[0.4096783995628357],['description']
68度闷倒驴酒价格,['60977'],[],description,3,0,[],,"['60338', '61800', '51590']","[0.4096783995628357, 0.3752622604370117, 0.3503205180168152]","['description', 'description', 'description']"
omo,['60977'],[],description,1,0,[],,['51388'],[0.5246277451515198],['description']
omo,['60977'],[],description,3,1,['60977'],3.0,"['51388', '51377', '60977']","[0.5246277451515198, 0.5131856203079224, 0.510042667388916]","['description', 'description', 'description']"
originals,['60977'],[],description,1,0,[],,['51275'],[0.5037128329277039],['description']
originals,['60977'],[],description,3,0,[],,"['51275', '23', '85']","[0.5037128329277039, 0.4902951121330261, 0.46843236684799194]","['description', 'description', 'description']"
rimowa多少钱,['60977'],[],description,1,0,[],,['60338'],[0.5273900032043457],['description']
rimowa多少钱,['60977'],[],description,3,1,['60977'],3.0,"['60338', '60540', '60977']","[0.5273900032043457, 0.4888016879558563, 0.47955065965652466]","['description', 'description', 'description']"
rtx显卡,['60977'],[],description,1,1,['60977'],1.0,['60977'],[0.4878078103065491],['description']
rtx显卡,['60977'],[],description,3,1,['60977'],1.0,"['60977', '5550', '5778']","[0.4878078103065491, 0.4769912362098694, 0.43204474449157715]","['description', 'description', 'description']"
vivo 手机,['60977'],[],description,1,0,[],,['60540'],[0.5373330116271973],['description']
vivo 手机,['60977'],[],description,3,1,['60977'],2.0,"['60540', '60977', '5271']","[0.5373330116271973, 0.4991282522678375, 0.4838915765285492]","['description', 'description', 'description']"
世达工具大全和价格表,['60977'],[],description,1,0,[],,['5881'],[0.44177213311195374],['description']
世达工具大全和价格表,['60977'],[],description,3,0,[],,"['5881', '5544', '60338']","[0.44177213311195374, 0.4279101490974426, 0.4093782901763916]","['description', 'description', 'description']"
丝袜,['60977'],[],description,1,0,[],,['51377'],[0.4459872245788574],['description']
丝袜,['60977'],[],description,3,1,['60977'],2.0,"['51377', '60977', '51388']","[0.4459872245788574, 0.43175122141838074, 0.4272547960281372]","['description', 'description', 'description']"
乌苏啤酒的价格,['60977'],[],description,1,0,[],,['60338'],[0.4896092712879181],['description']
乌苏啤酒的价格,['60977'],[],description,3,0,[],,"['60338', '61800', '51590']","[0.4896092712879181, 0.4280741214752197, 0.42802998423576355]","['description', 'description', 'description']"
乐高积木,['60977'],[],description,1,1,['60977'],1.0,['60977'],[0.36389362812042236],['description']
乐高积木,['60977'],[],description,3,1,['60977'],1.0,"['60977', '5179', '5917']","[0.36389362812042236, 0.3573431372642517, 0.35193705558776855]","['description', 'description', 'description']"
书包价格。。。,['60977'],[],description,1,0,[],,['60338'],[0.5383419990539551],['description']
书包价格。。。,['60977'],[],description,3,1,['60977'],2.0,"['60338', '60977', '60540']","[0.5383419990539551, 0.5314100980758667, 0.5147764682769775]","['description', 'description', 'description']"
乳胶枕,['60977'],[],description,1,1,['60977'],1.0,['60977'],[0.3498663604259491],['description']
乳胶枕,['60977'],[],description,3,1,['60977'],1.0,"['60977', '5881', '5544']","[0.3498663604259491, 0.32392027974128723, 0.3167864978313446]","['description', 'description', 'description']"
云南酒,['60977'],[],description,1,0,[],,['61800'],[0.39228373765945435],['description']
云南酒,['60977'],[],description,3,0,[],,"['61800', '51377', '47272']","[0.39228373765945435, 0.35200637578964233, 0.34520503878593445]","['description', 'description', 'description']"
