query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
",镑",['51381'],[],description,1,0,[],,['5293'],[0.568479061126709],['description']
",镑",['51381'],[],description,3,0,[],,"['5293', '51388', '51323']","[0.568479061126709, 0.5630786418914795, 0.5311754941940308]","['description', 'description', 'description']"
: 衢,['51381'],[],description,1,0,[],,['51388'],[0.5440101623535156],['description']
: 衢,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51323', '51381']","[0.5440101623535156, 0.5432047843933105, 0.5153399109840393]","['description', 'description', 'description']"
一′,['51381'],[],description,1,0,[],,['51388'],[0.5927419662475586],['description']
一′,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51323', '51381']","[0.5927419662475586, 0.5902398824691772, 0.5740307569503784]","['description', 'description', 'description']"
一大大写怎么写,['51381'],[],description,1,0,[],,['51323'],[0.6905086040496826],['description']
一大大写怎么写,['51381'],[],description,3,0,[],,"['51323', '51382', '51388']","[0.6905086040496826, 0.519913375377655, 0.5118148326873779]","['description', 'description', 'description']"
代,['51381'],[],description,1,0,[],,['51323'],[0.607122540473938],['description']
代,['51381'],[],description,3,0,[],,"['51323', '51377', '51388']","[0.607122540473938, 0.6002735495567322, 0.5849507451057434]","['description', 'description', 'description']"
似,['51381'],[],description,1,1,['51381'],1.0,['51381'],[0.6189138293266296],['description']
似,['51381'],[],description,3,1,['51381'],1.0,"['51381', '51388', '51377']","[0.6189138293266296, 0.5977461338043213, 0.5674352049827576]","['description', 'description', 'description']"
借,['51381'],[],description,1,0,[],,['51388'],[0.5933957695960999],['description']
借,['51381'],[],description,3,0,[],,"['51388', '51377', '51323']","[0.5933957695960999, 0.5683369636535645, 0.5613417625427246]","['description', 'description', 'description']"
僚是什么字,['51381'],[],description,1,1,['51381'],1.0,['51381'],[0.5082376003265381],['description']
僚是什么字,['51381'],[],description,3,1,['51381'],1.0,"['51381', '51388', '51382']","[0.5082376003265381, 0.5070288181304932, 0.5046075582504272]","['description', 'description', 'description']"
冚,['51381'],[],description,1,0,[],,['51323'],[0.5840365886688232],['description']
冚,['51381'],[],description,3,1,['51381'],3.0,"['51323', '51388', '51381']","[0.5840365886688232, 0.563372015953064, 0.5489654541015625]","['description', 'description', 'description']"
刃,['51381'],[],description,1,0,[],,['51388'],[0.5467551946640015],['description']
刃,['51381'],[],description,3,0,[],,"['51388', '51323', '51377']","[0.5467551946640015, 0.5215848684310913, 0.5159013271331787]","['description', 'description', 'description']"
刬,['51381'],[],description,1,0,[],,['51388'],[0.5990394353866577],['description']
刬,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51323', '51381']","[0.5990394353866577, 0.576474130153656, 0.5533016920089722]","['description', 'description', 'description']"
勳,['51381'],[],description,1,0,[],,['51388'],[0.567280113697052],['description']
勳,['51381'],[],description,3,0,[],,"['51388', '51377', '51323']","[0.567280113697052, 0.5594446659088135, 0.5452285408973694]","['description', 'description', 'description']"
匣,['51381'],[],description,1,0,[],,['51388'],[0.5480697154998779],['description']
匣,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51323', '51381']","[0.5480697154998779, 0.5378982424736023, 0.5120295882225037]","['description', 'description', 'description']"
匪,['51381'],[],description,1,0,[],,['51388'],[0.5182087421417236],['description']
匪,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51377', '51381']","[0.5182087421417236, 0.4885891079902649, 0.4760463237762451]","['description', 'description', 'description']"
厂,['51381'],[],description,1,0,[],,['47242'],[0.5108447074890137],['description']
厂,['51381'],[],description,3,0,[],,"['47242', '51388', '5671']","[0.5108447074890137, 0.5066075325012207, 0.487834632396698]","['description', 'description', 'description']"
厘字,['51381'],[],description,1,1,['51381'],1.0,['51381'],[0.6232807040214539],['description']
厘字,['51381'],[],description,3,1,['51381'],1.0,"['51381', '51382', '51388']","[0.6232807040214539, 0.6062192320823669, 0.6052031517028809]","['description', 'description', 'description']"
叮,['51381'],[],description,1,0,[],,['51377'],[0.5396190285682678],['description']
叮,['51381'],[],description,3,1,['51381'],3.0,"['51377', '51388', '51381']","[0.5396190285682678, 0.5362562537193298, 0.5234389901161194]","['description', 'description', 'description']"
后,['51381'],[],description,1,0,[],,['51388'],[0.5410945415496826],['description']
后,['51381'],[],description,3,0,[],,"['51388', '51377', '51323']","[0.5410945415496826, 0.5348262190818787, 0.5141115188598633]","['description', 'description', 'description']"
咀,['51381'],[],description,1,0,[],,['51388'],[0.5653693079948425],['description']
咀,['51381'],[],description,3,1,['51381'],3.0,"['51388', '51377', '51381']","[0.5653693079948425, 0.5334390997886658, 0.5324615836143494]","['description', 'description', 'description']"
