query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
10月黄道吉日,['61277'],[],description,1,0,[],,['61111'],[0.7410125732421875],['description']
10月黄道吉日,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.7410125732421875, 0.6398244500160217, 0.620290994644165]","['description', 'description', 'description']"
1969年的老黄历,['61277'],[],description,1,0,[],,['61111'],[0.5694772005081177],['description']
1969年的老黄历,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.5694772005081177, 0.5658613443374634, 0.5313537120819092]","['description', 'description', 'description']"
2020.7.12黄道吉日,['61277'],[],description,1,0,[],,['61111'],[0.6486048102378845],['description']
2020.7.12黄道吉日,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.6486048102378845, 0.5598782300949097, 0.5339823365211487]","['description', 'description', 'description']"
2020年8月份乔迁黄道吉日,['61277'],[],description,1,0,[],,['61111'],[0.5764726400375366],['description']
2020年8月份乔迁黄道吉日,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.5764726400375366, 0.4967600703239441, 0.47162294387817383]","['description', 'description', 'description']"
2021年7月份回家吉日,['61277'],[],description,1,0,[],,['61111'],[0.598407506942749],['description']
2021年7月份回家吉日,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.598407506942749, 0.5508324503898621, 0.5479593873023987]","['description', 'description', 'description']"
2021年农历5月26日吉时,['61277'],[],description,1,0,[],,['61111'],[0.5923130512237549],['description']
2021年农历5月26日吉时,['61277'],[],description,3,0,[],,"['61111', '62497', '5601']","[0.5923130512237549, 0.5299842953681946, 0.5268810987472534]","['description', 'description', 'description']"
2026.6.9是黄道吉日吗,['61277'],[],description,1,0,[],,['61111'],[0.6647237539291382],['description']
2026.6.9是黄道吉日吗,['61277'],[],description,3,0,[],,"['61111', '5601', '62497']","[0.6647237539291382, 0.5964857339859009, 0.540936291217804]","['description', 'description', 'description']"
2026农历六月搬家吉日,['61277'],[],description,1,0,[],,['61111'],[0.5501552820205688],['description']
