query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
(-2)-(-3)等于多少,['5601'],[],description,1,0,[],,['51044'],[0.5280677676200867],['description']
(-2)-(-3)等于多少,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.5280677676200867, 0.4408297538757324, 0.4205837845802307]","['description', 'description', 'description']"
(-2.5) 2  1/3=,['5601'],[],description,1,0,[],,['51044'],[0.5555996894836426],['description']
(-2.5) 2  1/3=,['5601'],[],description,3,0,[],,"['51044', '51323', '50760']","[0.5555996894836426, 0.38619720935821533, 0.37438416481018066]","['description', 'description', 'description']"
-1 3=,['5601'],[],description,1,0,[],,['51044'],[0.5865018963813782],['description']
-1 3=,['5601'],[],description,3,0,[],,"['51044', '51323', '60977']","[0.5865018963813782, 0.47471070289611816, 0.4647389054298401]","['description', 'description', 'description']"
-4加-4等于多少,['5601'],[],description,1,0,[],,['51044'],[0.5177738666534424],['description']
-4加-4等于多少,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.5177738666534424, 0.4583396911621094, 0.43327730894088745]","['description', 'description', 'description']"
-5乘-25/7加-12加,['5601'],[],description,1,0,[],,['51044'],[0.43555715680122375],['description']
-5乘-25/7加-12加,['5601'],[],description,3,0,[],,"['51044', '51323', '51382']","[0.43555715680122375, 0.38772717118263245, 0.3579375743865967]","['description', 'description', 'description']"
-5减-3等于多少,['5601'],[],description,1,0,[],,['51044'],[0.49513405561447144],['description']
-5减-3等于多少,['5601'],[],description,3,0,[],,"['51044', '51388', '51323']","[0.49513405561447144, 0.43179261684417725, 0.41454076766967773]","['description', 'description', 'description']"
0.7569开方,['5601'],[],description,1,0,[],,['51044'],[0.6458514928817749],['description']
0.7569开方,['5601'],[],description,3,0,[],,"['51044', '51388', '51323']","[0.6458514928817749, 0.43002402782440186, 0.4169906675815582]","['description', 'description', 'description']"
0.8÷16的竖式计算,['5601'],[],description,1,0,[],,['51044'],[0.49816057085990906],['description']
0.8÷16的竖式计算,['5601'],[],description,3,0,[],,"['51044', '51323', '51382']","[0.49816057085990906, 0.3928864598274231, 0.369498610496521]","['description', 'description', 'description']"
0.99÷1.8,['5601'],[],description,1,0,[],,['51044'],[0.5546860694885254],['description']
0.99÷1.8,['5601'],[],description,3,0,[],,"['51044', '60977', '51388']","[0.5546860694885254, 0.3974945545196533, 0.3973314166069031]","['description', 'description', 'description']"
1.05的5次方等于多少,['5601'],[],description,1,0,[],,['51044'],[0.6465860605239868],['description']
1.05的5次方等于多少,['5601'],[],description,3,0,[],,"['51044', '51388', '51323']","[0.6465860605239868, 0.4713229835033417, 0.4586121439933777]","['description', 'description', 'description']"
1.15的四次方,['5601'],[],description,1,0,[],,['51044'],[0.6374462246894836],['description']
1.15的四次方,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.6374462246894836, 0.4864668846130371, 0.4795457422733307]","['description', 'description', 'description']"
1.26÷0.03的竖式计算,['5601'],[],description,1,0,[],,['51044'],[0.4553833603858948],['description']
1.26÷0.03的竖式计算,['5601'],[],description,3,0,[],,"['51044', '51323', '47198']","[0.4553833603858948, 0.39023706316947937, 0.365337610244751]","['description', 'description', 'description']"
1.3的36次方等于多少,['5601'],[],description,1,0,[],,['51044'],[0.6047964096069336],['description']
1.3的36次方等于多少,['5601'],[],description,3,0,[],,"['51044', '51323', '47198']","[0.6047964096069336, 0.44116145372390747, 0.42781710624694824]","['description', 'description', 'description']"
1.575加1.6,['5601'],[],description,1,0,[],,['51044'],[0.4694942831993103],['description']
1.575加1.6,['5601'],[],description,3,0,[],,"['51044', '5293', '60338']","[0.4694942831993103, 0.4324183762073517, 0.4218629002571106]","['description', 'description', 'description']"
1/2加1/4加1/8,['5601'],[],description,1,0,[],,['51044'],[0.48204725980758667],['description']
1/2加1/4加1/8,['5601'],[],description,3,0,[],,"['51044', '51323', '51382']","[0.48204725980758667, 0.4519563913345337, 0.43343687057495117]","['description', 'description', 'description']"
100 50,['5601'],[],description,1,0,[],,['51044'],[0.49947646260261536],['description']
100 50,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.49947646260261536, 0.47810953855514526, 0.478107750415802]","['description', 'description', 'description']"
"1000-243的,竖式计算",['5601'],[],description,1,0,[],,['51044'],[0.45775657892227173],['description']
"1000-243的,竖式计算",['5601'],[],description,3,0,[],,"['51044', '51323', '51382']","[0.45775657892227173, 0.4452557861804962, 0.3718462288379669]","['description', 'description', 'description']"
1000除以13等于多少,['5601'],[],description,1,0,[],,['51044'],[0.4812511205673218],['description']
1000除以13等于多少,['5601'],[],description,3,0,[],,"['51044', '51323', '47198']","[0.4812511205673218, 0.44292038679122925, 0.4091128706932068]","['description', 'description', 'description']"
1052÷7,['5601'],[],description,1,0,[],,['51044'],[0.576936662197113],['description']
1052÷7,['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.576936662197113, 0.5113555788993835, 0.4871741235256195]","['description', 'description', 'description']"
10万乘以10万是多少,['5601'],[],description,1,0,[],,['51044'],[0.589858889579773],['description']
10万乘以10万是多少,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.589858889579773, 0.5300006866455078, 0.48486602306365967]","['description', 'description', 'description']"
115÷23%,['5601'],[],description,1,0,[],,['51044'],[0.583775520324707],['description']
115÷23%,['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.583775520324707, 0.49696680903434753, 0.4784114360809326]","['description', 'description', 'description']"
1194÷6,['5601'],[],description,1,0,[],,['51044'],[0.5727667808532715],['description']
1194÷6,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.5727667808532715, 0.47176605463027954, 0.4420381188392639]","['description', 'description', 'description']"
120 120,['5601'],[],description,1,0,[],,['51044'],[0.536542534828186],['description']
120 120,['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.536542534828186, 0.5161010026931763, 0.5149564146995544]","['description', 'description', 'description']"
129乘34,['5601'],[],description,1,0,[],,['51323'],[0.3757532238960266],['description']
129乘34,['5601'],[],description,3,0,[],,"['51323', '51044', '267']","[0.3757532238960266, 0.3727198541164398, 0.3314889967441559]","['description', 'description', 'description']"
12x12=多少,['5601'],[],description,1,0,[],,['51044'],[0.5397145748138428],['description']
12x12=多少,['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.5397145748138428, 0.501046359539032, 0.4574739336967468]","['description', 'description', 'description']"
13的三次方是多少,['5601'],[],description,1,0,[],,['51044'],[0.533550500869751],['description']
13的三次方是多少,['5601'],[],description,3,0,[],,"['51044', '51323', '51388']","[0.533550500869751, 0.4325730800628662, 0.4177977442741394]","['description', 'description', 'description']"
14950 2030=,['5601'],[],description,1,0,[],,['51044'],[0.5279465913772583],['description']
14950 2030=,['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.5279465913772583, 0.5262296795845032, 0.4893396496772766]","['description', 'description', 'description']"
150÷100等于几,['5601'],[],description,1,0,[],,['51044'],[0.5199000239372253],['description']
150÷100等于几,['5601'],[],description,3,0,[],,"['51044', '5293', '60338']","[0.5199000239372253, 0.43293777108192444, 0.41160768270492554]","['description', 'description', 'description']"
"159÷94,列竖式计算",['5601'],[],description,1,0,[],,['51044'],[0.4944596290588379],['description']
"159÷94,列竖式计算",['5601'],[],description,3,1,['5601'],3.0,"['51044', '51323', '5601']","[0.4944596290588379, 0.40923383831977844, 0.3633909821510315]","['description', 'description', 'description']"
