query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
一本道,['28128'],[],description,1,0,[],,['52524'],[0.4923691153526306],['description']
一本道,['28128'],[],description,3,0,[],,"['52524', '267', '51388']","[0.4923691153526306, 0.4898957312107086, 0.4876554310321808]","['description', 'description', 'description']"
三花,['28128'],[],description,1,0,[],,['51377'],[0.4990982711315155],['description']
三花,['28128'],[],description,3,0,[],,"['51377', '51323', '51388']","[0.4990982711315155, 0.4949288070201874, 0.48939281702041626]","['description', 'description', 'description']"
世纪金源,['28128'],[],description,1,0,[],,['5012'],[0.5001233816146851],['description']
世纪金源,['28128'],[],description,3,0,[],,"['5012', '47198', '51482']","[0.5001233816146851, 0.4688153862953186, 0.4454502463340759]","['description', 'description', 'description']"
中公国际,['28128'],[],description,1,0,[],,['5432'],[0.5209571123123169],['description']
中公国际,['28128'],[],description,3,0,[],,"['5432', '50161', '50926']","[0.5209571123123169, 0.518443763256073, 0.5123017430305481]","['description', 'description', 'description']"
中海物业,['28128'],[],description,1,0,[],,['47198'],[0.503678023815155],['description']
中海物业,['28128'],[],description,3,0,[],,"['47198', '51457', '47242']","[0.503678023815155, 0.4945012331008911, 0.47909826040267944]","['description', 'description', 'description']"
中船衡远科技有限公司总工程师是谁,['28128'],[],description,1,0,[],,['51457'],[0.46424612402915955],['description']
中船衡远科技有限公司总工程师是谁,['28128'],[],description,3,1,['28128'],3.0,"['51457', '60265', '28128']","[0.46424612402915955, 0.4317672550678253, 0.4066169559955597]","['description', 'description', 'description']"
乌鲁木齐铁路局电话,['28128'],[],description,1,0,[],,['5851'],[0.4789055585861206],['description']
乌鲁木齐铁路局电话,['28128'],[],description,3,0,[],,"['5851', '47198', '5012']","[0.4789055585861206, 0.4425317645072937, 0.4375300407409668]","['description', 'description', 'description']"
乔家大院简介,['28128'],[],description,1,0,[],,['39537'],[0.4142153859138489],['description']
乔家大院简介,['28128'],[],description,3,0,[],,"['39537', '52524', '5671']","[0.4142153859138489, 0.36276763677597046, 0.36219877004623413]","['description', 'description', 'description']"
九州代驾电话号码,['28128'],[],description,1,0,[],,['47198'],[0.44721609354019165],['description']
九州代驾电话号码,['28128'],[],description,3,0,[],,"['47198', '5012', '60874']","[0.44721609354019165, 0.3903149962425232, 0.389435350894928]","['description', 'description', 'description']"
云南煤磷科技有限公司,['28128'],[],description,1,0,[],,['47198'],[0.43209028244018555],['description']
云南煤磷科技有限公司,['28128'],[],description,3,0,[],,"['47198', '51457', '28126']","[0.43209028244018555, 0.4276800751686096, 0.414293110370636]","['description', 'description', 'description']"
伊特普森科技有限公司,['28128'],[],description,1,0,[],,['51457'],[0.5048213005065918],['description']
伊特普森科技有限公司,['28128'],[],description,3,0,[],,"['51457', '5881', '28126']","[0.5048213005065918, 0.4977056086063385, 0.48629865050315857]","['description', 'description', 'description']"
保定银座,['28128'],[],description,1,0,[],,['60874'],[0.48242494463920593],['description']
保定银座,['28128'],[],description,3,0,[],,"['60874', '5012', '47198']","[0.48242494463920593, 0.46074169874191284, 0.4478861689567566]","['description', 'description', 'description']"
保险公司电话号码多少,['28128'],[],description,1,0,[],,['47198'],[0.5418239831924438],['description']
保险公司电话号码多少,['28128'],[],description,3,0,[],,"['47198', '5012', '5273']","[0.5418239831924438, 0.5194973349571228, 0.5113177299499512]","['description', 'description', 'description']"
公和堂,['28128'],[],description,1,0,[],,['47198'],[0.48127636313438416],['description']
公和堂,['28128'],[],description,3,0,[],,"['47198', '47272', '5671']","[0.48127636313438416, 0.4794442355632782, 0.45831435918807983]","['description', 'description', 'description']"
兴成集团,['28128'],[],description,1,0,[],,['51457'],[0.5257948637008667],['description']
兴成集团,['28128'],[],description,3,1,['28128'],2.0,"['51457', '28128', '28126']","[0.5257948637008667, 0.4838242530822754, 0.4838242530822754]","['description', 'description', 'description']"
再生科技,['28128'],[],description,1,0,[],,['60977'],[0.41348162293434143],['description']
再生科技,['28128'],[],description,3,0,[],,"['60977', '51323', '47242']","[0.41348162293434143, 0.413433313369751, 0.39884281158447266]","['description', 'description', 'description']"
凯瑞公司简介,['28128'],[],description,1,0,[],,['5881'],[0.5165982246398926],['description']
凯瑞公司简介,['28128'],[],description,3,0,[],,"['5881', '51457', '5882']","[0.5165982246398926, 0.4991908073425293, 0.46662580966949463]","['description', 'description', 'description']"
华众汽车零部件有限公司,['28128'],[],description,1,0,[],,['5819'],[0.46038973331451416],['description']
华众汽车零部件有限公司,['28128'],[],description,3,0,[],,"['5819', '5359', '51457']","[0.46038973331451416, 0.45634543895721436, 0.44689589738845825]","['description', 'description', 'description']"
华康医疗,['28128'],[],description,1,0,[],,['5881'],[0.48220372200012207],['description']
华康医疗,['28128'],[],description,3,0,[],,"['5881', '51457', '47198']","[0.48220372200012207, 0.4636387228965759, 0.44384780526161194]","['description', 'description', 'description']"
华鑫电子,['28128'],[],description,1,0,[],,['51457'],[0.5119236707687378],['description']
华鑫电子,['28128'],[],description,3,0,[],,"['51457', '5881', '47198']","[0.5119236707687378, 0.4942267835140228, 0.4764288663864136]","['description', 'description', 'description']"
华龙城大酒店,['28128'],[],description,1,0,[],,['50133'],[0.5410436391830444],['description']
华龙城大酒店,['28128'],[],description,3,0,[],,"['50133', '50192', '47198']","[0.5410436391830444, 0.5330111980438232, 0.4886506497859955]","['description', 'description', 'description']"
南鑫家政服务有限公司,['28128'],[],description,1,0,[],,['51457'],[0.5086305141448975],['description']
南鑫家政服务有限公司,['28128'],[],description,3,0,[],,"['51457', '47198', '5778']","[0.5086305141448975, 0.49996569752693176, 0.46826136112213135]","['description', 'description', 'description']"
南铁,['28128'],[],description,1,0,[],,['47266'],[0.5936053991317749],['description']
南铁,['28128'],[],description,3,0,[],,"['47266', '5851', '60872']","[0.5936053991317749, 0.5545527935028076, 0.5330835580825806]","['description', 'description', 'description']"
厦门明达实业有限公司,['28128'],[],description,1,0,[],,['51457'],[0.45092302560806274],['description']
厦门明达实业有限公司,['28128'],[],description,3,1,['28128'],2.0,"['51457', '28128', '28126']","[0.45092302560806274, 0.44301143288612366, 0.44301143288612366]","['description', 'description', 'description']"
可以科技有限公司,['28128'],[],description,1,0,[],,['51457'],[0.604369044303894],['description']
可以科技有限公司,['28128'],[],description,3,1,['28128'],2.0,"['51457', '28128', '28126']","[0.604369044303894, 0.5930315256118774, 0.5930315256118774]","['description', 'description', 'description']"
合众人寿,['28128'],[],description,1,0,[],,['51457'],[0.5298047065734863],['description']
合众人寿,['28128'],[],description,3,0,[],,"['51457', '47198', '51381']","[0.5298047065734863, 0.4858885407447815, 0.45809897780418396]","['description', 'description', 'description']"
合百集团吧,['28128'],[],description,1,0,[],,['5432'],[0.5601080060005188],['description']
合百集团吧,['28128'],[],description,3,0,[],,"['5432', '50709', '50162']","[0.5601080060005188, 0.49140724539756775, 0.4856034815311432]","['description', 'description', 'description']"
合肥城投,['28128'],[],description,1,0,[],,['47198'],[0.4729951024055481],['description']
合肥城投,['28128'],[],description,3,0,[],,"['47198', '51457', '5432']","[0.4729951024055481, 0.46275773644447327, 0.45241084694862366]","['description', 'description', 'description']"
吉源供热有限公司,['28128'],[],description,1,0,[],,['51457'],[0.4464148283004761],['description']
吉源供热有限公司,['28128'],[],description,3,0,[],,"['51457', '47198', '28126']","[0.4464148283004761, 0.44453829526901245, 0.4288649559020996]","['description', 'description', 'description']"
和邦生物,['28128'],[],description,1,0,[],,['51457'],[0.4927903413772583],['description']
和邦生物,['28128'],[],description,3,0,[],,"['51457', '47272', '28126']","[0.4927903413772583, 0.48301225900650024, 0.4798024296760559]","['description', 'description', 'description']"
四川职材汇文化科技有限公司可信吗,['28128'],[],description,1,0,[],,['51457'],[0.5243451595306396],['description']
四川职材汇文化科技有限公司可信吗,['28128'],[],description,3,1,['28128'],2.0,"['51457', '28128', '28126']","[0.5243451595306396, 0.4915834665298462, 0.4915834665298462]","['description', 'description', 'description']"
国天科技,['28128'],[],description,1,0,[],,['51323'],[0.5124714374542236],['description']
国天科技,['28128'],[],description,3,0,[],,"['51323', '51457', '5432']","[0.5124714374542236, 0.5052838325500488, 0.5039565563201904]","['description', 'description', 'description']"
大连万达,['28128'],[],description,1,0,[],,['5012'],[0.49097034335136414],['description']
大连万达,['28128'],[],description,3,0,[],,"['5012', '47198', '47242']","[0.49097034335136414, 0.48957064747810364, 0.4815894365310669]","['description', 'description', 'description']"
天津港,['28128'],[],description,1,0,[],,['47242'],[0.523675799369812],['description']
天津港,['28128'],[],description,3,0,[],,"['47242', '5671', '47198']","[0.523675799369812, 0.5106401443481445, 0.48162025213241577]","['description', 'description', 'description']"
天美文化传媒有限公司的地址,['28128'],[],description,1,0,[],,['47198'],[0.5435333847999573],['description']
天美文化传媒有限公司的地址,['28128'],[],description,3,0,[],,"['47198', '5012', '47242']","[0.5435333847999573, 0.49957510828971863, 0.4957403242588043]","['description', 'description', 'description']"
奥克斯空调,['28128'],[],description,1,0,[],,['5881'],[0.4856863021850586],['description']
奥克斯空调,['28128'],[],description,3,0,[],,"['5881', '60977', '60338']","[0.4856863021850586, 0.41926121711730957, 0.3882238268852234]","['description', 'description', 'description']"
宁德新能源,['28128'],[],description,1,0,[],,['5271'],[0.5325702428817749],['description']
宁德新能源,['28128'],[],description,3,0,[],,"['5271', '51457', '5432']","[0.5325702428817749, 0.4635811448097229, 0.45628857612609863]","['description', 'description', 'description']"
安博机械科技有限公司,['28128'],[],description,1,0,[],,['5881'],[0.47251570224761963],['description']
安博机械科技有限公司,['28128'],[],description,3,0,[],,"['5881', '51457', '28126']","[0.47251570224761963, 0.4449387192726135, 0.4402487874031067]","['description', 'description', 'description']"
安居客官网,['28128'],[],description,1,0,[],,['47242'],[0.5303159952163696],['description']
安居客官网,['28128'],[],description,3,0,[],,"['47242', '47198', '5671']","[0.5303159952163696, 0.5040350556373596, 0.49964040517807007]","['description', 'description', 'description']"
安阳比亚迪,['28128'],[],description,1,0,[],,['5271'],[0.5330853462219238],['description']
安阳比亚迪,['28128'],[],description,3,0,[],,"['5271', '47242', '50574']","[0.5330853462219238, 0.4174007773399353, 0.3956599235534668]","['description', 'description', 'description']"
宝利集团,['28128'],[],description,1,0,[],,['47198'],[0.48398298025131226],['description']
宝利集团,['28128'],[],description,3,0,[],,"['47198', '51457', '28126']","[0.48398298025131226, 0.48238617181777954, 0.4611823558807373]","['description', 'description', 'description']"
家具有限公司,['28128'],[],description,1,1,['28128'],1.0,['28128'],[0.5011366605758667],['description']
家具有限公司,['28128'],[],description,3,1,['28128'],1.0,"['28128', '50731', '28126']","[0.5011366605758667, 0.5011366605758667, 0.5011366605758667]","['description', 'description', 'description']"
小白熊,['28128'],[],description,1,0,[],,['60977'],[0.4542621374130249],['description']
小白熊,['28128'],[],description,3,0,[],,"['60977', '51388', '47272']","[0.4542621374130249, 0.45213979482650757, 0.43696826696395874]","['description', 'description', 'description']"
