query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
000001基金持仓档案,['23'],[],description,1,0,[],,['5802'],[0.7064204216003418],['description']
000001基金持仓档案,['23'],[],description,3,0,[],,"['5802', '5432', '50161']","[0.7064204216003418, 0.5364375114440918, 0.4919131398200989]","['description', 'description', 'description']"
000045基金净值查询今天最新净值,['23'],[],description,1,0,[],,['5802'],[0.5897536873817444],['description']
000045基金净值查询今天最新净值,['23'],[],description,3,0,[],,"['5802', '50709', '50161']","[0.5897536873817444, 0.5360931754112244, 0.5320060849189758]","['description', 'description', 'description']"
000390今日估值实时,['23'],[],description,1,0,[],,['50161'],[0.6144379377365112],['description']
000390今日估值实时,['23'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.6144379377365112, 0.6119665503501892, 0.5991469025611877]","['description', 'description', 'description']"
000828基金历史净值,['23'],[],description,1,0,[],,['5802'],[0.6024694442749023],['description']
000828基金历史净值,['23'],[],description,3,0,[],,"['5802', '51255', '51088']","[0.6024694442749023, 0.47348421812057495, 0.4720645248889923]","['description', 'description', 'description']"
000831工银医疗保健,['23'],[],description,1,0,[],,['5802'],[0.4798869788646698],['description']
000831工银医疗保健,['23'],[],description,3,0,[],,"['5802', '5432', '50159']","[0.4798869788646698, 0.4613177180290222, 0.4555656909942627]","['description', 'description', 'description']"
001037今日实时估值,['23'],[],description,1,0,[],,['50161'],[0.6093112230300903],['description']
001037今日实时估值,['23'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.6093112230300903, 0.5901076197624207, 0.5818241238594055]","['description', 'description', 'description']"
001184今天净值查询,['23'],[],description,1,0,[],,['5802'],[0.6160238981246948],['description']
001184今天净值查询,['23'],[],description,3,0,[],,"['5802', '50161', '5432']","[0.6160238981246948, 0.5934731960296631, 0.5735050439834595]","['description', 'description', 'description']"
001194基金,['23'],[],description,1,0,[],,['5802'],[0.5820879936218262],['description']
001194基金,['23'],[],description,3,0,[],,"['5802', '50161', '5351']","[0.5820879936218262, 0.47023284435272217, 0.463625967502594]","['description', 'description', 'description']"
001239长盛国企改革基金净值,['23'],[],description,1,0,[],,['5802'],[0.5225933790206909],['description']
001239长盛国企改革基金净值,['23'],[],description,3,0,[],,"['5802', '5432', '50159']","[0.5225933790206909, 0.43411555886268616, 0.4136365056037903]","['description', 'description', 'description']"
001410基金净值查询今天最新净值,['23'],[],description,1,0,[],,['5802'],[0.5879597663879395],['description']
