query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
1.5匹空调哪款性价比最高,['46679'],[],description,1,0,[],,['5881'],[0.5150758624076843],['description']
1.5匹空调哪款性价比最高,['46679'],[],description,3,0,[],,"['5881', '60977', '5544']","[0.5150758624076843, 0.4921085238456726, 0.4502740502357483]","['description', 'description', 'description']"
1000元左右的手机有哪些,['46679'],[],description,1,0,[],,['60540'],[0.6437332034111023],['description']
1000元左右的手机有哪些,['46679'],[],description,3,0,[],,"['60540', '60338', '50760']","[0.6437332034111023, 0.5072059035301208, 0.5002166032791138]","['description', 'description', 'description']"
100元左右的白酒推荐,['46679'],[],description,1,0,[],,['61800'],[0.4264657199382782],['description']
100元左右的白酒推荐,['46679'],[],description,3,0,[],,"['61800', '50192', '50760']","[0.4264657199382782, 0.4210719168186188, 0.4200720191001892]","['description', 'description', 'description']"
10岁女孩十大最佳礼物,['46679'],[],description,1,0,[],,['5544'],[0.3553139567375183],['description']
10岁女孩十大最佳礼物,['46679'],[],description,3,0,[],,"['5544', '60977', '5671']","[0.3553139567375183, 0.3391251564025879, 0.3362528085708618]","['description', 'description', 'description']"
1500元左右的游戏手机,['46679'],[],description,1,0,[],,['60540'],[0.5200804471969604],['description']
1500元左右的游戏手机,['46679'],[],description,3,0,[],,"['60540', '60338', '60977']","[0.5200804471969604, 0.4055946469306946, 0.3697893023490906]","['description', 'description', 'description']"
2000元以内电竞手机推荐,['46679'],[],description,1,0,[],,['60540'],[0.5367939472198486],['description']
2000元以内电竞手机推荐,['46679'],[],description,3,0,[],,"['60540', '60977', '50760']","[0.5367939472198486, 0.4263111352920532, 0.41537874937057495]","['description', 'description', 'description']"
2000元左右的手机性价比高的推荐,['46679'],[],description,1,0,[],,['60540'],[0.6258586049079895],['description']
2000元左右的手机性价比高的推荐,['46679'],[],description,3,0,[],,"['60540', '50760', '60338']","[0.6258586049079895, 0.5139085650444031, 0.4805019497871399]","['description', 'description', 'description']"
2026手机推荐,['46679'],[],description,1,0,[],,['60540'],[0.5612210631370544],['description']
2026手机推荐,['46679'],[],description,3,0,[],,"['60540', '60977', '5601']","[0.5612210631370544, 0.4646609425544739, 0.4280036389827728]","['description', 'description', 'description']"
2k屏手机排行榜,['46679'],[],description,1,0,[],,['60540'],[0.5500625371932983],['description']
2k屏手机排行榜,['46679'],[],description,3,0,[],,"['60540', '60977', '50760']","[0.5500625371932983, 0.47279664874076843, 0.4674200713634491]","['description', 'description', 'description']"
3000左右的手机推荐,['46679'],[],description,1,0,[],,['60540'],[0.6058374643325806],['description']
3000左右的手机推荐,['46679'],[],description,3,0,[],,"['60540', '60338', '50760']","[0.6058374643325806, 0.4794289767742157, 0.4791937470436096]","['description', 'description', 'description']"
40岁可以用什么护肤品,['46679'],[],description,1,0,[],,['60977'],[0.5063990354537964],['description']
40岁可以用什么护肤品,['46679'],[],description,3,0,[],,"['60977', '5882', '60338']","[0.5063990354537964, 0.45943915843963623, 0.42197197675704956]","['description', 'description', 'description']"
oppo手机哪款最好,['46679'],[],description,1,0,[],,['60540'],[0.5447083711624146],['description']
oppo手机哪款最好,['46679'],[],description,3,0,[],,"['60540', '60977', '60338']","[0.5447083711624146, 0.5016512870788574, 0.4461851716041565]","['description', 'description', 'description']"
vivo哪款手机好,['46679'],[],description,1,0,[],,['60540'],[0.5422958135604858],['description']
vivo哪款手机好,['46679'],[],description,3,0,[],,"['60540', '60977', '5271']","[0.5422958135604858, 0.5340396761894226, 0.493174284696579]","['description', 'description', 'description']"
两千左右的手机哪款最好,['46679'],[],description,1,0,[],,['60540'],[0.5866182446479797],['description']
两千左右的手机哪款最好,['46679'],[],description,3,0,[],,"['60540', '50760', '60977']","[0.5866182446479797, 0.5391848087310791, 0.47897934913635254]","['description', 'description', 'description']"
乒乓球拍胶皮十大排名,['46679'],[],description,1,0,[],,['60977'],[0.39014601707458496],['description']
乒乓球拍胶皮十大排名,['46679'],[],description,3,0,[],,"['60977', '5544', '5882']","[0.39014601707458496, 0.36445939540863037, 0.36282867193222046]","['description', 'description', 'description']"
什么床垫最好排名第一,['46679'],[],description,1,0,[],,['5881'],[0.4671650230884552],['description']
什么床垫最好排名第一,['46679'],[],description,3,0,[],,"['5881', '60977', '60338']","[0.4671650230884552, 0.4373796582221985, 0.4311414361000061]","['description', 'description', 'description']"
什么手机像素最好,['46679'],[],description,1,0,[],,['60540'],[0.5877636671066284],['description']
什么手机像素最好,['46679'],[],description,3,0,[],,"['60540', '60338', '60977']","[0.5877636671066284, 0.4856247007846832, 0.4841115474700928]","['description', 'description', 'description']"
什么手机折叠屏最好,['46679'],[],description,1,0,[],,['60540'],[0.6008133292198181],['description']
什么手机折叠屏最好,['46679'],[],description,3,0,[],,"['60540', '60977', '60338']","[0.6008133292198181, 0.46856534481048584, 0.416999489068985]","['description', 'description', 'description']"
什么手机最好排行榜,['46679'],[],description,1,0,[],,['60540'],[0.6197280883789062],['description']
什么手机最好排行榜,['46679'],[],description,3,0,[],,"['60540', '60977', '50574']","[0.6197280883789062, 0.47649312019348145, 0.44861772656440735]","['description', 'description', 'description']"
什么木菜板最好,['46679'],[],description,1,0,[],,['60977'],[0.4122452139854431],['description']
什么木菜板最好,['46679'],[],description,3,0,[],,"['60977', '47272', '60338']","[0.4122452139854431, 0.3961407244205475, 0.3919178247451782]","['description', 'description', 'description']"
什么空调最省电又好用,['46679'],[],description,1,0,[],,['5881'],[0.5106227397918701],['description']
什么空调最省电又好用,['46679'],[],description,3,0,[],,"['5881', '60977', '5544']","[0.5106227397918701, 0.46261000633239746, 0.43688827753067017]","['description', 'description', 'description']"
佳能相机推荐,['46679'],[],description,1,0,[],,['60977'],[0.4681888520717621],['description']
佳能相机推荐,['46679'],[],description,3,0,[],,"['60977', '5881', '5544']","[0.4681888520717621, 0.4676828980445862, 0.45585864782333374]","['description', 'description', 'description']"
便宜像素高的手机,['46679'],[],description,1,0,[],,['60540'],[0.6061806678771973],['description']
便宜像素高的手机,['46679'],[],description,3,0,[],,"['60540', '60338', '60977']","[0.6061806678771973, 0.49565455317497253, 0.4516070485115051]","['description', 'description', 'description']"
儿童最好奶粉排行榜,['46679'],[],description,1,0,[],,['60977'],[0.42381155490875244],['description']
儿童最好奶粉排行榜,['46679'],[],description,3,0,[],,"['60977', '5881', '5882']","[0.42381155490875244, 0.41126519441604614, 0.4039081931114197]","['description', 'description', 'description']"
"冰箱排行榜,",['46679'],[],description,1,0,[],,['60977'],[0.5839323997497559],['description']
"冰箱排行榜,",['46679'],[],description,3,0,[],,"['60977', '5881', '5544']","[0.5839323997497559, 0.560082197189331, 0.49703913927078247]","['description', 'description', 'description']"
初中生用哪款学习机好,['46679'],[],description,1,0,[],,['60540'],[0.4361541271209717],['description']
初中生用哪款学习机好,['46679'],[],description,3,0,[],,"['60540', '60977', '5881']","[0.4361541271209717, 0.41858211159706116, 0.4085078239440918]","['description', 'description', 'description']"
化妆品推荐,['46679'],[],description,1,0,[],,['60977'],[0.5874664783477783],['description']
化妆品推荐,['46679'],[],description,3,0,[],,"['60977', '5544', '5882']","[0.5874664783477783, 0.5168641805648804, 0.49909666180610657]","['description', 'description', 'description']"
十大公认最好啤酒,['46679'],[],description,1,0,[],,['5881'],[0.39423397183418274],['description']
十大公认最好啤酒,['46679'],[],description,3,0,[],,"['5881', '5544', '60977']","[0.39423397183418274, 0.3593686819076538, 0.35020628571510315]","['description', 'description', 'description']"
十大公认最好空调,['46679'],[],description,1,0,[],,['5881'],[0.5104811191558838],['description']
十大公认最好空调,['46679'],[],description,3,0,[],,"['5881', '5544', '60977']","[0.5104811191558838, 0.40261518955230713, 0.3909386992454529]","['description', 'description', 'description']"
十大口碑最好的自行车,['46679'],[],description,1,0,[],,['5819'],[0.45750004053115845],['description']
十大口碑最好的自行车,['46679'],[],description,3,0,[],,"['5819', '50760', '50574']","[0.45750004053115845, 0.4433000087738037, 0.4371826648712158]","['description', 'description', 'description']"
十大电吹管排名,['46679'],[],description,1,0,[],,['5881'],[0.38451719284057617],['description']
十大电吹管排名,['46679'],[],description,3,0,[],,"['5881', '60977', '5544']","[0.38451719284057617, 0.3659338057041168, 0.3631848692893982]","['description', 'description', 'description']"
华为信号最好的手机是哪一款,['46679'],[],description,1,0,[],,['60540'],[0.5635640621185303],['description']
