query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
000028股票行情,['50162'],[],description,1,0,[],,['50161'],[0.663436770439148],['description']
000028股票行情,['50162'],[],description,3,0,[],,"['50161', '5432', '50926']","[0.663436770439148, 0.646755576133728, 0.6129869222640991]","['description', 'description', 'description']"
000060股票,['50162'],[],description,1,0,[],,['50161'],[0.5944957733154297],['description']
000060股票,['50162'],[],description,3,1,['50162'],3.0,"['50161', '5432', '50162']","[0.5944957733154297, 0.5901852250099182, 0.5482831597328186]","['description', 'description', 'description']"
000955欣龙控股,['50162'],[],description,1,0,[],,['5432'],[0.5470112562179565],['description']
000955欣龙控股,['50162'],[],description,3,0,[],,"['5432', '50709', '50161']","[0.5470112562179565, 0.5081881284713745, 0.47348880767822266]","['description', 'description', 'description']"
001248股票,['50162'],[],description,1,0,[],,['5432'],[0.5047609806060791],['description']
001248股票,['50162'],[],description,3,1,['50162'],3.0,"['5432', '50161', '50162']","[0.5047609806060791, 0.49571865797042847, 0.4318864345550537]","['description', 'description', 'description']"
002340股票行情,['50162'],[],description,1,0,[],,['5432'],[0.62537682056427],['description']
002340股票行情,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.62537682056427, 0.6183744072914124, 0.5902928709983826]","['description', 'description', 'description']"
002584西陇科学,['50162'],[],description,1,0,[],,['5432'],[0.46817827224731445],['description']
002584西陇科学,['50162'],[],description,3,0,[],,"['5432', '50709', '50161']","[0.46817827224731445, 0.46645233035087585, 0.44692397117614746]","['description', 'description', 'description']"
002636股票行情,['50162'],[],description,1,0,[],,['5432'],[0.6335456967353821],['description']
002636股票行情,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.6335456967353821, 0.6055779457092285, 0.5767350196838379]","['description', 'description', 'description']"
300112股票行情,['50162'],[],description,1,0,[],,['5432'],[0.6095517873764038],['description']
300112股票行情,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.6095517873764038, 0.6028910875320435, 0.5732283592224121]","['description', 'description', 'description']"
300149股票行情,['50162'],[],description,1,0,[],,['50161'],[0.6139061450958252],['description']
300149股票行情,['50162'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.6139061450958252, 0.5896569490432739, 0.559476375579834]","['description', 'description', 'description']"
300229股票,['50162'],[],description,1,0,[],,['5432'],[0.5328145027160645],['description']
300229股票,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.5328145027160645, 0.5202798843383789, 0.5053420662879944]","['description', 'description', 'description']"
300413股票,['50162'],[],description,1,0,[],,['5432'],[0.534835159778595],['description']
300413股票,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.534835159778595, 0.5297526121139526, 0.5169602036476135]","['description', 'description', 'description']"
300557股票,['50162'],[],description,1,0,[],,['50709'],[0.5604151487350464],['description']
300557股票,['50162'],[],description,3,0,[],,"['50709', '5432', '50161']","[0.5604151487350464, 0.5516228675842285, 0.5422247648239136]","['description', 'description', 'description']"
300680今日股价,['50162'],[],description,1,0,[],,['5432'],[0.6020387411117554],['description']
300680今日股价,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.6020387411117554, 0.5925336480140686, 0.5719945430755615]","['description', 'description', 'description']"
600130股票行情,['50162'],[],description,1,0,[],,['50161'],[0.6481273174285889],['description']
600130股票行情,['50162'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.6481273174285889, 0.6313610076904297, 0.6111437082290649]","['description', 'description', 'description']"
600160目标价,['50162'],[],description,1,0,[],,['5432'],[0.5549643635749817],['description']
600160目标价,['50162'],[],description,3,1,['50162'],3.0,"['5432', '50161', '50162']","[0.5549643635749817, 0.5522996187210083, 0.5132856369018555]","['description', 'description', 'description']"
600345走势图,['50162'],[],description,1,0,[],,['50161'],[0.5724079608917236],['description']
600345走势图,['50162'],[],description,3,0,[],,"['50161', '5432', '50709']","[0.5724079608917236, 0.5616844892501831, 0.5492849349975586]","['description', 'description', 'description']"
600367股票,['50162'],[],description,1,0,[],,['50161'],[0.5677480101585388],['description']
600367股票,['50162'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.5677480101585388, 0.5614404082298279, 0.5370461940765381]","['description', 'description', 'description']"
600399股票行情,['50162'],[],description,1,0,[],,['50161'],[0.6594091653823853],['description']
600399股票行情,['50162'],[],description,3,0,[],,"['50161', '5432', '50159']","[0.6594091653823853, 0.6396920084953308, 0.6332894563674927]","['description', 'description', 'description']"
600496的股价,['50162'],[],description,1,0,[],,['50161'],[0.7019850015640259],['description']
600496的股价,['50162'],[],description,3,0,[],,"['50161', '5432', '50709']","[0.7019850015640259, 0.66762375831604, 0.6195564270019531]","['description', 'description', 'description']"
600681股票行情,['50162'],[],description,1,0,[],,['50161'],[0.6807965636253357],['description']
600681股票行情,['50162'],[],description,3,0,[],,"['50161', '5432', '50709']","[0.6807965636253357, 0.6502267122268677, 0.5931905508041382]","['description', 'description', 'description']"
600987股票行情,['50162'],[],description,1,0,[],,['50161'],[0.6712896227836609],['description']
600987股票行情,['50162'],[],description,3,1,['50162'],3.0,"['50161', '5432', '50162']","[0.6712896227836609, 0.6473888158798218, 0.5960252285003662]","['description', 'description', 'description']"
688186股票,['50162'],[],description,1,0,[],,['50161'],[0.5653225183486938],['description']
688186股票,['50162'],[],description,3,0,[],,"['50161', '5432', '50709']","[0.5653225183486938, 0.5497323274612427, 0.49433207511901855]","['description', 'description', 'description']"
920050股价,['50162'],[],description,1,0,[],,['5432'],[0.6837133169174194],['description']
920050股价,['50162'],[],description,3,0,[],,"['5432', '50161', '50709']","[0.6837133169174194, 0.6475868225097656, 0.6125348806381226]","['description', 'description', 'description']"
920083股票,['50162'],[],description,1,0,[],,['5432'],[0.554732084274292],['description']
920083股票,['50162'],[],description,3,0,[],,"['5432', '50161', '50159']","[0.554732084274292, 0.5412308573722839, 0.5154728889465332]","['description', 'description', 'description']"
c华润股票,['50162'],[],description,1,0,[],,['5432'],[0.54448401927948],['description']
c华润股票,['50162'],[],description,3,1,['50162'],3.0,"['5432', '50161', '50162']","[0.54448401927948, 0.5099228620529175, 0.5076788067817688]","['description', 'description', 'description']"
st标准股票,['50162'],[],description,1,0,[],,['50161'],[0.625923752784729],['description']
st标准股票,['50162'],[],description,3,0,[],,"['50161', '5432', '50926']","[0.625923752784729, 0.6011650562286377, 0.5620025396347046]","['description', 'description', 'description']"
st汇洲股票,['50162'],[],description,1,0,[],,['50161'],[0.5646085739135742],['description']
st汇洲股票,['50162'],[],description,3,1,['50162'],3.0,"['50161', '5432', '50162']","[0.5646085739135742, 0.553094744682312, 0.5198241472244263]","['description', 'description', 'description']"
st美谷股价,['50162'],[],description,1,0,[],,['5432'],[0.5850048065185547],['description']
st美谷股价,['50162'],[],description,3,0,[],,"['5432', '50161', '50709']","[0.5850048065185547, 0.5487097501754761, 0.5002410411834717]","['description', 'description', 'description']"
三丰智能股票最新行情,['50162'],[],description,1,0,[],,['50159'],[0.5745184421539307],['description']
三丰智能股票最新行情,['50162'],[],description,3,0,[],,"['50159', '5432', '50161']","[0.5745184421539307, 0.5708363056182861, 0.5635014772415161]","['description', 'description', 'description']"
上海九百股票,['50162'],[],description,1,0,[],,['50161'],[0.6195869445800781],['description']
上海九百股票,['50162'],[],description,3,0,[],,"['50161', '5432', '50926']","[0.6195869445800781, 0.6002376675605774, 0.5510118007659912]","['description', 'description', 'description']"
上海合晶股票,['50162'],[],description,1,0,[],,['50161'],[0.618005096912384],['description']
