query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
12月气温,['4982'],[],description,1,0,[],,['61277'],[0.6557320356369019],['description']
12月气温,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '4999']","[0.6557320356369019, 0.6000855565071106, 0.59647536277771]","['description', 'description', 'description']"
2025年5月份天气预报,['4982'],[],description,1,0,[],,['61277'],[0.6144809126853943],['description']
2025年5月份天气预报,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '4999']","[0.6144809126853943, 0.6063608527183533, 0.5601330995559692]","['description', 'description', 'description']"
2025年8月份气温,['4982'],[],description,1,0,[],,['61277'],[0.5885425806045532],['description']
2025年8月份气温,['4982'],[],description,3,1,['4982'],3.0,"['61277', '4999', '4982']","[0.5885425806045532, 0.559407651424408, 0.5513865947723389]","['description', 'description', 'description']"
2025年山东枣庄天气,['4982'],[],description,1,1,['4982'],1.0,['4982'],[0.42409807443618774],['description']
2025年山东枣庄天气,['4982'],[],description,3,1,['4982'],1.0,"['4982', '61277', '4999']","[0.42409807443618774, 0.4028508961200714, 0.39769619703292847]","['description', 'description', 'description']"
2026年6月份天气情况,['4982'],[],description,1,0,[],,['61277'],[0.5686348080635071],['description']
2026年6月份天气情况,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '4999']","[0.5686348080635071, 0.5555063486099243, 0.5369948148727417]","['description', 'description', 'description']"
2026年7月份天气预报,['4982'],[],description,1,1,['4982'],1.0,['4982'],[0.5565122365951538],['description']
2026年7月份天气预报,['4982'],[],description,3,1,['4982'],1.0,"['4982', '61277', '4999']","[0.5565122365951538, 0.5549967288970947, 0.5087347030639648]","['description', 'description', 'description']"
7月4日天气,['4982'],[],description,1,1,['4982'],1.0,['4982'],[0.612790584564209],['description']
7月4日天气,['4982'],[],description,3,1,['4982'],1.0,"['4982', '61277', '5601']","[0.612790584564209, 0.5755760669708252, 0.5731732249259949]","['description', 'description', 'description']"
7月4日天气预报,['4982'],[],description,1,1,['4982'],1.0,['4982'],[0.5882386565208435],['description']
7月4日天气预报,['4982'],[],description,3,1,['4982'],1.0,"['4982', '61277', '4999']","[0.5882386565208435, 0.5199615955352783, 0.49303513765335083]","['description', 'description', 'description']"
7月份南京的天气,['4982'],[],description,1,0,[],,['61277'],[0.5268943309783936],['description']
7月份南京的天气,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '5601']","[0.5268943309783936, 0.4989509582519531, 0.47228285670280457]","['description', 'description', 'description']"
7月份唐山的天气情况,['4982'],[],description,1,0,[],,['61277'],[0.5464756488800049],['description']
7月份唐山的天气情况,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '4999']","[0.5464756488800049, 0.5149616003036499, 0.5128208994865417]","['description', 'description', 'description']"
7月份天气预报,['4982'],[],description,1,0,[],,['61277'],[0.6304675340652466],['description']
7月份天气预报,['4982'],[],description,3,1,['4982'],2.0,"['61277', '4982', '4999']","[0.6304675340652466, 0.6281980276107788, 0.5615763664245605]","['description', 'description', 'description']"
8月份北京天气,['4982'],[],description,1,1,['4982'],1.0,['4982'],[0.5097100734710693],['description']
