query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
0-3岁儿歌,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.4123595356941223],['description']
0-3岁儿歌,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.4123595356941223, 0.40347206592559814, 0.38880306482315063]","['description', 'description', 'description']"
0一6岁儿歌,['62248'],[],description,1,0,[],,['5179'],[0.4151396155357361],['description']
0一6岁儿歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4151396155357361, 0.3933086097240448, 0.3818041682243347]","['description', 'description', 'description']"
100首歌曲大全,['62248'],[],description,1,0,[],,['5179'],[0.6025948524475098],['description']
100首歌曲大全,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.6025948524475098, 0.556738018989563, 0.5473564863204956]","['description', 'description', 'description']"
16年网络歌曲大全名单,['62248'],[],description,1,0,[],,['5179'],[0.5497652888298035],['description']
16年网络歌曲大全名单,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5497652888298035, 0.5027310848236084, 0.48675912618637085]","['description', 'description', 'description']"
4一6年级好听英语歌,['62248'],[],description,1,0,[],,['5179'],[0.4136910140514374],['description']
4一6年级好听英语歌,['62248'],[],description,3,1,['62248'],3.0,"['5179', '85', '62248']","[0.4136910140514374, 0.392986923456192, 0.3919180929660797]","['description', 'description', 'description']"
500首经典老歌大全,['62248'],[],description,1,0,[],,['5179'],[0.4885695278644562],['description']
500首经典老歌大全,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4885695278644562, 0.44815051555633545, 0.4464086890220642]","['description', 'description', 'description']"
70年代经典老歌,['62248'],[],description,1,0,[],,['5179'],[0.47447749972343445],['description']
70年代经典老歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.47447749972343445, 0.46608179807662964, 0.43806207180023193]","['description', 'description', 'description']"
80后的经典老歌,['62248'],[],description,1,0,[],,['5179'],[0.47895896434783936],['description']
80后的经典老歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.47895896434783936, 0.4659116268157959, 0.4441651701927185]","['description', 'description', 'description']"
90年代经典老歌,['62248'],[],description,1,0,[],,['5179'],[0.4978591203689575],['description']
90年代经典老歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4978591203689575, 0.490081787109375, 0.46369272470474243]","['description', 'description', 'description']"
bgm背景音乐,['62248'],[],description,1,0,[],,['5179'],[0.5159193277359009],['description']
bgm背景音乐,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5159193277359009, 0.5021738409996033, 0.44929492473602295]","['description', 'description', 'description']"
dj 歌曲,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.5826175212860107],['description']
dj 歌曲,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.5826175212860107, 0.5745548605918884, 0.5434255599975586]","['description', 'description', 'description']"
english英文歌曲,['62248'],[],description,1,0,[],,['50143'],[0.533157467842102],['description']
english英文歌曲,['62248'],[],description,3,0,[],,"['50143', '85', '62172']","[0.533157467842102, 0.5278030037879944, 0.5216867327690125]","['description', 'description', 'description']"
ktv必点的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.49151286482810974],['description']
ktv必点的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.49151286482810974, 0.48692864179611206, 0.47472724318504333]","['description', 'description', 'description']"
《汪汪队》主题歌,['62248'],[],description,1,0,[],,['5179'],[0.41733884811401367],['description']
《汪汪队》主题歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.41733884811401367, 0.4150240421295166, 0.35650238394737244]","['description', 'description', 'description']"
一人一首成名曲,['62248'],[],description,1,0,[],,['50393'],[0.5145940184593201],['description']
一人一首成名曲,['62248'],[],description,3,1,['62248'],3.0,"['50393', '5179', '62248']","[0.5145940184593201, 0.4795588552951813, 0.4774788022041321]","['description', 'description', 'description']"
三人唱的歌曲有哪些,['62248'],[],description,1,0,[],,['50393'],[0.5308753252029419],['description']
三人唱的歌曲有哪些,['62248'],[],description,3,1,['62248'],2.0,"['50393', '62248', '5179']","[0.5308753252029419, 0.5130822658538818, 0.5124114751815796]","['description', 'description', 'description']"
世界杯的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5341709852218628],['description']
世界杯的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5341709852218628, 0.5323290824890137, 0.501144528388977]","['description', 'description', 'description']"
中小学必唱歌曲,['62248'],[],description,1,0,[],,['5179'],[0.4390007257461548],['description']
中小学必唱歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4390007257461548, 0.4350270628929138, 0.40593215823173523]","['description', 'description', 'description']"
二年级歌曲,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.47768598794937134],['description']
二年级歌曲,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.47768598794937134, 0.4698363244533539, 0.4429504871368408]","['description', 'description', 'description']"
二胡名曲,['62248'],[],description,1,0,[],,['5179'],[0.4458523392677307],['description']
二胡名曲,['62248'],[],description,3,1,['62248'],3.0,"['5179', '51377', '62248']","[0.4458523392677307, 0.42650777101516724, 0.42275458574295044]","['description', 'description', 'description']"
云南的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.49219799041748047],['description']
云南的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.49219799041748047, 0.48222190141677856, 0.4548999071121216]","['description', 'description', 'description']"
任素汐作词作曲的歌曲有哪些,['62248'],[],description,1,0,[],,['50393'],[0.5007095336914062],['description']
任素汐作词作曲的歌曲有哪些,['62248'],[],description,3,1,['62248'],2.0,"['50393', '62248', '5179']","[0.5007095336914062, 0.48161065578460693, 0.47398272156715393]","['description', 'description', 'description']"
伍佰的歌曲排行榜,['62248'],[],description,1,0,[],,['50393'],[0.5687353610992432],['description']
伍佰的歌曲排行榜,['62248'],[],description,3,1,['62248'],3.0,"['50393', '5179', '62248']","[0.5687353610992432, 0.5557984113693237, 0.5385369062423706]","['description', 'description', 'description']"
伤心的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5268459320068359],['description']
伤心的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5268459320068359, 0.5195555090904236, 0.4923563003540039]","['description', 'description', 'description']"
伤感歌曲大全100首,['62248'],[],description,1,0,[],,['5179'],[0.5359852313995361],['description']
伤感歌曲大全100首,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5359852313995361, 0.4962136745452881, 0.4860644042491913]","['description', 'description', 'description']"
伤感的纯音乐,['62248'],[],description,1,0,[],,['5179'],[0.4697887599468231],['description']
伤感的纯音乐,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4697887599468231, 0.44610166549682617, 0.4031313359737396]","['description', 'description', 'description']"
佛的歌,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.4958219826221466],['description']
佛的歌,['62248'],[],description,3,1,['62248'],1.0,"['62248', '50393', '5179']","[0.4958219826221466, 0.4940946698188782, 0.48254695534706116]","['description', 'description', 'description']"
健身运动的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5133485198020935],['description']
健身运动的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5133485198020935, 0.4724106788635254, 0.4358920753002167]","['description', 'description', 'description']"
儿歌大全100首,['62248'],[],description,1,0,[],,['5179'],[0.4340824484825134],['description']
儿歌大全100首,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4340824484825134, 0.43213266134262085, 0.41964489221572876]","['description', 'description', 'description']"
儿歌歌曲大全100首连续播放,['62248'],[],description,1,0,[],,['5179'],[0.45293736457824707],['description']
儿歌歌曲大全100首连续播放,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.45293736457824707, 0.4332042336463928, 0.41299182176589966]","['description', 'description', 'description']"
儿童好听的歌曲,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.4242793321609497],['description']
儿童好听的歌曲,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.4242793321609497, 0.4205635190010071, 0.3981778025627136]","['description', 'description', 'description']"
儿童舞蹈音乐,['62248'],[],description,1,0,[],,['5179'],[0.3731977641582489],['description']
儿童舞蹈音乐,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.3731977641582489, 0.3663959205150604, 0.3182101845741272]","['description', 'description', 'description']"
克莱德曼的钢琴曲,['62248'],[],description,1,0,[],,['5179'],[0.4023258090019226],['description']
克莱德曼的钢琴曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4023258090019226, 0.3934023082256317, 0.36994659900665283]","['description', 'description', 'description']"
写作业适合听的歌,['62248'],[],description,1,0,[],,['5179'],[0.5232232809066772],['description']
写作业适合听的歌,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5232232809066772, 0.5049358606338501, 0.4558161497116089]","['description', 'description', 'description']"
军歌的歌曲有哪些,['62248'],[],description,1,0,[],,['5179'],[0.5033547282218933],['description']
军歌的歌曲有哪些,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5033547282218933, 0.4801475405693054, 0.4689801335334778]","['description', 'description', 'description']"
分手的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5155227184295654],['description']
分手的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5155227184295654, 0.49047309160232544, 0.4676903784275055]","['description', 'description', 'description']"
刘欢唱的歌曲,['62248'],[],description,1,0,[],,['50393'],[0.5096282362937927],['description']
刘欢唱的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['50393', '62248', '5179']","[0.5096282362937927, 0.48632627725601196, 0.4621405601501465]","['description', 'description', 'description']"
动感的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5604162216186523],['description']
动感的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5604162216186523, 0.5324804782867432, 0.4884374439716339]","['description', 'description', 'description']"
励志的歌曲有哪些,['62248'],[],description,1,0,[],,['5179'],[0.5312973260879517],['description']
励志的歌曲有哪些,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5312973260879517, 0.5137287378311157, 0.49543607234954834]","['description', 'description', 'description']"
十大纯音乐,['62248'],[],description,1,0,[],,['5179'],[0.46983909606933594],['description']
十大纯音乐,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.46983909606933594, 0.4185654819011688, 0.39055460691452026]","['description', 'description', 'description']"
十大超燃bgm英文歌曲,['62248'],[],description,1,0,[],,['5179'],[0.37899142503738403],['description']
十大超燃bgm英文歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '85']","[0.37899142503738403, 0.3607575595378876, 0.34605443477630615]","['description', 'description', 'description']"
十大钢琴名曲,['62248'],[],description,1,0,[],,['5179'],[0.3640342354774475],['description']
十大钢琴名曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '51378']","[0.3640342354774475, 0.33678919076919556, 0.3261786103248596]","['description', 'description', 'description']"
华语经典金曲,['62248'],[],description,1,0,[],,['5179'],[0.49490752816200256],['description']
华语经典金曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.49490752816200256, 0.4533325135707855, 0.4298698306083679]","['description', 'description', 'description']"
古筝曲十大名曲有哪些,['62248'],[],description,1,0,[],,['5179'],[0.3882599472999573],['description']
古筝曲十大名曲有哪些,['62248'],[],description,3,1,['62248'],3.0,"['5179', '51378', '62248']","[0.3882599472999573, 0.3778544068336487, 0.3727383613586426]","['description', 'description', 'description']"
古风的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5146289467811584],['description']
古风的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '51377']","[0.5146289467811584, 0.4852842688560486, 0.45869821310043335]","['description', 'description', 'description']"
各省的代表歌曲,['62248'],[],description,1,0,[],,['5179'],[0.559287965297699],['description']
各省的代表歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.559287965297699, 0.5264759063720703, 0.5056637525558472]","['description', 'description', 'description']"
同学聚会的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.49024391174316406],['description']
同学聚会的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.49024391174316406, 0.4456649124622345, 0.429290771484375]","['description', 'description', 'description']"
听一首老歌,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.6417222619056702],['description']
听一首老歌,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.6417222619056702, 0.6189160346984863, 0.5735931396484375]","['description', 'description', 'description']"
哄睡儿歌,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.4135526716709137],['description']
哄睡儿歌,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.4135526716709137, 0.4073013663291931, 0.3821340501308441]","['description', 'description', 'description']"
喝酒的歌曲有哪些,['62248'],[],description,1,0,[],,['5179'],[0.5447090864181519],['description']
喝酒的歌曲有哪些,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5447090864181519, 0.5279978513717651, 0.5184541940689087]","['description', 'description', 'description']"
国庆歌曲大全100首,['62248'],[],description,1,0,[],,['5179'],[0.4903833568096161],['description']
国庆歌曲大全100首,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4903833568096161, 0.44809383153915405, 0.4263994097709656]","['description', 'description', 'description']"
基督的歌曲,['62248'],[],description,1,0,[],,['50393'],[0.5339383482933044],['description']
基督的歌曲,['62248'],[],description,3,1,['62248'],3.0,"['50393', '5179', '62248']","[0.5339383482933044, 0.5327006578445435, 0.5314099788665771]","['description', 'description', 'description']"
奥特曼主题歌曲,['62248'],[],description,1,0,[],,['5179'],[0.3816412091255188],['description']
奥特曼主题歌曲,['62248'],[],description,3,1,['62248'],3.0,"['5179', '50393', '62248']","[0.3816412091255188, 0.3552737236022949, 0.3531486392021179]","['description', 'description', 'description']"
女声歌曲,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.5200350284576416],['description']
女声歌曲,['62248'],[],description,3,1,['62248'],1.0,"['62248', '50393', '5179']","[0.5200350284576416, 0.5167228579521179, 0.501186728477478]","['description', 'description', 'description']"
女生十大励志歌曲,['62248'],[],description,1,0,[],,['5179'],[0.4516869783401489],['description']
女生十大励志歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4516869783401489, 0.4496428370475769, 0.43182241916656494]","['description', 'description', 'description']"
好听治愈的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5231478810310364],['description']
好听治愈的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5231478810310364, 0.5098865628242493, 0.46269965171813965]","['description', 'description', 'description']"
好听的男生民谣歌曲,['62248'],[],description,1,0,[],,['5179'],[0.4204813539981842],['description']
好听的男生民谣歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4204813539981842, 0.4077753722667694, 0.3890310227870941]","['description', 'description', 'description']"
好听的铃声,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.49072980880737305],['description']
好听的铃声,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '51377']","[0.49072980880737305, 0.47305136919021606, 0.4668886363506317]","['description', 'description', 'description']"
好声音经典歌曲,['62248'],[],description,1,0,[],,['5179'],[0.4478197693824768],['description']
好声音经典歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4478197693824768, 0.4416181445121765, 0.4042156934738159]","['description', 'description', 'description']"
小众好听的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5307081341743469],['description']
小众好听的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5307081341743469, 0.5302757024765015, 0.48851659893989563]","['description', 'description', 'description']"
小朋友的儿歌,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.5047507286071777],['description']
小朋友的儿歌,['62248'],[],description,3,1,['62248'],1.0,"['62248', '50393', '5179']","[0.5047507286071777, 0.48876041173934937, 0.48146700859069824]","['description', 'description', 'description']"
少年流行歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5091710090637207],['description']
少年流行歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5091710090637207, 0.4996785521507263, 0.4897799789905548]","['description', 'description', 'description']"
带劲的歌曲,['62248'],[],description,1,0,[],,['5179'],[0.5373766422271729],['description']
带劲的歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5373766422271729, 0.5189415216445923, 0.4872109889984131]","['description', 'description', 'description']"
幼儿园起床歌曲,['62248'],[],description,1,0,[],,['5179'],[0.3790210485458374],['description']
幼儿园起床歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.3790210485458374, 0.348716676235199, 0.321413516998291]","['description', 'description', 'description']"
开业的音乐,['62248'],[],description,1,0,[],,['5179'],[0.5580371618270874],['description']
开业的音乐,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5580371618270874, 0.5100924372673035, 0.446642130613327]","['description', 'description', 'description']"
心情不好听什么歌最好,['62248'],[],description,1,0,[],,['5179'],[0.5485001802444458],['description']
心情不好听什么歌最好,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.5485001802444458, 0.5307546257972717, 0.4771116375923157]","['description', 'description', 'description']"
恐怖的歌曲,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.5226920247077942],['description']
恐怖的歌曲,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.5226920247077942, 0.5219796299934387, 0.4977894425392151]","['description', 'description', 'description']"
抖音的歌曲最火,['62248'],[],description,1,1,['62248'],1.0,['62248'],[0.5372606515884399],['description']
抖音的歌曲最火,['62248'],[],description,3,1,['62248'],1.0,"['62248', '5179', '50393']","[0.5372606515884399, 0.5024426579475403, 0.4850562810897827]","['description', 'description', 'description']"
拉丁舞歌曲,['62248'],[],description,1,0,[],,['5179'],[0.4702390432357788],['description']
拉丁舞歌曲,['62248'],[],description,3,1,['62248'],2.0,"['5179', '62248', '50393']","[0.4702390432357788, 0.4631795287132263, 0.4263134002685547]","['description', 'description', 'description']"
放松心情的音乐,['62248'],[],description,1,0,[],,['5179'],[0.5129650831222534],['description']
