query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
2025年下半年教资面试时间,['51712'],[],description,1,0,[],,['60293'],[0.6512975692749023],['description']
2025年下半年教资面试时间,['51712'],[],description,3,0,[],,"['60293', '5601', '51323']","[0.6512975692749023, 0.5247984528541565, 0.5133855938911438]","['description', 'description', 'description']"
2025年二建成绩查询时间,['51712'],[],description,1,0,[],,['60293'],[0.5759152173995972],['description']
2025年二建成绩查询时间,['51712'],[],description,3,0,[],,"['60293', '5601', '51323']","[0.5759152173995972, 0.46310946345329285, 0.4578477740287781]","['description', 'description', 'description']"
2025广西成人高考考试时间,['51712'],[],description,1,0,[],,['60293'],[0.6007668972015381],['description']
2025广西成人高考考试时间,['51712'],[],description,3,0,[],,"['60293', '51323', '5601']","[0.6007668972015381, 0.5039831399917603, 0.5006963610649109]","['description', 'description', 'description']"
2026年一级建造师报名时间,['51712'],[],description,1,0,[],,['60293'],[0.5520631074905396],['description']
2026年一级建造师报名时间,['51712'],[],description,3,0,[],,"['60293', '5601', '51323']","[0.5520631074905396, 0.4291651248931885, 0.42653632164001465]","['description', 'description', 'description']"
2026年下半年教资考试报名时间,['51712'],[],description,1,0,[],,['60293'],[0.6518172025680542],['description']
2026年下半年教资考试报名时间,['51712'],[],description,3,0,[],,"['60293', '5601', '51323']","[0.6518172025680542, 0.4900324046611786, 0.48418736457824707]","['description', 'description', 'description']"
2026年专升本考试时间,['51712'],[],description,1,0,[],,['60293'],[0.573390543460846],['description']
2026年专升本考试时间,['51712'],[],description,3,0,[],,"['60293', '51323', '5601']","[0.573390543460846, 0.4491344094276428, 0.4454922080039978]","['description', 'description', 'description']"
2026年中级会计考试时间,['51712'],[],description,1,0,[],,['60293'],[0.5830738544464111],['description']
2026年中级会计考试时间,['51712'],[],description,3,0,[],,"['60293', '5601', '51323']","[0.5830738544464111, 0.4861336946487427, 0.48220109939575195]","['description', 'description', 'description']"
2026年中级经济师报名时间,['51712'],[],description,1,0,[],,['60293'],[0.578717827796936],['description']
