query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
12封信,['51474'],[],description,1,0,[],,['51323'],[0.48526355624198914],['description']
12封信,['51474'],[],description,3,0,[],,"['51323', '5179', '5601']","[0.48526355624198914, 0.4532736837863922, 0.44087156653404236]","['description', 'description', 'description']"
2023年的中国好声音,['51474'],[],description,1,0,[],,['62248'],[0.4872220456600189],['description']
2023年的中国好声音,['51474'],[],description,3,0,[],,"['62248', '5179', '50393']","[0.4872220456600189, 0.4760737419128418, 0.44539177417755127]","['description', 'description', 'description']"
731电影演员,['51474'],[],description,1,0,[],,['51275'],[0.22877192497253418],['description']
731电影演员,['51474'],[],description,3,0,[],,"['51275', '51377', '51457']","[0.22877192497253418, 0.22719191014766693, 0.22608554363250732]","['description', 'description', 'description']"
dolish7-偶像星愿- second beat!,['51474'],[],description,1,0,[],,['62248'],[0.34918591380119324],['description']
dolish7-偶像星愿- second beat!,['51474'],[],description,3,0,[],,"['62248', '51377', '50393']","[0.34918591380119324, 0.3374408483505249, 0.32677409052848816]","['description', 'description', 'description']"
jojo儿童动画片,['51474'],[],description,1,0,[],,['51275'],[0.2825760841369629],['description']
jojo儿童动画片,['51474'],[],description,3,0,[],,"['51275', '52524', '47272']","[0.2825760841369629, 0.27063989639282227, 0.2699480950832367]","['description', 'description', 'description']"
《书卷一梦》免费观看,['51474'],[],description,1,0,[],,['5143'],[0.44182854890823364],['description']
《书卷一梦》免费观看,['51474'],[],description,3,0,[],,"['5143', '52524', '267']","[0.44182854890823364, 0.413658082485199, 0.37282562255859375]","['description', 'description', 'description']"
《仙逆》动漫在线观看下载,['51474'],[],description,1,0,[],,['51275'],[0.3385840058326721],['description']
《仙逆》动漫在线观看下载,['51474'],[],description,3,0,[],,"['51275', '5143', '52524']","[0.3385840058326721, 0.3371694087982178, 0.3281826972961426]","['description', 'description', 'description']"
《伸冤人4》丹泽尔华盛顿,['51474'],[],description,1,1,['51474'],1.0,['51474'],[0.36964529752731323],['description']
《伸冤人4》丹泽尔华盛顿,['51474'],[],description,3,1,['51474'],1.0,"['51474', '51275', '51323']","[0.36964529752731323, 0.3044012486934662, 0.28765469789505005]","['description', 'description', 'description']"
《妻子浪漫旅行8》开播,['51474'],[],description,1,0,[],,['51275'],[0.36671316623687744],['description']
《妻子浪漫旅行8》开播,['51474'],[],description,3,0,[],,"['51275', '5671', '62106']","[0.36671316623687744, 0.3652600049972534, 0.3291683793067932]","['description', 'description', 'description']"
《心花怒放》ep5,['51474'],[],description,1,0,[],,['51275'],[0.30186301469802856],['description']
《心花怒放》ep5,['51474'],[],description,3,0,[],,"['51275', '51044', '5601']","[0.30186301469802856, 0.24727576971054077, 0.24639946222305298]","['description', 'description', 'description']"
《法国空姐》免费在线观看,['51474'],[],description,1,0,[],,['51275'],[0.31308043003082275],['description']
《法国空姐》免费在线观看,['51474'],[],description,3,0,[],,"['51275', '5143', '60868']","[0.31308043003082275, 0.29730483889579773, 0.2958671450614929]","['description', 'description', 'description']"
《芭比之皇家公主学院》,['51474'],[],description,1,0,[],,['52524'],[0.34125202894210815],['description']
《芭比之皇家公主学院》,['51474'],[],description,3,0,[],,"['52524', '5143', '85']","[0.34125202894210815, 0.3409995436668396, 0.3293330669403076]","['description', 'description', 'description']"
《铁原阻击战》电影免费观看完整版,['51474'],[],description,1,0,[],,['52524'],[0.26183250546455383],['description']
《铁原阻击战》电影免费观看完整版,['51474'],[],description,3,0,[],,"['52524', '51275', '5671']","[0.26183250546455383, 0.26175206899642944, 0.24704740941524506]","['description', 'description', 'description']"
一人之下第四季樱花动漫官网,['51474'],[],description,1,0,[],,['60338'],[0.3297497630119324],['description']
一人之下第四季樱花动漫官网,['51474'],[],description,3,0,[],,"['60338', '51377', '51323']","[0.3297497630119324, 0.31090933084487915, 0.30412423610687256]","['description', 'description', 'description']"
一线谎言,['51474'],[],description,1,0,[],,['51275'],[0.3516521453857422],['description']
一线谎言,['51474'],[],description,3,1,['51474'],3.0,"['51275', '47266', '51474']","[0.3516521453857422, 0.3488084077835083, 0.34456098079681396]","['description', 'description', 'description']"
丁香花视频免费高清在线观看,['51474'],[],description,1,0,[],,['52524'],[0.31392407417297363],['description']
丁香花视频免费高清在线观看,['51474'],[],description,3,0,[],,"['52524', '51376', '51275']","[0.31392407417297363, 0.2932731807231903, 0.2809331715106964]","['description', 'description', 'description']"
三妹电视剧大全免费观看,['51474'],[],description,1,0,[],,['51275'],[0.3940730094909668],['description']
三妹电视剧大全免费观看,['51474'],[],description,3,0,[],,"['51275', '50159', '5143']","[0.3940730094909668, 0.28520146012306213, 0.2813146412372589]","['description', 'description', 'description']"
三年片在线看,['51474'],[],description,1,0,[],,['51275'],[0.3898093104362488],['description']
三年片在线看,['51474'],[],description,3,0,[],,"['51275', '52524', '5143']","[0.3898093104362488, 0.32368481159210205, 0.31597641110420227]","['description', 'description', 'description']"
世界杯直播在线免费看,['51474'],[],description,1,0,[],,['5550'],[0.4209741950035095],['description']
世界杯直播在线免费看,['51474'],[],description,3,0,[],,"['5550', '51275', '85']","[0.4209741950035095, 0.4023931324481964, 0.3788304030895233]","['description', 'description', 'description']"
中文版宝可梦旅途,['51474'],[],description,1,0,[],,['52524'],[0.4125128984451294],['description']
中文版宝可梦旅途,['51474'],[],description,3,0,[],,"['52524', '51388', '51377']","[0.4125128984451294, 0.4115644097328186, 0.3916831612586975]","['description', 'description', 'description']"
九个弹孔演员,['51474'],[],description,1,0,[],,['50393'],[0.2890133261680603],['description']
九个弹孔演员,['51474'],[],description,3,0,[],,"['50393', '51275', '51377']","[0.2890133261680603, 0.28709763288497925, 0.2845733165740967]","['description', 'description', 'description']"
乡村爱情下载,['51474'],[],description,1,0,[],,['51275'],[0.3133299946784973],['description']
乡村爱情下载,['51474'],[],description,3,0,[],,"['51275', '267', '4982']","[0.3133299946784973, 0.3018042743206024, 0.2960341274738312]","['description', 'description', 'description']"
今乐坛20140813,['51474'],[],description,1,0,[],,['50393'],[0.42337512969970703],['description']
今乐坛20140813,['51474'],[],description,3,0,[],,"['50393', '62248', '5179']","[0.42337512969970703, 0.4186968207359314, 0.39638659358024597]","['description', 'description', 'description']"
今天免费在线观看,['51474'],[],description,1,0,[],,['51275'],[0.5363064408302307],['description']
今天免费在线观看,['51474'],[],description,3,0,[],,"['51275', '5671', '52524']","[0.5363064408302307, 0.4408576488494873, 0.4378315508365631]","['description', 'description', 'description']"
佐罗,['51474'],[],description,1,0,[],,['51323'],[0.4274047613143921],['description']
佐罗,['51474'],[],description,3,0,[],,"['51323', '51377', '51388']","[0.4274047613143921, 0.4164332151412964, 0.41300007700920105]","['description', 'description', 'description']"
倩女,['51474'],[],description,1,0,[],,['51377'],[0.4659985899925232],['description']
倩女,['51474'],[],description,3,0,[],,"['51377', '51378', '52524']","[0.4659985899925232, 0.4413682222366333, 0.44039297103881836]","['description', 'description', 'description']"
僵尸电影介绍,['51474'],[],description,1,0,[],,['5601'],[0.3033747971057892],['description']
僵尸电影介绍,['51474'],[],description,3,0,[],,"['5601', '5671', '51323']","[0.3033747971057892, 0.3026125729084015, 0.2906847894191742]","['description', 'description', 'description']"
克制升温短剧免费观看最新,['51474'],[],description,1,0,[],,['51275'],[0.3771856427192688],['description']
