query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
hundred miles歌曲,['8470'],[],description,1,0,[],,['5179'],[0.4271678328514099],['description']
hundred miles歌曲,['8470'],[],description,3,0,[],,"['5179', '62248', '50393']","[0.4271678328514099, 0.4263344407081604, 0.41787463426589966]","['description', 'description', 'description']"
just you,['8470'],[],description,1,0,[],,['51377'],[0.5294250249862671],['description']
just you,['8470'],[],description,3,1,['8470'],3.0,"['51377', '62206', '8470']","[0.5294250249862671, 0.5263999700546265, 0.5263999700546265]","['description', 'description', 'description']"
we can say love love歌词,['8470'],[],description,1,0,[],,['62248'],[0.4777725636959076],['description']
we can say love love歌词,['8470'],[],description,3,0,[],,"['62248', '50393', '62206']","[0.4777725636959076, 0.46572715044021606, 0.46303099393844604]","['description', 'description', 'description']"
《东方红》太阳升,['8470'],[],description,1,0,[],,['51377'],[0.37372177839279175],['description']
《东方红》太阳升,['8470'],[],description,3,0,[],,"['51377', '51379', '51378']","[0.37372177839279175, 0.37254369258880615, 0.3699471354484558]","['description', 'description', 'description']"
《分手也是缘分》歌词完整版,['8470'],[],description,1,0,[],,['5179'],[0.3478893041610718],['description']
《分手也是缘分》歌词完整版,['8470'],[],description,3,0,[],,"['5179', '62248', '50393']","[0.3478893041610718, 0.34517523646354675, 0.3354923725128174]","['description', 'description', 'description']"
《大风在刮大雪》,['8470'],[],description,1,0,[],,['51378'],[0.3790741562843323],['description']
《大风在刮大雪》,['8470'],[],description,3,0,[],,"['51378', '51376', '51379']","[0.3790741562843323, 0.3562612533569336, 0.35448408126831055]","['description', 'description', 'description']"
《天上风雨多》原唱,['8470'],[],description,1,0,[],,['51377'],[0.36173492670059204],['description']
《天上风雨多》原唱,['8470'],[],description,3,0,[],,"['51377', '62248', '50393']","[0.36173492670059204, 0.3607894778251648, 0.3566344976425171]","['description', 'description', 'description']"
《恩典的记号》原唱,['8470'],[],description,1,0,[],,['62248'],[0.36487168073654175],['description']
《恩典的记号》原唱,['8470'],[],description,3,0,[],,"['62248', '5179', '51377']","[0.36487168073654175, 0.36081111431121826, 0.3567599654197693]","['description', 'description', 'description']"
《我为你唱一曲》,['8470'],[],description,1,0,[],,['5179'],[0.45918938517570496],['description']
《我为你唱一曲》,['8470'],[],description,3,0,[],,"['5179', '62248', '50393']","[0.45918938517570496, 0.4524344205856323, 0.41043269634246826]","['description', 'description', 'description']"
