query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
10万左右的电车排行榜前十名有哪些,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.6042013168334961],['description']
10万左右的电车排行榜前十名有哪些,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.6042013168334961, 0.5611078143119812, 0.5251165628433228]","['description', 'description', 'description']"
10万纯电车排名前十名有哪些,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.5384941101074219],['description']
10万纯电车排名前十名有哪些,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.5384941101074219, 0.5279706120491028, 0.4980607330799103]","['description', 'description', 'description']"
15万左右的车排行榜前十名,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.6731208562850952],['description']
15万左右的车排行榜前十名,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.6731208562850952, 0.5969443321228027, 0.5308903455734253]","['description', 'description', 'description']"
15万左右纯电suv排行榜前十名,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.5411942601203918],['description']
15万左右纯电suv排行榜前十名,['50760'],[],description,3,1,['50760'],1.0,"['50760', '5271', '50574']","[0.5411942601203918, 0.5021556615829468, 0.49200600385665894]","['description', 'description', 'description']"
2025年汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6710959672927856],['description']
2025年汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6710959672927856, 0.6504876613616943, 0.5743162631988525]","['description', 'description', 'description']"
2026年6月mpv销量排行榜,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.5754007697105408],['description']
2026年6月mpv销量排行榜,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.5754007697105408, 0.5646314024925232, 0.5252509117126465]","['description', 'description', 'description']"
2026年6月suv销量排行榜,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.5632420182228088],['description']
2026年6月suv销量排行榜,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.5632420182228088, 0.5383615493774414, 0.4988463222980499]","['description', 'description', 'description']"
2026年6月份汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6268014907836914],['description']
2026年6月份汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6268014907836914, 0.6212689280509949, 0.5153701901435852]","['description', 'description', 'description']"
2026年6月新能源汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.5811015367507935],['description']
2026年6月新能源汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.5811015367507935, 0.5579624176025391, 0.5064165592193604]","['description', 'description', 'description']"
2026年汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6489217281341553],['description']
2026年汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6489217281341553, 0.6459178328514099, 0.5377651453018188]","['description', 'description', 'description']"
2026年电车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.5885359048843384],['description']
2026年电车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.5885359048843384, 0.579599142074585, 0.5183724164962769]","['description', 'description', 'description']"
20万左右的suv排行榜前十名,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.6954944133758545],['description']
20万左右的suv排行榜前十名,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.6954944133758545, 0.5267495512962341, 0.49684107303619385]","['description', 'description', 'description']"
5月份汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6843302249908447],['description']
5月份汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6843302249908447, 0.6255699396133423, 0.5928276777267456]","['description', 'description', 'description']"
6月份汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6805624961853027],['description']
6月份汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6805624961853027, 0.6202980279922485, 0.5782535076141357]","['description', 'description', 'description']"
70万左右电动汽车排行榜,['50760'],[],description,1,1,['50760'],1.0,['50760'],[0.6011061072349548],['description']
70万左右电动汽车排行榜,['50760'],[],description,3,1,['50760'],1.0,"['50760', '50574', '5271']","[0.6011061072349548, 0.5708805322647095, 0.5398603677749634]","['description', 'description', 'description']"
mpv销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.5447298884391785],['description']
mpv销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.5447298884391785, 0.5427819490432739, 0.5376642942428589]","['description', 'description', 'description']"
suv销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6228361129760742],['description']
suv销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6228361129760742, 0.6209158897399902, 0.607817530632019]","['description', 'description', 'description']"
中国6月份汽车销量排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6046273708343506],['description']
中国6月份汽车销量排行榜,['50760'],[],description,3,1,['50760'],2.0,"['50574', '50760', '5271']","[0.6046273708343506, 0.5398072004318237, 0.5043097734451294]","['description', 'description', 'description']"
中国销售车辆排行榜,['50760'],[],description,1,0,[],,['50574'],[0.6660768985748291],['description']
