query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
000001股吧,['5428'],[],description,1,0,[],,['5432'],[0.5723337531089783],['description']
000001股吧,['5428'],[],description,3,0,[],,"['5432', '50161', '50926']","[0.5723337531089783, 0.5663447976112366, 0.5439779162406921]","['description', 'description', 'description']"
000008股吧,['5428'],[],description,1,0,[],,['5432'],[0.5527504086494446],['description']
000008股吧,['5428'],[],description,3,0,[],,"['5432', '50161', '50709']","[0.5527504086494446, 0.5454534292221069, 0.5202869176864624]","['description', 'description', 'description']"
000090,['5428'],[],description,1,0,[],,['51323'],[0.518993616104126],['description']
000090,['5428'],[],description,3,0,[],,"['51323', '51044', '51388']","[0.518993616104126, 0.5097362995147705, 0.4998854100704193]","['description', 'description', 'description']"
000685,['5428'],[],description,1,0,[],,['51044'],[0.5057076215744019],['description']
000685,['5428'],[],description,3,0,[],,"['51044', '51388', '60977']","[0.5057076215744019, 0.4932994544506073, 0.4884938597679138]","['description', 'description', 'description']"
399993,['5428'],[],description,1,0,[],,['51323'],[0.5654128193855286],['description']
399993,['5428'],[],description,3,0,[],,"['51323', '51044', '5601']","[0.5654128193855286, 0.547470211982727, 0.5287028551101685]","['description', 'description', 'description']"
50指数的股票,['5428'],[],description,1,0,[],,['50709'],[0.684533417224884],['description']
50指数的股票,['5428'],[],description,3,0,[],,"['50709', '50161', '5351']","[0.684533417224884, 0.6484179496765137, 0.6443473100662231]","['description', 'description', 'description']"
abs,['5428'],[],description,1,0,[],,['51044'],[0.5719292163848877],['description']
abs,['5428'],[],description,3,0,[],,"['51044', '60977', '51388']","[0.5719292163848877, 0.5242092609405518, 0.5199800729751587]","['description', 'description', 'description']"
a股科创50,['5428'],[],description,1,0,[],,['50709'],[0.6815255880355835],['description']
a股科创50,['5428'],[],description,3,0,[],,"['50709', '50161', '50926']","[0.6815255880355835, 0.6447874903678894, 0.6405920386314392]","['description', 'description', 'description']"
上证大盘走势图,['5428'],[],description,1,0,[],,['50161'],[0.6337951421737671],['description']
上证大盘走势图,['5428'],[],description,3,0,[],,"['50161', '50709', '5351']","[0.6337951421737671, 0.6035604476928711, 0.5902377367019653]","['description', 'description', 'description']"
上证指数今日行情大盘走势,['5428'],[],description,1,0,[],,['5351'],[0.6236888766288757],['description']
上证指数今日行情大盘走势,['5428'],[],description,3,0,[],,"['5351', '50926', '50161']","[0.6236888766288757, 0.6004043817520142, 0.5906933546066284]","['description', 'description', 'description']"
上证指数今日走势图,['5428'],[],description,1,0,[],,['5351'],[0.6539644002914429],['description']
上证指数今日走势图,['5428'],[],description,3,0,[],,"['5351', '50161', '50709']","[0.6539644002914429, 0.6430147290229797, 0.6077808737754822]","['description', 'description', 'description']"
上证指数最新行情,['5428'],[],description,1,0,[],,['50161'],[0.7459077835083008],['description']
上证指数最新行情,['5428'],[],description,3,0,[],,"['50161', '50926', '5351']","[0.7459077835083008, 0.7264789938926697, 0.7250633835792542]","['description', 'description', 'description']"
上证指数股吧,['5428'],[],description,1,0,[],,['50161'],[0.6571449637413025],['description']
上证指数股吧,['5428'],[],description,3,0,[],,"['50161', '5351', '50926']","[0.6571449637413025, 0.6508265733718872, 0.6422516107559204]","['description', 'description', 'description']"
上证最新股价,['5428'],[],description,1,0,[],,['50161'],[0.7657995223999023],['description']
上证最新股价,['5428'],[],description,3,0,[],,"['50161', '5432', '50162']","[0.7657995223999023, 0.710361659526825, 0.6590883731842041]","['description', 'description', 'description']"
中证500代码是多少,['5428'],[],description,1,0,[],,['50709'],[0.609261155128479],['description']
中证500代码是多少,['5428'],[],description,3,0,[],,"['50709', '5351', '50161']","[0.609261155128479, 0.584281325340271, 0.5722294449806213]","['description', 'description', 'description']"
中证指数500,['5428'],[],description,1,0,[],,['5351'],[0.7161316871643066],['description']
中证指数500,['5428'],[],description,3,0,[],,"['5351', '50709', '50926']","[0.7161316871643066, 0.6863592863082886, 0.6322762966156006]","['description', 'description', 'description']"
今天上证指数多少点,['5428'],[],description,1,0,[],,['50161'],[0.6787256002426147],['description']
今天上证指数多少点,['5428'],[],description,3,0,[],,"['50161', '5351', '50926']","[0.6787256002426147, 0.674746036529541, 0.6493142247200012]","['description', 'description', 'description']"
创业综指,['5428'],[],description,1,0,[],,['50709'],[0.5867189168930054],['description']
创业综指,['5428'],[],description,3,0,[],,"['50709', '50926', '5351']","[0.5867189168930054, 0.5680056810379028, 0.5561882853507996]","['description', 'description', 'description']"
印度股市,['5428'],[],description,1,0,[],,['50926'],[0.6496313810348511],['description']
印度股市,['5428'],[],description,3,0,[],,"['50926', '5351', '50161']","[0.6496313810348511, 0.5973972678184509, 0.5871118307113647]","['description', 'description', 'description']"
台湾股票行情,['5428'],[],description,1,0,[],,['50926'],[0.6334623098373413],['description']
台湾股票行情,['5428'],[],description,3,0,[],,"['50926', '50162', '50161']","[0.6334623098373413, 0.6088846921920776, 0.5894880294799805]","['description', 'description', 'description']"
富时a50夜盘实时走势,['5428'],[],description,1,0,[],,['50709'],[0.5997434854507446],['description']
富时a50夜盘实时走势,['5428'],[],description,3,0,[],,"['50709', '50161', '5351']","[0.5997434854507446, 0.59764564037323, 0.593386173248291]","['description', 'description', 'description']"
富时中国a50指数期货实时行情,['5428'],[],description,1,0,[],,['51255'],[0.6888537406921387],['description']
富时中国a50指数期货实时行情,['5428'],[],description,3,0,[],,"['51255', '5351', '50161']","[0.6888537406921387, 0.6783792972564697, 0.6587504148483276]","['description', 'description', 'description']"
恒生科技股,['5428'],[],description,1,0,[],,['50926'],[0.6848999261856079],['description']
恒生科技股,['5428'],[],description,3,0,[],,"['50926', '50162', '50709']","[0.6848999261856079, 0.6645127534866333, 0.6643404960632324]","['description', 'description', 'description']"
日本股市实时行情,['5428'],[],description,1,0,[],,['50926'],[0.6486568450927734],['description']
日本股市实时行情,['5428'],[],description,3,0,[],,"['50926', '50161', '50162']","[0.6486568450927734, 0.6277985572814941, 0.5845153331756592]","['description', 'description', 'description']"
日本股市实时行情走势图,['5428'],[],description,1,0,[],,['50161'],[0.599122941493988],['description']
日本股市实时行情走势图,['5428'],[],description,3,0,[],,"['50161', '5432', '50162']","[0.599122941493988, 0.5811137557029724, 0.5695545077323914]","['description', 'description', 'description']"
日经股指数,['5428'],[],description,1,0,[],,['50354'],[0.6637955904006958],['description']
日经股指数,['5428'],[],description,3,0,[],,"['50354', '5351', '50926']","[0.6637955904006958, 0.6525709629058838, 0.642676591873169]","['description', 'description', 'description']"
最近上证指数走势,['5428'],[],description,1,0,[],,['50161'],[0.7401467561721802],['description']
最近上证指数走势,['5428'],[],description,3,0,[],,"['50161', '5351', '50926']","[0.7401467561721802, 0.7278046607971191, 0.7212581634521484]","['description', 'description', 'description']"
沪深300股市行情今日行情,['5428'],[],description,1,0,[],,['50926'],[0.7137171030044556],['description']
沪深300股市行情今日行情,['5428'],[],description,3,0,[],,"['50926', '50161', '5432']","[0.7137171030044556, 0.7117756605148315, 0.6556435823440552]","['description', 'description', 'description']"
深科技股票代码000001,['5428'],[],description,1,0,[],,['50161'],[0.5179051756858826],['description']
深科技股票代码000001,['5428'],[],description,3,0,[],,"['50161', '5432', '50709']","[0.5179051756858826, 0.509174108505249, 0.48571252822875977]","['description', 'description', 'description']"
生物医药股票,['5428'],[],description,1,0,[],,['50709'],[0.5111547708511353],['description']
