query,gold_ids,missing_gold_ids,view,k,pass_at_k,hit_ids,first_hit_rank,recall_ids,recall_scores,recall_views
007是什么车,['5819'],[],description,1,0,[],,['5271'],[0.527123212814331],['description']
007是什么车,['5819'],[],description,3,1,['5819'],2.0,"['5271', '5819', '50574']","[0.527123212814331, 0.4998224377632141, 0.4851449728012085]","['description', 'description', 'description']"
03是什么车,['5819'],[],description,1,0,[],,['5271'],[0.5238962173461914],['description']
03是什么车,['5819'],[],description,3,1,['5819'],3.0,"['5271', '4526', '5819']","[0.5238962173461914, 0.514092206954956, 0.5019384026527405]","['description', 'description', 'description']"
101是什么牌子的车,['5819'],[],description,1,0,[],,['5271'],[0.5381332635879517],['description']
101是什么牌子的车,['5819'],[],description,3,1,['5819'],3.0,"['5271', '50760', '5819']","[0.5381332635879517, 0.4756048321723938, 0.4751952290534973]","['description', 'description', 'description']"
alpine,['5819'],[],description,1,0,[],,['51044'],[0.472195029258728],['description']
alpine,['5819'],[],description,3,0,[],,"['51044', '60977', '51323']","[0.472195029258728, 0.4671597480773926, 0.45710963010787964]","['description', 'description', 'description']"
byd哪个国家的品牌,['5819'],[],description,1,0,[],,['5271'],[0.5918483734130859],['description']
byd哪个国家的品牌,['5819'],[],description,3,0,[],,"['5271', '5881', '5882']","[0.5918483734130859, 0.5215131044387817, 0.4626055955886841]","['description', 'description', 'description']"
e是什么车,['5819'],[],description,1,0,[],,['5271'],[0.5272073149681091],['description']
e是什么车,['5819'],[],description,3,1,['5819'],2.0,"['5271', '5819', '50574']","[0.5272073149681091, 0.5082665681838989, 0.48126131296157837]","['description', 'description', 'description']"
gt什么车,['5819'],[],description,1,0,[],,['5271'],[0.5080706477165222],['description']
gt什么车,['5819'],[],description,3,1,['5819'],2.0,"['5271', '5819', '50574']","[0.5080706477165222, 0.5079997777938843, 0.48227402567863464]","['description', 'description', 'description']"
kiv是什么车,['5819'],[],description,1,0,[],,['5271'],[0.543660044670105],['description']
kiv是什么车,['5819'],[],description,3,1,['5819'],2.0,"['5271', '5819', '50760']","[0.543660044670105, 0.49951300024986267, 0.4697345495223999]","['description', 'description', 'description']"
landrover是什么牌子,['5819'],[],description,1,0,[],,['5881'],[0.4822154641151428],['description']
landrover是什么牌子,['5819'],[],description,3,0,[],,"['5881', '5271', '50760']","[0.4822154641151428, 0.448310524225235, 0.42656153440475464]","['description', 'description', 'description']"
m是什么品牌的车,['5819'],[],description,1,0,[],,['5271'],[0.5508873462677002],['description']
m是什么品牌的车,['5819'],[],description,3,1,['5819'],2.0,"['5271', '5819', '50760']","[0.5508873462677002, 0.49424245953559875, 0.48394861817359924]","['description', 'description', 'description']"
ole,['5819'],[],description,1,0,[],,['51388'],[0.5707233548164368],['description']
ole,['5819'],[],description,3,0,[],,"['51388', '51377', '85']","[0.5707233548164368, 0.5670045614242554, 0.5591093301773071]","['description', 'description', 'description']"
smart车子属于什么牌子,['5819'],[],description,1,0,[],,['5271'],[0.5656734704971313],['description']
